X,Predicted,Real
držanje do moralan princip ,1,0
i u metaforički značenje ,1,0
Saosećanje sa neki ili nešto . ,0,1
velik bogatstvo . ,0,1
osobina prefinjen uglađenost i dobar ukus ,0,1
"kvalitet da čovek ne stavljati sebe prvo , već da jesam spreman da svoj vreme , novac ili trud posvetiti drugi ",0,1
biti prihvatljiv ili pristati . ,0,1
koji donositi spasenje ili iskupljenje od greh ,0,1
nešto što imati vrednost ,1,0
kvalitet neki ili nešto što jesam važan ili vredan pažnja . ,1,0
učiniti da šta osećati ; učiniti osetljiv ,1,0
nešto što izazivati osećanje čuđenje ,0,1
Osećanje samopoštovanje i ličan vrednost . ,0,1
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
koji osećati ili ispoljavati bol ili žalost zbog greh ili uvreda ,1,0
moći se koristiti i u vremenski smisao ,0,1
način rad ili ponašanje ,1,0
imati volja i namera da se izvesti neki akcija . ,1,0
postati imućan ili bogat ,1,0
koji donositi dobar profit ,0,1
obezbediti zabava za neki . ,0,1
"Sačinjavaju ga moralan princip , norma , moralan propis . taj jesam onaj sloj ličnost koji jesam proizvod življenje u određenoj društven sredina . ",1,0
u rimski mitologija boginja sreća i sretan slučajnost ; u grčki mitologija ona odgovarati nTiha ,0,1
stanje biti zaposliti ili imati posati . ,0,1
rad koji se obavljati sa drugi radi zajednički ciljati ili koristiti ,1,0
"koji imati potreban sposobnost , veština ili znanje da nešto uraditi . ",0,1
koji jesam veseo niti izazivati veselje ,1,0
obožavanje svetac ,1,0
griža savest kada se neki osećati kriv za prekršaj ,1,0
onaj koji posedovati moralan kvalitet ; ,0,1
koji ispoljavati pogodan ili povoljan uticaj ,0,1
u koji nem život . ,1,0
Čin prilazak cilj . ,0,1
kvalitet koji imati nešto što imati velik vrednost ili cena ,0,1
Osećanje naklonjenost drugi osoba ; uživanje u njihov društvo ,0,1
reč koji izražavati atribut nešto ,1,0
specijalan apstrakcija . ,1,0
zamenica koji izražavati razlika u lice ,1,0
"koji jesam popustljiv , koji se teško upravljati . ",1,0
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",1,0
koji nastajati iz želja da se doprineti blagostanje ili sreća drugi . ,0,1
sumnjati ili izražavati sumnjičav spekulacija . ,1,0
spojiti ili vezati . ,0,1
umetnik nenadmašan veština . ,0,1
onaj koji imati velik moć ili sila ili snaga ili uticaj . ,0,1
kvalitet koji ne pružati zadovoljstvo čulo . ,1,0
blagonaklon procena ,0,1
koji odgovarati za svoj postupak . ,0,1
osećati zadovoljstvo zbog nešto ,0,1
Učiniti zakon i pravilo liberalan ili liberalan . ,1,0
stanje tehnološki razvoj ili inovacija ,1,0
osoba koji se brina o ljudi i njihov svojina . ,0,1
koji imati porkelo ili se razvijati spolja ,1,0
osećanje naklonjenost ,0,1
kvalitet onaj što imati velik cena ,0,1
onaj koji niko ne žeti ili ne priželjkivati ,1,0
onaj koji imati visok vrednost ili cena ; ,0,1
osoba koji jesam umreti i proglasiti za svetac proces kanonizacije ,1,0
velik intenzitet ili snaga . ,1,0
od velik značaj ili važnost . ,0,1
"biti potpun u svoj vrsta , bez nedostatak ",0,1
radnja koji karakterisati dobro raspoloženje ,0,1
koji jesam pred erupcija ili izbacivati lav ( o vulkan ) ,0,1
osećati fizički bol ,1,0
"zadobiti kakav prednost , kao što jesam bod itd . ",0,1
odsustvo kvalitet koji biti činiti nešto vredan ili korisnim . ,1,0
imati sposobnost ili moć kreativnost . ,1,0
Učiniti svetiti pomoću religijski obred . ,0,1
podvrgnuti nedobronamernom smeh . ,0,1
"Izložiti politički , religiozan ili moralan cenzura . ",1,0
izgled koji predočavati lice osoba . ,1,0
prijateljski narav ,0,1
proceniti vrednost nešto . ,1,0
koji činiti ili donositi dobro ,0,1
aktivnost štićenje neki ili nešto . ,0,1
stanje zrelost ; pun razvoj . ,1,0
izjaviti za neki da jesam kriv po krivičan optužba . ,0,1
radiografija koji koristiti X-zrake da proizvesti rentgenogram ,1,0
postignuti bod ili cilj ,0,1
na visok nivo po rang ili značaj ,0,1
"proširen značenje , naročito u psihološki slislu , ogledati se u jačina strast ili entuzijazam ",0,1
velik po stepen ili intenzitet ili broj ili količina . ,1,0
"ličan sloboda od ropstvo , zarobljeništvo i ugnjetavanje ",0,1
stanje ili uslov u koji jesam neki nevin za određen zločin ili uvreda . ,0,1
"koji ushićivati čuti , uzbuđivati duh ili izazivati emocionalno divljenje . ",0,1
oporavak ili način čuvanje od gubitak ili opasnost . ,0,1
sposobnost postojanje ili delovanje u harmoničan ili usklađen kombijaciji ,0,1
