X,Predicted,Real
Radnik koji je najamljen da obavi posao.,0,1
Čin zagađivanja.,1,0
uzrokovati strah,0,1
"koji pobuđuje poštovanje, divljenje ili čuđenje",1,0
"Umanjiti po vrednosti, karakteru itd.",0,1
"Naljutiti, posebno nevažnim uzrocima.",1,0
lišiti slobode; držati u zatvoru,0,1
"Koji nije vlik po količini, broju ili stepenu.",0,1
Prekinuti nečije zaposlenje.,1,0
Ljudski čin stvaranja.,0,1
"Jako osećanje, usmereno prema nekoj stvarnoj ili navodnoj muci.",0,1
"nešto što nije sigurno, što je pod sumnjom",1,0
"Koji privremeno nije aktivan, o vulkanima",1,0
Bolest krvi ili narušavanje funkcionisanja krvnih ćelija.,0,1
svojstvo onoga kome nedostaje živost,0,1
Tih neprekidan nerazumljiv zvuk; obično ga prati kretanje usana koje ne proivodi artikulisani govor.,0,1
Osoba koje ne radi.,1,0
"(krivično pravo) pravnosnažna,osuđujuća presuda u krivičnom postupku sa dosuđenom kaznom",0,1
Učiniti nečistim.,1,0
osoba ili firma koja zapošljava radnike,0,1
Sastavljati od komponenata ili delova.,0,1
Čin prljanja nečega.,0,1
Osoba koja krši morlne ili zakonske norme.,1,0
"brutalan, varvarski i divljački čin",1,0
Pričati na besposlen ili neobavezan način sa elementom sumnje ili bez dovoljno razloga da se dođe do zaključka.,0,1
Čin opstruiranja.,1,0
Učiniti slabim.,1,0
svako ko veruje da nije u stanju da promeni svoju sudbinu,1,0
Nesposobnost osobe da se seti ili uradi ono što obično može; često uzrokovana emoionalnom napetošću.,0,1
Čin konstruisanja nečega (kao masšinskog dela).,0,1
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",0,1
Stanje stvari koje je skoro izvan nečije mogućnosti da je reši i zahteva veliki napor da se reši ili prevaziđe.,0,1
Ispuštati vonj.,0,1
Ljudska tvorevina koju je neko stvorio.,0,1
Ubijanje čoveka od strane drugog čoveka.,1,0
odbaciti (dokument) kao nevažeci,0,1
Kvalitet onoga što je teško otkriti ili analizirati.,0,1
čiju smrt nenamerno izazvati,1,0
Započeti ili voditi rat.,0,1
obilno krvarenje kao posledica povrede krvnog suda,1,0
zloupotreba javne funkcije,1,0
iznenadni masovni strah i nespokojstvo zbog očekivanih događaja,1,0
Postati nestabilan.,0,1
Ne pridržavanje moralnim principima.,1,0
grozničnica,1,0
Gubitak novca ili smanjenje finansijske vrednosti.,1,0
Čovek koji nema nikakve titule.,1,0
preterano velik,1,0
Proces promene u niže stanje.,0,1
lišiti života,1,0
"Govoriti nerazgovetno, obično tihim glasom.",0,1
Stanje kada je učinjen prekršaj.,0,1
Stanje bolje od ranijeg.,1,0
"Koji ne predstavlja teškoću, ne iziskuje napor.",1,0
