X,Predicted,Real
"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost.",1,0
Prošireno značenje; posebno se odnosi na psihološku hladnoću; bez ljudske topline i emocija.,0,1
"Izazvati ljutnju, bes.",1,0
koji je umoran od sveta i života,1,0
Čin prljanja nečega.,0,1
osoba ili firma koja zapošljava radnike,0,1
Koji sledi prihvaćene običaje i pristojnost.,0,1
onaj koji nije stalan ili postojan,0,1
Odbolovati bolest ili prevazići šok.,1,0
Kvalitet nekog ili nečega što ima slabiju ili manje poželjnu poziciju.,0,1
koji oseća nadolazeću opasnost,0,1
"Teškoće koje se javljaju samo pri pisanju, obično kao preterano stezanje olovke.",1,0
(poetski) muka,0,1
ponašati se na nekontrolisan način,1,0
koji ne pripada snagama sopstvene zemlje ili snagama saveznika,0,1
koji lako žali i sažaljeva,1,0
Podvrgnuti nedobronamernom smehu.,1,0
Učiniti nestabilnim.,1,0
kada nema jednakosti,0,1
Koji ne može da se desi ili ostvari ili s kojim se ne može rukovati.,0,1
Oružani sukob protiv neprijatelja.,0,1
Koji dovodi (pričinjava) fizičku neudobnost.,0,1
osoba koja ne prihvata nove ideje,0,1
"koji nije ničim ispunjen, čija je unutrašnjost prazna",1,0
ozloglašenost zbog neke posebne karakteristike,1,0
držanje do moralnih principa,0,1
osećanje velikog (obićno preteranog) ushićenja,1,0
Sumnjati ili izražavati sumnjičave spekulacije.,1,0
iznenadni masovni strah i nespokojstvo zbog očekivanih događaja,1,0
Osećanja proživljena kada je neko u zadovoljnom stanju.,1,0
Onesposobiti kretanje nekom tako što se smesti unutar nekih granica.,0,1
"(krivično pravo) pravnosnažna,osuđujuća presuda u krivičnom postupku sa dosuđenom kaznom",0,1
na prljav i nečist način,0,1
"Stanje neaktivnosti (u poslovanju, umetnosti, itd.)",1,0
namerni čin oduzimanja,1,0
Koji nije sklon promenama.,1,0
svojstvo onoga kome nedostaje živost,0,1
Onaj kome nedostaje moć.,0,1
Velika (glavobolja).,0,1
Čin oštećivanja nečega ili nekoga.,1,0
Čin konstruisanja nečega (kao masšinskog dela).,0,1
Zgrada u kojoj se vrši likvidacija životinja radi proizvodnje mesa,0,1
Odsustvo kvaliteta koji bi činili nešto vrednim ili korisnim.,0,1
Čin konstruisanja ili građenja nečega.,0,1
Postati lošije.,0,1
promena u niže stanje (manje poštovano),0,1
iznošenje laži pomoću nejasnog ili dvosmislenog jezika,1,0
Nedostatak darežljivosti; nesklonost da se da novac.,1,0
preuveličano osećanje blagostanja ili ushićenja,1,0
Napraviti nešto kombinujući materijale ili delove.,0,1
poduhvat koji se preduzima bez obzira na mogući gubitak ili povredu,0,1
Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.,0,1
Koji raskida sa tradicijom i opšte prihvaćenim.,0,1
Kvalitet koji ne pruža zadovoljstvo čulima.,0,1
Čin okončanja nečijeg zaposlenja.,0,1
povući se,0,1
uzrokovati probadanje,0,1
Onaj koji nije običan; nije konevencionalan ili konformist.,1,0
Dobiti neku bolest.,1,0
Nešto što nekoga zadržava.,0,1
Zločin manje ozbiljan od teškog.,1,0
uzrokovati strah,0,1
nadmoćno osećanje straha i zebnje,1,0
Neko ko Vas navodi da poverujete u nešto što nije tačno.,1,0
proglasiti krivim (utvrditi krivicu),1,0
