X,Predicted,Real
Od velikog značaja ili važnosti.,0,1
Odsustvo kvaliteta koji bi činili nešto vrednim ili korisnim.,1,0
osoba koja voli ili je voljena,0,1
Koji može da čini po slobodnoj volji; koji nije sputan ograničenjima.,0,1
angažovati ili unajmiti za neki posao,0,1
preparat koji se koristi za čišćenje nečega,0,1
gajiti osećanja dubokog poštovanja i straha pred autoritetom.,0,1
zlonamerno zadovoljstvo,1,0
Znanje i vrednosti koje društvo deli.,1,0
"kvalitet nečega što je isto po količini, meri, vrednosti ili statusu",0,1
Ublažavanje patnje; pokazivanje velike dobrote prema izmučenima.,0,1
Čin ili proces merenja.,0,1
sposoban za korektno i validno rezonovanje,0,1
Učiniti svetim pomoću religijskih obreda.,0,1
Čin ukrašavanja nečega (u nadi da će od toga privlačnije izgledati).,0,1
Postati stabilan ili stabilniji.,0,1
Ukazati poverenje kome.,0,1
Stanje zrelosti; puni razvoj.,0,1
Ispuniti očekivanja.,0,1
koji donosi spasenje ili iskupljenje od greha,0,1
Kvalitet onog ko nije brižljiv.,1,0
Koji karakteriše životinje za razliku od biljaka.,0,1
biti privlačan kome,0,1
Čin kojim se čini neko dobro delo.,0,1
postići bod ili cilj,0,1
Koji se kreće.,0,1
"Koji stvarno postoji, gzistira.",0,1
"koji izaziva iznenađenje, čuđenje ili zadivljenost",1,0
Sposobnost da se razume; razumeti i profitirati na iskustvu.,0,1
kojeg je neko uveselio,0,1
Voljena osoba; koristi se u izrazima od milja.,0,1
koji zaslužuje sažaljenje ili podstiče na sažaljenje,1,0
briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje,0,1
Inherentni kompleks atributa koji određuju moralne i etičke akcije i reakcije osoba.,0,1
Onaj koji nema ili ne pokazuje sažaljenje ili saosećanje.,1,0
"ustanovljeno,zasnovano na zakonu ili na zvanično prihvaćenim pravilima",0,1
smanjiti bol ili neprijatnosti ; ublažiti,0,1
Ne pridržavanje moralnim principima.,1,0
Ne osecati se dobro ili udobno.,1,0
Neko višeg ranga ili položaja ili kvaliteta.,0,1
Osnovno osećanje koje se teško definiše ali koje ljudi žele da osete.,0,1
na visokom nivou po rangu ili značaju,0,1
Koji proizvodi ili je sposoban da proizvede nameravani rezultat ili koji proizvodi izuzetan efekat.,0,1
"lična sloboda od ropstva, zarobljeništva i ugnjetavanja",0,1
Spojen ili vezan.,0,1
i u metaforičkom značenju,0,1
Kvalitet nečega što nije adekvatno ili perfektno.,1,0
Oslobođen spoljašnje kontrole i ograničenja.,0,1
Kvalitet nekoga ili nečega što nije važno ili vredno pažnje.,1,0
"Stanje u kome je neko bogat, ima obilno materijalnih dobara i novca.",1,0
sposobnost postojanja ili delovanja u harmoničnoj ili usklađenoj kombijaciji,0,1
onaj koji je po moralnim kvalitetima ili izgledu nalik na anđela ili sveca,0,1
Stvoriti mišljenje o nečemu; suditi oprezno; napraviti procenu.,0,1
Priroda ili svojstvo onoga ko je emocionalan.,0,1
Čin prilaska cilju.,0,1
Potpuno verovanje u osobu ili plan itd.,0,1
nešto što ima vrednost,1,0
učiniti čistim ili slobodnim od greha ili krivice,0,1
Obezbediti zabavu za nekoga.,0,1
Zabava koja drži pažnju.,0,1
