X,Predicted,Real
briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje,1,0
"Koji ima veseo karkater, nije sklon brigama.",1,0
Radnik koji je najamljen da obavi posao.,0,1
Ne osecati se dobro ili udobno.,0,1
pun ili označen ozlojeđenošću ili zlovoljom,0,1
biti u stanju mirovanja; biti u situaciji koja se ne menja,1,0
"Umanjiti po vrednosti, karakteru itd.",0,1
"smear with blood, as in a hunting initiation rite, where the face of a person is smeared with the blood of the kill",1,0
Oporavak ili način čuvanja od gubitka ili opasnosti.,1,0
lišiti slobode; držati u zatvoru,0,1
"Koji nije vlik po količini, broju ili stepenu.",0,1
Pisanje koje nije u stihu.,1,0
"neaktivan vulkan na Siciliji, poslednja erupcija je bila 1961; najviša vulkanska planina u Evropi",1,0
Uništiti ili oštetiti na nasilan način.,0,1
Ljudski čin stvaranja.,0,1
"Jako osećanje, usmereno prema nekoj stvarnoj ili navodnoj muci.",0,1
"nešto što nije sigurno, što je pod sumnjom",1,0
govoriti nerazumljivo u religijskoj ekstazi,1,0
Proizvesti ili stvoriti proizvod stvoren ljudskom rukom.,1,0
"Zaklanjati od opasnosti, povrede, uništenja ili štete.",1,0
protivno zakonu ili zakonom zabranjeno,0,1
"Koji privremeno nije aktivan, o vulkanima",1,0
Bolest krvi ili narušavanje funkcionisanja krvnih ćelija.,0,1
imati neželjene ili negativne kvalitete,0,1
zabranjeno zakonom ili zvanično usvojenim pravilima,1,0
ozloglašenost zbog neke posebne karakteristike,1,0
Tuga povezana sa nekim učinjenim zlom ili nekim razočaranjem.,0,1
Tih neprekidan nerazumljiv zvuk; obično ga prati kretanje usana koje ne proivodi artikulisani govor.,0,1
"Biti lažljiv, neiskrene prema nekome.",0,1
Osoba koje ne radi.,1,0
Izjaviti za nekoga da nije kriv po krivičnim optužbama.,1,0
odbrana protiv gubitka,1,0
"(krivično pravo) pravnosnažna,osuđujuća presuda u krivičnom postupku sa dosuđenom kaznom",0,1
"presuda(odluka) da optuženi nije kriv, odluka o nepostojanju krivice,o oslobađanju od krivice",1,0
osoba ili firma koja zapošljava radnike,0,1
Sastavljati od komponenata ili delova.,0,1
Posramiti nekoga; povrediti nečiji ponos.,0,1
čin namernog odstupanja od istine,0,1
tuga izražena plakanjem,0,1
osobina da se radi ono što je ispravno i da se izbegava ono što nije,1,0
Čin prljanja nečega.,0,1
Duboko dirnuti.,0,1
stanje zatočenosti (obično za kratko vreme),1,0
divljačko i prekomerno ubijanje mnogih ljudi,0,1
ispoljavanje rastuženosti,0,1
"osobina onoga koji ne odustaje od svoje ideje, osećanja ili namere",1,0
Koji je pred erupcijom ili izbacuje lavu (o vulkanima),1,0
Ubiti velik broj ljudi bez razlike.,1,0
Pričati na besposlen ili neobavezan način sa elementom sumnje ili bez dovoljno razloga da se dođe do zaključka.,0,1
loše mirisati,0,1
rod tuplia,1,0
"Nezavistan, nije spojen ili sjedinjen.",1,0
koji oseća nadolazeću opasnost,0,1
naneti nekome nepravdu,0,1
Nesposobnost osobe da se seti ili uradi ono što obično može; često uzrokovana emoionalnom napetošću.,0,1
Čin konstruisanja nečega (kao masšinskog dela).,0,1
zlonamerno zadovoljstvo,0,1
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",0,1
Stanje stvari koje je skoro izvan nečije mogućnosti da je reši i zahteva veliki napor da se reši ili prevaziđe.,0,1
koji ima tu funkciju da izvršava planove ili naređenja,1,0
Ispuštati vonj.,0,1
Ljudska tvorevina koju je neko stvorio.,0,1
odbaciti (dokument) kao nevažeci,0,1
koji nema noge (udove),1,0
Odnos nečega prema nečem drugom.,1,0
Kvalitet onoga što je teško otkriti ili analizirati.,0,1
"Bilo kakva oštetočina na telu izazvana nasiljem, nezgodom ili prelomom.",0,1
Započeti ili voditi rat.,0,1
Nepravedno postupanje prema nekoj osobi ili grupi na osnovu predrasuda.,0,1
iznenadni masovni strah i nespokojstvo zbog očekivanih događaja,1,0
Postati nestabilan.,0,1
Odsustvo kvaliteta koji bi činili nešto vrednim ili korisnim.,0,1
Ne pridržavanje moralnim principima.,1,0
"koji misli najgore o ljudskoj prirodi i motivima; koji ima podrugljivu nevericu u, npr. u nesebičnost drugih",0,1
Proces promene u niže stanje.,0,1
okrutno ili nehumano postupanje,0,1
"Izazvati ljutnju, bes.",0,1
Koji može da se desi ili da postoji.,1,0
"Govoriti nerazgovetno, obično tihim glasom.",0,1
Stanje kada je učinjen prekršaj.,0,1
"Koji ne predstavlja teškoću, ne iziskuje napor.",1,0
