X,Predicted,Real
osećati zadovoljstvo zbog nečega,1,0
"Odgovor telesnog tkiva na povredu ili nadržaj; karakteriše ga bol, otok, crvenilo i pečenje.",0,1
osoba koja ne prihvata nove ideje,0,1
znak ili znamen koji je ostavilo nešto što je prošlo,1,0
veoma odbojan,0,1
"Koji ima veseo karkater, nije sklon brigama.",1,0
koji je sklon ljubavi ili ispoljavanju ljubavi,1,0
smanjenje u veličini organa usled bolesti ili nekorišćenja.,0,1
intenzivna ojađenost,0,1
svojstvo onoga kome nedostaje živost,0,1
"biti uplašen, plašiti se",0,1
stanje bez oštećenja ili propadanja,1,0
nešto što izaziva osećanje čuđenja,1,0
uopštenih osećanja tuge,0,1
"onaj kojem se ne može ukazati poverenje, u koga se ne možemo pouzdati",0,1
okarakterisan prijateljstvom i dobrom voljom,1,0
Koji više nema životne funkcije (ili bar tako izgleda).,0,1
koji odražava sumornost i smrknutost,0,1
Osloboditi konfuzije ili dvosmislenosti; učiniti jasnim.,1,0
zlonamerno zadovoljstvo,0,1
"koji misli najgore o ljudskoj prirodi i motivima; koji ima podrugljivu nevericu u, npr. u nesebičnost drugih",0,1
smanjiti bol ili neprijatnosti ; ublažiti,1,0
Biti podvrgnut nečem neprijatnom.,1,0
čin namernog odstupanja od istine,0,1
koji oseća ili pokazuje ljubav i naklonost,1,0
Oporavak ili način čuvanja od gubitka ili opasnosti.,1,0
test dat bez prethodnog upozorenja,1,0
neprijateljski stav,0,1
biti odbojan; izazivati averziju,0,1
Naprava smišljena da spreči povrede.,1,0
odsustvo moralnih ili duhovnih vrednosti,0,1
koji nije raspoložen da sarađuje,0,1
moralno iskvariti,0,1
Ispuštati vonj.,0,1
Govoriti tiho ili nejasno.,1,0
Kvalitet nekog ili nečega što ima slabiju ili manje poželjnu poziciju.,0,1
"Biti lažljiv, neiskrene prema nekome.",0,1
veoma nesrećan; ispunjen mizerijom,0,1
nedostatak pažnje (prema deci ili bespomoćnim ljudima),1,0
Koji podvrgava (nekog ili nešto) uticaju ili kontroli.,1,0
koji tek što nije zaspao,1,0
Jako pozitivno osećanje poštovanja i privreženosti,1,0
na nižem nivou po rangu ili značaju,0,1
osećanje seksualne ljubavi,1,0
Stanje koje još ne odgovara zrelosti.,0,1
"koji pokazuje ili je motivisan saosećanjem, razumevanjem i velikodušnošću",1,0
Osobina onoga što ne zaslužuje poverenje.,0,1
