X,Predicted,Real
i u metaforičkom značenju,1,0
Saosećanje sa nekim ili nečim.,0,1
Veliko bogatstvo.,0,1
osobina prefinjene uglađenosti i dobrog ukusa,0,1
"kvalitet da čovek ne stavlja sebe prvo, već da je spreman da svoje vreme, novac ili trud posveti drugima",0,1
koji donosi spasenje ili iskupljenje od greha,0,1
Proceniti vrednost nečega.,0,1
Kvalitet nekoga ili nečega što nije važno ili vredno pažnje.,1,0
nešto što izaziva osećanje čuđenja,0,1
general najvišeg ranga,1,0
može se koristiti i u vremenskom smislu,0,1
Stanje zadovoljstva jer nema bolesti.,0,1
Koji nije kreativan.,1,0
koji donosi dobar profit,0,1
Obezbediti zabavu za nekoga.,0,1
postojan u naklonosti ili odanosti,0,1
u rimskoj mitologiji boginja sreće i sretne slučajnosti; u grčkoj mitologiji joj odgovara nTiha,0,1
Stanje biti zaposlen ili imati posao.,0,1
"Koji ima potrebne sposobnosti, veštinu ili znanje da nešto uradi.",0,1
briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje,0,1
onaj koji poseduje moralne kvalitete;,0,1
koji ispoljava pogodan ili povoljan uticaj,0,1
"Onaj ko ima nežnu, pažljivu i obzirnu prirodu; koristi se za osobe i njihovo ponašanje.",0,1
Čin prilaska cilju.,0,1
koji pokazuje ili izaziva veselje i zadovoljstvo,0,1
kvalitet koji ima nešto što ima veliku vrednost ili cenu,0,1
Osećanje naklonjenosti drugim osobama; uživanje u njihovom društvu,0,1
"onaj kojeg vredi imati, tražiti ili dostići",0,1
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",1,0
"osobina, svojstvo onoga što je konkavno",1,0
Koji nastaje iz želje da se doprinese blagostanju ili sreći drugih.,0,1
Koji ne proizvodi nameravani efekat.,1,0
Spojen ili vezan.,0,1
Umetnik nenadmašnih veština.,0,1
Onaj koji ima veliku moć ili silu ili snagu ili uticaj.,0,1
Kvalitet koji ne pruža zadovoljstvo čulima.,1,0
blagonaklona procena,0,1
Koji odgovara za svoje postupke.,0,1
osećati zadovoljstvo zbog nečega,0,1
Osoba koja se brina o ljudima i njihovoj svojini.,0,1
zlonamerno zadovoljstvo,1,0
kvalitet onoga što ima veliku cenu,0,1
preuveličano osećanje blagostanja ili ushićenja,0,1
onaj koji ima visoku vrednost ili cenu;,0,1
osoba koja je umrla i proglašena za sveca procesom kanonizacije,1,0
"učinjen većim u količini, broju ili snazi",1,0
koji čini živahnim i veselim,0,1
Od velikog značaja ili važnosti.,0,1
"Biti potpun u svojoj vrsti, bez nedostataka",0,1
Koji je pred erupcijom ili izbacuje lavu (o vulkanima),0,1
"zadobiti kakvu prednost, kao što su bodovi itd.",0,1
Učiniti svetim pomoću religijskih obreda.,0,1
Podvrgnuti nedobronamernom smehu.,0,1
koji lako žali i sažaljeva,0,1
prijateljska narav,0,1
biti zaljubljen ili u ljubavi s nekim,0,1
Aktivnost štićenja nekoga ili nečega.,0,1
Izjaviti za nekoga da nije kriv po krivičnim optužbama.,0,1
postići bod ili cilj,0,1
na visokom nivou po rangu ili značaju,0,1
"prošireno značenje, naročito u psihološkom slislu, ogleda se u jačini strasti ili entuzijazma",0,1
Velik po stepenu ili intenzitetu ili broju ili količini.,1,0
"lična sloboda od ropstva, zarobljeništva i ugnjetavanja",0,1
Stanje ili uslov u kome je neko nevin za određen zločin ili uvredu.,0,1
"Koji ushićuje čula, uzbuđuje duh ili izaziva emocionalno divljenje.",0,1
koji je oslobođen stresa ili pogoduje mentalnoj opuštenosti; koji ima ili pruža duševni mir,0,1
Oporavak ili način čuvanja od gubitka ili opasnosti.,0,1
sposobnost postojanja ili delovanja u harmoničnoj ili usklađenoj kombijaciji,0,1
