X,Predicted,Real
čin nameran odstupanje od istina ,1,0
praotac neki osoba . ,1,0
mašina koji se koristiti za štampanje ,1,0
nedostatak pažnja ( prema deca ili bespomoćan ljudi ) ,1,0
privremen smeštaj u priroda za putnik ili turista . ,1,0
sprava koji se koristiti da nešto naoštriti ,1,0
Analgetički lek ; koristiti se i kao antipiretik ; Bajer jesam marka tableta aspirin . ,1,0
imenica koji se izvoditi iz glagol ( npr . u engleski dodavanje sufiks ' -ing ' ) ,1,0
Oštećenje normalan fiziološki funkcija koji pogađati deo ili ceo organizam . ,1,0
govorni čin koji nastavljati razgovor . ,1,0
koristiti tarifa za podsticanje domać privreda . ,1,0
kalkulator koji voditi evidencija koliko puta se nešto desiti ,1,0
zajednički naziv za novina i časopis ,1,0
unos sa lista osoba koji jesam doprineti film ili pisan rad ,1,0
potvrda ili vaučer ( obveznica ) koji potvrđivati dug ( dugovanje ) ,1,0
"Učiniti jednak , ravnomeran , odgovarajući ili saglasan . ",1,0
Određeno okruženje u život . ,1,0
filozof koji verovati da jesam univerzalan ideja stvaran i da postojati nezavisan od taj da li iko na ona misao ,1,0
Tražiti nešto što vi pripadati ili jesam vaš vlasništvo ; tvrditi da jesam taj vaš prava . ,1,0
vreme kad se nešto desiti ,1,0
"tražiti nešto od neki u vida učtiv molba , kao pomoć ili zaštita ",1,0
književan delo koji idealizovati seoski život ( posebno život pastir ) ,1,0
lek ili hemijski supstanca čiji se posedovanje i upotreba kontrolisati zakon ,1,0
projekt od ličan interes za neki ,1,0
odnos uzajaman zavisnost ili delovanje ili uticaj ,1,0
osoba koji prav stvar ,1,0
velik vojni vežba u cilj obuka . ,1,0
Opšti progresivan rast cena . ,1,0
vozilo koji koristiti oružan snaga ,1,0
kvalitet onaj što jesam teško otkriti ili analizirati . ,1,0
prikupljen delo neki autor ( obično se koristiti u množina ) ,1,0
biti koji mehanički ili električni sprava koji translituje ili pretvarati energija da biti se pognuti obavljanje neki ljdskih poslovati . ,1,0
dokument koji se davati zvanično uputstvo ili naredba ,1,0
Sprečiti da se nešto desiti ili da biti u određenom stanje . ,1,0
Čin koji se prelaziti iz jedan stanje ili nestati u sledeći . ,1,0
čin uključivanje ,1,0
spojiti dlan uz pljesak . ,1,0
sudski dokument koji se lice pozivati na sud da odgovoriti na optužnica ( optužba ) ,1,0
osoba obučiti za briga o bolesnik ( obično pod nadzor lekar ) . ,1,0
Čin konstruisanje nešto ( kao masšinskog delo ) . ,1,0
militantan organizacija irski nacionalist koji jesam koristiti teror i gerilski ratovanje ,1,0
materija koji imati sposobnost ili tendencija da adsorbuje drugi materija ( adsorbat ) ,1,0
Umešnost u rukovanje koji poticati od vežbanje i dobar poznavanje . ,1,0
neki od više tuljan koji nemati spoljašnji ušni školjka ; imati čvrst prekrivač i ud sveden na peraja . ,1,0
stanje redovan ili ispravan poredak . ,1,0
"potpuno razvijati osoba , od doba zrelost nadalje . ",1,0
slab sposobnost da se razumeti iskustvo ili profitirati iz on . ,1,0
spisak kod koji hteti se poslednji nabavljen stavak prodati prvi ,1,0
spojiti radi zajednički cilj ili u zajednički akcija . ,1,0
Važi za neljudski sisara ; stanje ili period povišen seksualan aktivnost i uzbuđenje . ,1,0
