Sysnet,POS,Predicted
"b'koji imati potreban sposobnost , ve\xc5\xa1tina ili znanje da ne\xc5\xa1to uraditi . '",1,0
b'Omota\xc4\x8d koji trebati da za\xc5\xa1tititi ne\xc5\xa1to od o\xc5\xa1te\xc4\x87ivanje ili povreda . ',1,0
b'radnja koji karakterisati dobro raspolo\xc5\xbeenje ',1,0
b'koji zaslu\xc5\xbeivati uva\xc5\xbeavanje i po\xc5\xa1tovanje ',1,0
b'proceniti da jesam ne\xc5\xa1to dobro ; misliti pozitivno o ne\xc5\xa1to . ',1,0
"b'osobina onaj koji ne odustajati od svoj ideja , ose\xc4\x87anje ili namera '",1,0
b'postati stabilan ili stabilan . ',1,0
b'koji proizvoditi ili jesam sposoban da proizvesti nameravan rezultat ili koji proizvoditi izuzetan efekt . ',1,0
"b'u skolastika , jedan od \xc4\x8detiri vrlina koji dolaziti od priroda . '",1,0
b'izuzetan moralan vrednost . ',1,0
b'Oosba koji poku\xc5\xa1avati da se dopasti ili da zabaviti . ',1,0
b'sposobnost postojanje ili delovanje u harmoni\xc4\x8dan ili uskla\xc4\x91en kombijaciji ',1,0
b'U\xc4\x8diniti \xc4\x8distiti uklanjanje prljav\xc5\xa1tina ili ne\xc5\xbeeljen supstanca . ',1,0
b'visok vrednost ne\xc5\xa1to . ',1,0
b'veseo i ozaren ',1,0
b'anga\xc5\xbeovati ili unajmiti za neki posao ',1,0
b'osobina ljudi da verovati u po\xc5\xa1tenje i pouzdanost drugi ',1,0
b'u\xc4\x8diniti \xc4\x8dist ili slobodan od greh ili krivica ',1,0
b'osnovni ose\xc4\x87anje koji se te\xc5\xa1ko definisati ali koji ljudi \xc5\xbeele da osetiti . ',1,0
b'osobina prefinjen ugla\xc4\x91enost i dobar ukus ',1,0
b'koji mo\xc4\x87i da se desiti ili da postojati . ',1,0
b'Ose\xc4\x87anja pro\xc5\xbeiveti kada jesam neki u zadovoljan stanje . ',1,0
b'onaj koji posedovati moralan kvalitet ; ',1,0
"b'presuda ( odluka ) da optu\xc5\xbeiti jesam kriv , odluka o nepostojanje krivica , o osloba\xc4\x91anje od krivica '",1,0
b'nalaziti da jesam ne\xc5\xa1to zabavno ili prijatno . ',1,0
b'ose\xc4\x87ati sre\xc4\x87a ',1,0
b'ose\xc4\x87ati se veselo i biti ispuniti dobar raspolo\xc5\xbeenje ',1,0
b'\xc4\x8cin dodavanje spolja\xc5\xa1nji ukras na ne\xc5\xa1to . ',1,0
b'koji se ti\xc4\x8d princip dobra i zlo ; koji se uklapati u standard pona\xc5\xa1anje i karakter koji jesam zasnovati na ovaj princip . ',1,0
b'bez prljav\xc5\xa1tina ili ne\xc4\x8disto\xc4\x87a ; onaj koji imati navika da biti \xc4\x8dist ',1,0
b'koji ne\xc5\xa1to potvr\xc4\x91ivati ',1,0
b'koji \xc4\x8diniti \xc5\xbeivahan i veseo ',1,0
b'stanje kada jesam neki prosperitetan i uspe\xc5\xa1an . ',1,0
b'U\xc4\x8diniti da ne\xc5\xa1to biti pomaknuti prema napred . ',1,0
b'rad koji se obavljati sa drugi radi zajedni\xc4\x8dki ciljati ili koristiti ',1,0
b'radnik koji jesam najamiti da obaviti posati . ',1,0
b'proizvesti smeh . ',1,0
b'stanje biti zaposliti ili imati posati . ',1,0
"b'prijatan za o\xc4\x8di ili du\xc5\xa1a , posebno jer jesam lep ili \xc5\xa1armantan . '",1,0
b'pru\xc5\xbeiti moralan ili emocionalan snaga ',1,0
b'ose\xc4\x87ati zadovoljstvo zbog ne\xc5\xa1to ',1,0
b'izuzetno dobar ; ovaj re\xc4\x8d se koristiti za nagla\xc5\xa1avanje zna\xc4\x8denje drugi re\xc4\x8d ',1,0
b'biti prihvatljiv ili pristati . ',1,0
b'osoba koji se brina o ljudi i njihov svojina . ',1,0
b'osobina onaj ko jesam \xc5\xa1iroko prihvatiti i \xc4\x8diji se dru\xc5\xa1tvo tra\xc5\xbeiti . ',1,0
b'mo\xc4\x87i se koristiti i u vremenski smisao ',1,0
b'biti neki prihvatljiv ili odgovaraju\xc4\x87i . ',1,0
b'Li\xc4\x8dnost koji mo\xc4\x87i da proceniti vrednost ili kvalitet . ',1,0
b'osoba koji voliti ili jesam voljen ',1,0
b'onaj \xc5\xa1to jesam upotrebiti . ',0,1
b'\xc4\x8cin procenjivanje ili prosu\xc4\x91ivanje . ',1,0
b'Ubla\xc5\xbeavanje patnja ; pokazivanje velik dobrota prema izmu\xc4\x8den . ',1,0
"b'li\xc4\x8dan sloboda od ropstvo , zarobljeni\xc5\xa1tvo i ugnjetavanje '",1,0
b'koji imati uro\xc4\x91en sklonost prema dobrota ',1,0
"b'koji pokazivati ili jesam motivisan saose\xc4\x87anje , razumevanje i velikodu\xc5\xa1nost '",1,0
b'Pomo\xc4\x87 u nevolja . ',1,0
b'koji nastajati iz \xc5\xbeelja da se doprineti blagostanje ili sre\xc4\x87a drugi . ',1,0
b'U\xc4\x8diniti dobar . ',1,0
b'profesor visok rang . ',1,0
b'sposoban za korektan i validan rezonovanje ',1,0
b'oporavak ili na\xc4\x8din \xc4\x8duvanje od gubitak ili opasnost . ',1,0
"b'imati \xc5\xbeelja , \xc4\x8de\xc5\xbenja ili velik apetit za ne\xc5\xa1to . '",1,0
"b'ustanoviti , zasnovati na zakon ili na zvani\xc4\x8dno prihva\xc4\x87en pravilo '",1,0
b'op\xc5\xa1te prihvatiti i uva\xc5\xbeiti ',1,0
b'biti prihvatljiv ili odgovaraju\xc4\x87i . ',1,0
