X,Predicted,Real
Radnik koji je najamljen da obavi posao.,0,1
Nešto što sakriva stvari ili ometa vidik.,1,0
Nestašno ponašanje sa namerom da pobudi seksualno zanimanje.,1,0
Čin zagađivanja.,1,0
bučni nemir,1,0
izneti optužujuću tvrdnju,1,0
"opirati se, pogotovo na zbunjujuć način",1,0
"koji pobuđuje poštovanje, divljenje ili čuđenje",1,0
Kvalitet nekoga ili nectega što je važno ili vredno pažnje.,1,0
"Umanjiti po vrednosti, karakteru itd.",0,1
"smear with blood, as in a hunting initiation rite, where the face of a person is smeared with the blood of the kill",1,0
"Naljutiti, posebno nevažnim uzrocima.",1,0
lišiti slobode; držati u zatvoru,0,1
"Koji nije vlik po količini, broju ili stepenu.",0,1
Nešto što sprečava ili je opterećujuće.,1,0
Svi koji ne pripadaju sveštenstvu.,1,0
Prekinuti nečije zaposlenje.,1,0
Ljudski čin stvaranja.,0,1
Usmrtiti namerno i sa predumišljajem.,0,1
"nešto što nije sigurno, što je pod sumnjom",1,0
govoriti nerazumljivo u religijskoj ekstazi,1,0
greška ili neispravnost u sistemu ili mašini,1,0
"Koji privremeno nije aktivan, o vulkanima",1,0
koji nije hijerarhijski klasifikovan,1,0
zabranjeno zakonom ili zvanično usvojenim pravilima,1,0
odbacivanje činom zabrane,1,0
Abnormalno ili fiziološki neuravnoteženo stanje tela.,1,0
napraviti nered u nečemu,1,0
Tresti brzo i nevoljno.,1,0
ozloglašenost zbog neke posebne karakteristike,1,0
Tih neprekidan nerazumljiv zvuk; obično ga prati kretanje usana koje ne proivodi artikulisani govor.,0,1
Osoba koje ne radi.,1,0
"(krivično pravo) pravnosnažna,osuđujuća presuda u krivičnom postupku sa dosuđenom kaznom",0,1
Učiniti nečistim.,1,0
osoba ili firma koja zapošljava radnike,0,1
Sastavljati od komponenata ili delova.,0,1
propadati ili se raspadati,1,0
Čin prljanja nečega.,0,1
Duboko dirnuti.,0,1
Koji je pred erupcijom ili izbacuje lavu (o vulkanima),1,0
"Stanje u kome su ljudi, ideje ili interesi suprotstavljeni.",1,0
Osoba koja krši morlne ili zakonske norme.,1,0
"brutalan, varvarski i divljački čin",1,0
Ubiti velik broj ljudi bez razlike.,1,0
Pričati na besposlen ili neobavezan način sa elementom sumnje ili bez dovoljno razloga da se dođe do zaključka.,0,1
Čin opstruiranja.,1,0
(pravo) propuštanje izvršavanja obaveza,1,0
Učiniti slabim.,1,0
svako ko veruje da nije u stanju da promeni svoju sudbinu,1,0
Čin konstruisanja nečega (kao masšinskog dela).,0,1
Ispuštati vonj.,0,1
Ljudska tvorevina koju je neko stvorio.,0,1
Ubijanje čoveka od strane drugog čoveka.,1,0
odbaciti (dokument) kao nevažeci,0,1
Tresti se kao od hladnoće ili straha.,1,0
Napasti izneneda.,1,0
aktivnost kojom se krši moralna ili pravna norma,1,0
osoba koja zagovara verovanja i mišljenja kojih se ne drži,1,0
koji nema noge (udove),1,0
koji oseća ili ispoljava veliko uzbuđenje ili zainteresovanost,1,0
sistematsko uništavanje kakve rasne ili kulturne grupe,1,0
čiju smrt nenamerno izazvati,1,0
Napustiti fizički život i izgubiti sve telesne funkcije i atribute koji se neophodni da bi se održao život.,1,0
"Bilo kakva oštetočina na telu izazvana nasiljem, nezgodom ili prelomom.",0,1
Započeti ili voditi rat.,0,1
zloupotreba javne funkcije,1,0
iznenadni masovni strah i nespokojstvo zbog očekivanih događaja,1,0
Ne pridržavanje moralnim principima.,1,0
grozničnica,1,0
Biti smetnja ili prepreka nečemu.,1,0
čin kojim se neko iskorišćava ili maltretira,1,0
Gubitak novca ili smanjenje finansijske vrednosti.,1,0
Čovek koji nema nikakve titule.,1,0
"Izložiti političkoj, religioznoj ili moralnoj cenzuri.",1,0
Proces promene u niže stanje.,0,1
Postepeno iščezavanje sa vidika.,1,0
Podvrgnuti nedobronamernom smehu.,1,0
"Govoriti nerazgovetno, obično tihim glasom.",0,1
"Prazan prostor, obično na neki način ograničen.",1,0
biti zahvaćen vatrom ili bolešću,1,0
osećanje naklonjenosti,1,0
"Koji ne predstavlja teškoću, ne iziskuje napor.",1,0
