X,Predicted,Real
sposoban za korektno i validno rezonovanje,0,1
koji donosi dobar profit,0,1
Čin ili proces merenja.,0,1
kojeg je neko uveselio,0,1
koji pokazuje ili izaziva veselje i zadovoljstvo,0,1
moralna ispravnost,0,1
"U skolastici, jedna od četiri vrline koje dolaze od prirode.",0,1
"učiniti da nešto postane sanitarno (bez bacila), npr.sterilizacijom",0,1
Imati izvesne dimenzije.,0,1
"koji pobuđuje poštovanje, divljenje ili čuđenje",0,1
koji ima urođenu sklonost prema dobroti,0,1
"Koji privremeno nije aktivan, o vulkanima",0,1
Čin kojim se nešto čini čistim.,0,1
osećanje velikog (obićno preteranog) ushićenja,0,1
Koga se tič principi dobra i zla; koji se uklapa u standarde ponašanja i karaktera koji su zasnovani na ovim principima.,0,1
izuzetno dobar; ove reči se koriste za naglašavanje značenja drugih reči,0,1
Pomoć u nevolji.,0,1
"Koji ima ili ukazuje na dobro zdravlje tela ili duha, kod koga nema upale ili bolesti.",0,1
"Promena nabolje, napredak u razvoju.",0,1
Nešto što ima veličinu i može da se predstavi matematičkim izrazom pomoću konstane ili promenljive.,0,1
koji je sklon ljubavi ili ispoljavanju ljubavi,0,1
Osećanje velike sreće.,0,1
koji zaslužuje uvažavanje i poštovanje,0,1
razvijati se u pozitivnom smeru,0,1
onaj koji je po moralnim kvalitetima ili izgledu nalik na anđela ili sveca,0,1
Izjaviti za nekoga da nije kriv po krivičnim optužbama.,0,1
Koji nastaje iz želje da se doprinese blagostanju ili sreći drugih.,0,1
osećati sreću,0,1
Biti prihvatljiv ili pristao.,0,1
Nalaziti da je nešto zabavno ili prijatno.,0,1
"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost.",0,1
Nastrojen prema nečemu.,0,1
Onaj koji nije običan; nije konevencionalan ili konformist.,0,1
Omotač koji treba da zaštiti nešto od oštećivanja ili povrede.,0,1
Stvoriti mišljenje o nečemu ili preneti stav.,0,1
Inherentni kompleks atributa koji određuju moralne i etičke akcije i reakcije osoba.,0,1
"imati poželjne ili pozitivne kvalitete, posebno one koji su pogodni za određenu stvar",0,1
Čin procenjivanja ili prosuđivanja.,0,1
"onaj kojem se može ukazati poverenje, u kojeg se možemo pouzdati",0,1
energično i oduševljeno uživanje,0,1
Pokazivati poštovanje.,0,1
briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje,0,1
Kvalitet koji pruža zadovoljstvo čulima.,0,1
Načiniti napetim.,0,1
Učiniti čistim uklanjanjem prljavštine ili neželjenih supstanci.,0,1
i u metaforičkom značenju,0,1
osećanje naklonjenosti,0,1
gajiti osećanja dubokog poštovanja i straha pred autoritetom.,0,1
Izreći sud o nekome.,0,1
osoba koja je umrla i proglašena za sveca procesom kanonizacije,0,1
koji oseća ili ispoljava veliko uzbuđenje ili zainteresovanost,0,1
Stvoriti mišljenje o nečemu; suditi oprezno; napraviti procenu.,0,1
osećati zadovoljstvo zbog nečega,0,1
Koji se kreće.,0,1
Učiniti lepšim.,0,1
Zabava koja drži pažnju.,0,1
koji oseća ili izražava radost i veselje,0,1
Spojen ili vezan.,0,1
Onaj koji ima veliku moć ili silu ili snagu ili uticaj.,0,1
osećanje duboke ljubavi i divljenja,0,1
"Koji je u skladu sa fiksiranim redosledom, procedurom ili principom.",0,1
prijatno i površno uzbuđujući,0,1
Specijalna grupa koja je delegirana da razmotri neku stvar.,0,1
Imati poverenje ili veru u nekoga.,0,1
"Kojim se lako upravlja, koji ustupa.",0,1
Gajiti nežna osećanja prema nekome.,0,1
pružiti moralnu ili emocionalnu snagu,0,1
preparat koji se koristi za čišćenje nečega,0,1
kvalitet onoga što ima veliku cenu,0,1
Zaokupiti na prijatan ili zabavan način.,0,1
osećaj spontano dobrog rapoloženja,0,1
Stanje zadovoljstva jer nema bolesti.,0,1
"Zadovoljno stanje sreće, zdravlja i prosperiteta.",0,1
