X,Predicted,Real
Osoba koja ispoljava pobožnost.,1,0
"Završiti pre kraja, kao računarski proces, misiju itd.",0,1
"Koristiti um ili nečiju sposobnost da rezonuje da bi se zaključivalo, odlučivalo, ili dolazilo da rešenja i sudova.",1,0
glas nevidljivog komentatora u filmu ili televizijskom programu,1,0
Simbol sramote i nečasti.,1,0
Tih neprekidan nerazumljiv zvuk; obično ga prati kretanje usana koje ne proivodi artikulisani govor.,0,1
izazvati iznenadni strah u kome ili ispuniti koga iznenadnom panikom,1,0
loše mirisati,0,1
čin namernog odstupanja od istine,0,1
Klasa kriminalaca.,1,0
Patiti od nečega; bolovati od nečega.,0,1
stepen izloženosti pažnji javnosti,1,0
Ne biti podložan nečemu.,0,1
Stanje kada je učinjen prekršaj.,0,1
zbog štete koje je nanosio u poxlima već je istrebljen,1,0
Ne ostvariti ni profit ni gubitak.,1,0
kada nema jednakosti,0,1
koji oseća ili pokazuje dobro raspoloženje,1,0
stanje bez oštećenja ili propadanja,1,0
Nesposobnost osobe da se seti ili uradi ono što obično može; često uzrokovana emoionalnom napetošću.,0,1
Otarasiti se nekoga ubistvom.,0,1
"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost.",1,0
Osećanja koja se javljaju kada osoba nije u srećnom stanju.,0,1
"osobina onoga koji ne odustaje od svoje ideje, osećanja ili namere",1,0
ispunjen divljenjem i ushićenjem,0,1
koji oseća ili ispoljava veliko uzbuđenje ili zainteresovanost,1,0
biti zabrinut i prestrašen zbog nečega,0,1
Stanje u kome se malo novca i materijalnih dobara.,0,1
razgnevxlen nečim nepravednim ili pogrešnim,0,1
stanje jakog besa u kome lice pomodri,1,0
"onaj kojem se ne može ukazati poverenje, u koga se ne možemo pouzdati",0,1
okoristiti se kakvim mogućnostima bez obzira na posledice za druge,0,1
protivno zakonu ili zakonom zabranjeno,0,1
koga odrati (po pitanju cene); za šta nerazumnu cenu tražiti,0,1
"Zaprljati, onečistiti.",0,1
Bolest krvi ili narušavanje funkcionisanja krvnih ćelija.,0,1
Stanje izuzetne sreće.,1,0
Osobina onoga što zaslužuje poverenje.,1,0
preteran ili nekontrolisan strah,0,1
Stanje redovnog ili ispravnog poretka.,1,0
Koji nema ili ne obavlja funkciju.,0,1
prolivanje krvi koje za posledicu ima ubistvo,0,1
koji odražava sumornost i smrknutost,0,1
Pokušaj da se za sebe dobije lično priznanje (posebno neprihvatljivim sredstvima).,0,1
Jako pozitivno osećanje poštovanja i privreženosti,1,0
divljačko i prekomerno ubijanje mnogih ljudi,0,1
Osećanje pomanjkanja brige.,0,1
smanjiti bol ili neprijatnosti ; ublažiti,1,0
intenzivna ojađenost,0,1
odvojiti prljavštinu ili šljunak od (plemenitih minerala),1,0
Opovrgavanje ili povlačenje prethodne tvrdnje.,0,1
