X,Predicted,Real
Nesmanjena i nenarušena celovitost ili ukupnost.,0,1
general najvišeg ranga,1,0
Intenzivno ili preterano loš ili neprijatan po kvalitetu ili stepenu.,1,0
okarakterisan prijateljstvom i dobrom voljom,0,1
Biti veoma primetan.,0,1
koji inavodi na divljenje ili odobravanje,0,1
Apolutno važno.,0,1
Neko nižeg ranga ili položaja ili kvaliteta.,1,0
revnostan u posvećenosti i privrženosti,0,1
koji može ponovo da se koristi,0,1
nedolično ili nemoralno ponašanje,1,0
koji nije zadovoljan; koji doživljava ili ispoljava nezadovoljstvo,1,0
"koji se želi, traži",0,1
koji donosi dobar profit,0,1
rast cene ili vrednosti,1,0
na nižem nivou po rangu ili značaju,1,0
Umetnik nenadmašnih veština.,0,1
Smatrati da je nešto loše ili pogrešno.,1,0
osećanje velike utučenosti i melanholije,1,0
Zaokupiti na prijatan ili zabavan način.,0,1
Koji je moralno lož ili pogrešan.,1,0
Koji izražava ili propoveda obožavanje božanstva.,0,1
Izraz neke želje ili naklonosti.,1,0
blagonaklona procena,0,1
"učiniti da nešto postane sanitarno (bez bacila), npr.sterilizacijom",0,1
Čin kojim se nešto poboljšava.,1,0
diviti se i čuditi nečemu,0,1
Čin pružanja odobravanja i podrške.,1,0
Koji je moralno odbojan ili neugodan za čula.,1,0
Oporavak ili način čuvanja od gubitka ili opasnosti.,0,1
"U skolastici, jedna od četiri vrline koje dolaze od prirode.",0,1
izraziti zahvalnost ili pokazati poštovanje,1,0
Voditi ili doprinositi uspehu.,1,0
