X,Predicted,Real
"lična sloboda od ropstva, zarobljeništva i ugnjetavanja",1,0
osoba koja voli ili je voljena,0,1
zlonamerno zadovoljstvo,1,0
koji zaslužuje sažaljenje ili podstiče na sažaljenje,1,0
Proceniti vrednost nečega.,1,0
nedolično ili nemoralno ponašanje,1,0
Neko višeg ranga ili položaja ili kvaliteta.,0,1
Koji nije kreativan.,1,0
stanje degeneracije mentalnih ili moralnih kvaliteta,1,0
"Nešto što se saopštava ljudima, što oni saopštavaju.",1,0
Koji je u životu.,0,1
biti proveren ili potvrđen; proći inspekciju,1,0
Manjak uljudnosti; nepokazivanje poštovanja prema drugima; povređivanje osećanja drugih.,1,0
dati slobodu; osloboditi od kazne (kazne zatvora),0,1
slogan koji se koristi zarad dobijanja podrške za kakav viši cilj,1,0
Korisna ili vredna osobina,0,1
"Promena nabolje, napredak u razvoju.",0,1
Ličnost koja može da proceni vrednost ili kvalitet.,0,1
established or widely recognized as a model of authority or excellence,0,1
Stanje zadovoljstva jer nema bolesti.,0,1
"presuda(odluka) da optuženi nije kriv, odluka o nepostojanju krivice,o oslobađanju od krivice",0,1
obožavanje čuda,1,0
Koji karakteriše životinje za razliku od biljaka.,0,1
Proizvesti smeh.,0,1
prijateljska narav,0,1
osoba koja kupuje ili koristi dobra ili usluge,1,0
postojan u naklonosti ili odanosti,0,1
"Koji ne predstavlja teškoću, ne iziskuje napor.",0,1
Upadljiv uspeh.,0,1
Voditi ili doprinositi uspehu.,1,0
osećaj spontano dobrog rapoloženja,0,1
"Imati želju, čežnju ili veliki apetit za nešto.",0,1
Nastrojen prema nečemu.,0,1
Koga motiviše briga za otklanjanje patnji drugih.,0,1
"prošireno značenje, naročito u psihološkom slislu, ogleda se u jačini strasti ili entuzijazma",0,1
"saglasno zakonu, prema zakonu",0,1
imati neželjene ili negativne kvalitete,1,0
Osobina onoga ko nije prihvaćen i ne upućuju mu se pohvale.,1,0
Nesmanjena i nenarušena celovitost ili ukupnost.,0,1
Koji nije potreban.,1,0
osećati pokajanje zbog nečega (?),1,0
Koji odgovara za svoje postupke.,0,1
"kvalitet da čovek ne stavlja sebe prvo, već da je spreman da svoje vreme, novac ili trud posveti drugima",0,1
Pomoć u nevolji.,0,1
u rimskoj mitologiji boginja sreće i sretne slučajnosti; u grčkoj mitologiji joj odgovara nTiha,0,1
Koji nema neke izrazite kvalitete ili karakteristike.,1,0
kvalitet onoga što ima veliku cenu,0,1
Potpun kompleks stavova i ubeđenja.,1,0
"osobina onoga na šta se može osloniti, što je pouzdano",0,1
koji je sklon ljubavi ili ispoljavanju ljubavi,0,1
veseo i ozaren,0,1
Čin kojim se nešto čini čistim.,0,1
koji je oslobođen stresa ili pogoduje mentalnoj opuštenosti; koji ima ili pruža duševni mir,0,1
Gajiti nežna osećanja prema nekome.,0,1
Nagon za polnom prisnošću.,0,1
"ustanovljeno,zasnovano na zakonu ili na zvanično prihvaćenim pravilima",1,0
Načiniti napetim.,0,1
koji nije zadovoljan; koji doživljava ili ispoljava nezadovoljstvo,1,0
"Ono što je u saglasnosti s normom ili što čini normu (standard, socijalnu normu, ird).",0,1
bilo šta u skladu sa principima pravde,0,1
osobina da se radi ono što je ispravno i da se izbegava ono što nije,0,1
Koji koristi intelekt ili je privlačan intelektu.,0,1
Umetnik nenadmašnih veština.,0,1
Kvalitet nekoga ili nečega što nije važno ili vredno pažnje.,1,0
osoba koja prosuđuje,1,0
Profesor najvišeg ranga.,0,1
Koji nije intelektualan.,1,0
biti privlačan kome,0,1
Osećanje naklonjenosti drugim osobama; uživanje u njihovom društvu,0,1
osoba koja je umrla i proglašena za sveca procesom kanonizacije,0,1
radnja koju karakteriše dobro raspoloženje,0,1
Postati stabilan ili stabilniji.,0,1
Široko poznata ličnost.,1,0
koji nije veseo niti izaziva veselje,1,0
veselo osećanje,0,1
Stanje biti zaposlen ili imati posao.,0,1
Gledati nekoga sa divljenjem.,0,1
Ono što je neko ostavio.,1,0
koji izaziva osećanje užasa,1,0
Izraz neke želje ili naklonosti.,1,0
Odbolovati bolest ili prevazići šok.,0,1
