X,Predicted,Real
stanje zatočenosti (obično za kratko vreme),0,1
Odbojnost doživljena kao odsustvo druželjubivosti.,0,1
Izazvati štetu na nečemu.,0,1
Koji trpi atrofiju,0,1
Pomoć u nevolji.,1,0
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",1,0
neprijateljski stav,0,1
Koji nema neke izrazite kvalitete ili karakteristike.,0,1
koji je nesposoban da se sam snađe,0,1
"Slabljenje ili degeneracije, posebno usled nekorišćenja.",0,1
ubijati (životinje) obično radi hrane,1,0
"Koji je, odnosi se ili uključuje saznanje.",1,0
okrutno ili nehumano postupanje,0,1
a low area where the land is saturated with water,1,0
čin namernog odstupanja od istine,0,1
koji oseća ili izaziva radost,1,0
učiniti da šta oseća; učiniti osetljivim,1,0
uzrokovati da se neko ili nešto kreće vožnjom,1,0
U kome nema života.,0,1
Koji je moralno lož ili pogrešan.,0,1
"koji misli najgore o ljudskoj prirodi i motivima; koji ima podrugljivu nevericu u, npr. u nesebičnost drugih",0,1
"koji je okarakterisan mračnim, mističnim i groteskom",0,1
Onesposobiti kretanje nekom tako što se smesti unutar nekih granica.,0,1
Nezakonito ubijanje s predumišljajem jednog čoveka od strane drugog.,0,1
Okrutni poslodavac koji od zaposleni traži da prekomerno rade.,0,1
"koji ne traži, ne iziskuje specijalne nutricione potrebe",0,1
koji oseća ili ispoljava veliko uzbuđenje ili zainteresovanost,1,0
ratobornost izazvana stvarnom ili pretpostavljenom nepravdom (predstavljena kao jedan od smrtnih grehova),0,1
protivno zakonu ili zakonom zabranjeno,0,1
obestan i uzbudljiv poduhvat (ne nužno zakonit),0,1
"(politika) obezbeđivati usluge, ugovore i pozicije u zamjenu za političku podršku",0,1
ispunjen divljenjem i ushićenjem,0,1
osećati se veselo i biti ispunjen dobrim raspoloženjem,1,0
učiniti nesrećnim,1,0
stanje sumorne žalosti,0,1
Pojava promene nagore.,0,1
onaj koji nije potreban,0,1
Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.,0,1
Stanje u kome čovek ne može da funkcioniše normalno i bez bola.,0,1
Okrutan čin; namerno izazivanje bola ili patnje.,0,1
Čin prljanja nečega.,0,1
Osećaj koji se doživljava u očekivanju nekog određenog bola ili opsasnosti i obično ga prati želja da se pobegne.,0,1
Čin oštećivanja nečega ili nekoga.,0,1
Stanje biti nezaposlen ili nemati posao.,0,1
svaka šteta proistekla iz povrede prava,0,1
napuniti suzama ili prolivati suze,1,0
Osećanje velike žalosti povezano sa gubitkom ili lišavanjem.,0,1
Velika (glavobolja).,0,1
koji zaslužuje sažaljenje ili podstiče na sažaljenje,0,1
ono što je u suprotnosti sa principima pravde ili zakona,0,1
Koji ne može da se desi ili ostvari ili s kojim se ne može rukovati.,0,1
"Ono što nije lako, zahteva veliki fizički ili mentalni napor da bi se ostvarilo. razumelo ili izdržalo.",0,1
imati neželjene ili negativne kvalitete,0,1
nenormalna depresija i nezadovoljstvo,0,1
Osobina onoga ko nije prihvaćen i ne upućuju mu se pohvale.,0,1
Stanje koje još ne odgovara zrelosti.,0,1
Organizovana akcija proizvodnje robe ili usluga za prodaju.,1,0
Osećanje averzije ili antipatije.,0,1
Izazvati povredu ili telesno oštećenje.,0,1
Kvalitet nekog ili nečega što ima slabiju ili manje poželjnu poziciju.,0,1
"Govoriti nerazgovetno, obično tihim glasom.",0,1
"smear with blood, as in a hunting initiation rite, where the face of a person is smeared with the blood of the kill",1,0
intenzivna ojađenost,0,1
Simptom neke fizičke povrede ili poremećaja.,0,1
Osobina onoga što ne zaslužuje poverenje.,0,1
svojstvo onoga kome nedostaje živost,0,1
Neko nižeg ranga ili položaja ili kvaliteta.,0,1
loše mirisati,0,1
na nižem nivou po rangu ili značaju,0,1
Kvalitet nekoga ili nečega što nije važno ili vredno pažnje.,0,1
Koji nije u dobrom zdravlju tela ili duha.,0,1
radnja koju karakteriše dobro raspoloženje,1,0
Oblačiti se u crno kao znak žalosti.,0,1
učiniti da okrivljeni u sudskom postupku bude oslobođen,1,0
"osobina varijabilnosti, izmenljivosti ili nestajanja u vremenu",0,1
