X,Predicted,Real
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",0,1
Protrljati u cilju brisanja.,1,0
osećanje zaplašenosti,1,0
Koji nije intelektualan.,1,0
Učiniti fizički kontakt sa nečim.,1,0
Osobina onog ko je široko prihvaćen i čije se društvo traži.,0,1
Ne pridržavanje moralnim principima.,1,0
Koji na sebi ima prljavštinu ili nečistoću.,1,0
"koji se želi, traži",0,1
Profesor najvišeg ranga.,0,1
Ukloniti neželjene supstance iz nečega.,0,1
Dati razloga za očekivanja.,1,0
Lepota koja je privlačna čulima.,0,1
"primiti, primati u sebe",1,0
hemijska supstanca dobijena iz biljaka koja je biološki aktivna ali nema nutritivnu vrednost,1,0
nešto što pokriva celu stranicu,1,0
Koji pokazuje nedostatak brige za posledice.,1,0
sigurno namešteno ili postavljeno,1,0
Trčati preko izvesne udaljenosti.,1,0
koji proizvodi ili je sposoban da proizvodi (posebno u velikim količinama),0,1
Radnik koji je najamljen da obavi posao.,0,1
bez nade ili skoro bez nade,1,0
Bilo šta što se nekome duguje.,1,0
Kvalitet koji pruža zadovoljstvo čulima.,0,1
Koji može da se desi ili da postoji.,0,1
krasti dobra,1,0
diviti se i čuditi nečemu,0,1
Osoba koja se brina o ljudima i njihovoj svojini.,0,1
obestan i uzbudljiv poduhvat (ne nužno zakonit),1,0
Koji nije kreativan.,1,0
Oslobođen spoljašnje kontrole i ograničenja.,0,1
stavka u budžetskom zakonu,1,0
Čin dodavanja spoljašnjih ukrasa na nešto.,0,1
na nižem nivou po rangu ili značaju,1,0
Imati egzistanciju.,1,0
osećanje izazvano nečim čudnim i iznenađujućim,0,1
osoba čija je svetost izuzetna,0,1
Veliko bogatstvo.,0,1
"koji ohrabruje, odobrava ili zadovoljava",0,1
odsustvo moralnih ili duhovnih vrednosti,1,0
koji nije raspoložen da sarađuje,1,0
Stanje biti zaposlen ili imati posao.,1,0
Koji je pred erupcijom ili izbacuje lavu (o vulkanima),0,1
onaj koji poseduje moralne kvalitete;,0,1
Stvoriti mišljenje o nečemu ili preneti stav.,0,1
"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost.",0,1
nešto što je zapamćeno,1,0
bilo šta u skladu sa principima pravde,0,1
Omotač koji treba da zaštiti nešto od oštećivanja ili povrede.,0,1
"imati poželjne ili pozitivne kvalitete, posebno one koji su pogodni za određenu stvar",0,1
"Onak koji je produktivan, svež, neobičan; nešto što je prvi put smišljeno.",0,1
Posao u nekoj organizaciji.,1,0
držanje do moralnih principa,1,0
Sakriti od pogleda.,1,0
tuga izražena plakanjem,1,0
Bez prljavštine ili nečistoće; onaj koji ima naviku da bude čist,0,1
an authoritative declaration,1,0
Korisna ili vredna osobina,0,1
koji može da se redukuje,0,1
Stanje kognitivnih procesa neke osobe.,1,0
razvijati se u pozitivnom smeru,0,1
Koji nastaje iz želje da se doprinese blagostanju ili sreći drugih.,0,1
Kvalitet nekoga ili nečega što nije važno ili vredno pažnje.,1,0
koji zaslužuje sažaljenje ili podstiče na sažaljenje,1,0
koji inavodi na divljenje ili odobravanje,0,1
podeljena suknja,1,0
može se koristiti i u vremenskom smislu,0,1
učiniti žrtvu od nečega u religijskim ritualima,1,0
Proceniti vrednost nečega.,1,0
veseo i ozaren,0,1
angažovati ili unajmiti za neki posao,0,1
onaj koji je po moralnim kvalitetima ili izgledu nalik na anđela ili sveca,0,1
"lična sloboda od ropstva, zarobljeništva i ugnjetavanja",0,1
izuzetno loš ili nezadovoljavajući,1,0
Pristajanje uz ono što je opšte prihvaćeno.,0,1
osoba koja je na početnom stadijumu civilizovanosti,1,0
"odgovornost advokata da čini najbolje za svog klijenta, da najbolje štiti interese svog klijenta",1,0
osoba koja kupuje ili koristi dobra ili usluge,1,0
imati neželjene ili negativne kvalitete,1,0
Sjedinjen ili spojen,1,0
briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje,0,1
uključivanje preuzimanjem,1,0
Deo veće religijske grupe.,1,0
stepen izloženosti pažnji javnosti,1,0
Nešto što ima veličinu i može da se predstavi matematičkim izrazom pomoću konstane ili promenljive.,0,1
držati propoved,1,0
koji nešto potvrđuje,0,1
"Ono što je u saglasnosti s normom ili što čini normu (standard, socijalnu normu, ird).",0,1
"U skolastici, jedna od četiri vrline koje dolaze od prirode.",0,1
osobina prefinjene uglađenosti i dobrog ukusa,0,1
nadmoćan ili povoljniji položaj,0,1
Aktivnost štićenja nekoga ili nečega.,0,1
"osobina onoga koje je konstantno, postojano",0,1
pridržavati se praznika ili obreda,1,0
Gajiti nežna osećanja prema nekome.,0,1
Proizvesti smeh.,0,1
"koji pobuđuje poštovanje, divljenje ili čuđenje",0,1
biti pažljiv ili siguran da se nešto učini; uveriti se u nešto,1,0
Načiniti napetim.,1,0
udeo u profitu,1,0
priznaš svoju veru u šta ili privrženost čemu,1,0
Sastav emocionalnih i inetelektualnih atributa koji određuju karakteristične postupke i reakcije osobe.,1,0
"Učiniti atraktivnijim dodavanjem ukrasa, boje, i sl.",0,1
Koji je moralno lož ili pogrešan.,1,0
"Prijatan za oči ili dušu, posebno jer je lep ili šarmantan.",0,1
Osećanje naklonjenosti drugim osobama; uživanje u njihovom društvu,0,1
Otpočeti razgovor s nekim.,1,0
osoba koja je umrla i proglašena za sveca procesom kanonizacije,0,1
nešto napisano svojeručno,1,0
potpora ili temelj,1,0
Velik po stepenu ili intenzitetu ili broju ili količini.,0,1
onaj koji radi za nekoga (osobu ili organizaciju),1,0
