X,Predicted,Real
predacious long-bodied large-eyed insect of warm regions ; rests with forelimbs raised as in prayer ,1,0
familija Typhaceae ; Sparganiaceae ; Pandanaceae . ,1,0
šnicla sa gornji delo kratak slabina ,1,0
pešadinac koji jesam naoružan musketa ,1,0
moreuz u Njujork koji odvajati Menheten i Bronks od Kvinsa i Bruklin ,1,0
supstanca koji sprečavati oksidacija ili reakcija koji izazivati kiseonik ili peroksid ,1,0
mnogouganik kod koji jesam sav ugao jednak ,1,0
komad svinjetina ,1,0
"u rimski mitologija boginja zemlja , zaštitnica brak i plodnost ; poistovećivati se sa grčki boginja Gej ",1,0
torba koji se nositi na leđa ,1,0
"kobra , mamba , ? ? ? ",1,0
stanovnik Grčka ili poreklo iz Grčka ,1,0
velik prostorija zamak ili dvorac . ,1,0
"dug , neprekinut traka koji se obično pružati horizontalno . ",1,0
otvor za vrat ; deo odeća blizu otvor za vrat . ,1,0
osoba koji ispoljavati pobožnost . ,1,0
zbirka mapa ( geografski karta ) u forma knjiga ,1,0
u neki klasifikacija se preklapati sa porodica Homaridae . ,1,0
pretrpeti transformacija ili promena pozicija ili akcija . ,1,0
knjiga ili dokument ispisan ruka ,1,0
pravac ponašanje . ,1,0
koji obezbeđivati interpretacija ,1,0
hrišćanski služba bogosluženje . ,1,0
reka koji izire u Pirineji i ulivati se u Biskajski zaliv ,1,0
mleko aromatizovano čokoladni sirup ,1,0
Obično javan put za putovanje ili transport . ,1,0
rasa mali nežan konj koji obično nizak od pet stopa . ,1,0
"Najveća severnoamerički reka ; izviriti na sever Minesota , teći na jug i ulivati se u Meksički zaliv ",1,0
sos jak ukus koji se spravljati od seme gorčica ,1,0
dijalekt srednjeengleskog ,1,0
kupast dečji igračka koji se sužavati u čelični vrh na koji moći da se zavrtiti . ,1,0
sneg oblikovati u lopta za bacanje ( igra raditi ) ,1,0
kancelarija i funkcija predsednik . ,1,0
bog vetar u drevan mitologija ,1,0
Draguxar koji proizvoditi nakit od zlato . ,1,0
"deo telo gde se onaj sužavati , između rebro i kuk ",1,0
Jagoda . ,1,0
dug veštački kameni ili zemljan hum izgraditi da biti se zadržati voda ili kao podrška put . ,1,0
počistiti metla ili kao metla ,1,0
hotdog sa čili preko ,1,0
mekano tanko lagano platni sa hrapav površina ,1,0
"primeniti , primenjivati u komponovanje zakon kontrapunkt ",1,0
neki ko na atraktivan način uređivati pejzaž i bašta . ,1,0
blag italijanski beo sir ,1,0
glavni i velik grad Malezija ,1,0
postati manja ,1,0
prestonica Švajcarska ; smestiti u zapadni Švajcarska . ,1,0
"identifikovati , na primer , kao u botanika ili biologija . ",1,0
"Vazdušasta , zaslađen mešavina od jaje sa ukus limun posut šećer u prah ; služiti se sa džem , vino ili voćni sos . ",1,0
endoskopski metoda ispitivanje organ u mali karlica kod žena ,1,0
"romansa koji se baviti sumoran , mističan i groteskan zbivanje ",1,0
kljunari ,1,0
amblem kompanija ,1,0
manometar za merenje krvni pritisak ,1,0
učestvovati u rvački borba ,1,0
dati u štampa . ,1,0
deo južnog Tihog okean prema Antarktik ,1,0
Domaća svinja . ,1,0
jezik koji govoriti Japanac ( obično se smatrati altajskim ) ,1,0
u grčki mitologija sveštenik Apolon koji jesam upozoriti Trojanac da se čuvati Grk koji nositi dar kada jesam oni želeti da primiti trojanski konj ; bog koji jesam biti na stran Grk ( Posejdon ili Atina ) jesam poslati zmija da okovati Laokona i njegov dva blizanac ,1,0
mali haringa koji se obrađivati kao sardela . ,1,0
koji se ticati Kongo i njegov okolina ,1,0
"Ispuštati zvuk poput zvonjava , zvižduk ili cviljenje . ",1,0
"vertikalan dimenzija , udaljenost od osnova do vrh nešto . ",1,0
stanovnik Haiti ili poreklo sa Haiti ,1,0
elastičan traka koji držati pantalone ( obično u množina ) ,1,0
jedan od mali mišića oka koji služiti za rotiranje očni jabučica . ,1,0
šupalj mišićav organ kod žena u koji se razvijati fetus ,1,0
svilen tkanina koji se prelivati u više nijansa ,1,0
glasno izgovarati ili objaviti ,1,0
hrskav kifla u oblik štap ; često se služiti uz sup . ,1,0
javan zgrada u koji se igrati različit kockarski igra ( funkcionisati kao biznis ) . ,1,0
sporazum koji regulisati postupanje prema ratni zarobljenik ,1,0
"član izborni jedinica , građanin koji u vlada zastupati zvaničnik za koji jesam glasati ",1,0
neki ko pisati roman ,1,0
koji jesam proizvesti korišćenje litografija ,1,0
oklopnik ,1,0
"odvajanje u oblik listić izvestan delovati kost , žila i dr. koji jesam u zapaljenje ; ljušćenje koža ",1,0
Destilana u koji se variti piva . ,1,0
hiljaditi deo amper ,1,0
taman crven ili crnkast sladak trešnja ,1,0
sistem metoda koji se slediti u neki disciplina ,1,0
sumnjati ili izražavati sumnjičav spekulacija . ,1,0
količnik koji se dobijati kada se veličina delo nešto podeliti s veličina celina ,1,0
koji jesam karakterističan za Koknije ili za njihov dijalekt ,1,0
"jako tvrd italijanski sir oštar ukus , pogodan jesam za rendanje ",1,0
Meksičko pića od fermentisanih sok agava ,1,0
Bizamko goveče ,1,0
jedan od deo na koji se nešto prirodno deliti . ,1,0
"tražiti nešto od neki u vida učtiv molba , kao pomoć ili zaštita ",1,0
"lako se puzati uz gladak stena pražeći po pukatoinama insekt , stanarica srednji i južne Evropeca ",1,0
toalet kakav jesam nastati u engleski ,1,0
tvar pripremljen po formula ,1,0
"bavljenje ribolov ne kao zanimanje nego kao zabava , sport ",1,0
alkoholni pića aromatizovano gorak trava i korenje . ,1,0
računarski kola sa više ulaz ali samo jedan izlaz koji se aktivirati određenom kombinacija ulaz ,1,0
protozoa koji imati telo sličan ameba i zrakast filamentozne pseudopodije ,1,0
Šuplji doboć koji imati jedan glava i metalan disk sa strana . ,1,0
vozač motorni voz ,1,0
delo pisac ; biti šta zapisan slovo alfabet ( posebno kada se posmatrati sa stanovište stilo i dojam ) . ,1,0
"izostaviti , kao npr . iz politički razlog ",1,0
"testo od kukuruz i kukuruzni kaša puniti sa mešavina od meso , umotati u kukuruzovina i kuvati na para ",1,0
"međusobno inkorporiranje materija , upijanje materija jedan uz drugi ",1,0
koji služiti kao osnova za evaluacija ,1,0
keramika koji se praviti od porozan glina koji se peći na nizak temperatura . ,1,0
čitanje površno ili nasumično ,1,0
čovek koji se odmarati spavati ,1,0
napustiti kuća da biti se negde otići ; ići u izlaz . ,1,0
preduzeti putovanje . ,1,0
n-ti moment distribucija jesam očekivan vrednost n-tog stepen devijacija od fiksni vrednost ,1,0
stanovnik Kongo ili poreklo iz Kongo ,1,0
bakterija zemljište koji oksidisati amonijak u nitrite ,1,0
dijalekt sotoa koji govoriti narod Basoto ; zvaničan jesam jezik Lesotoa ,1,0
