X,Predicted,Real
navodni supstanca za koji se verovati da obezbeđivati večan život ; nekada jesam jesam tražiti alhemičar ,1,0
koji osećati ili ispoljavati kajanje zbog nedelo ,1,0
vojni jedinica koji činiti vojnik koji se boriti na svoj noga . ,1,0
vreme koji pokazivati časovnik . ,1,0
jedan mesec u Francuski republikanski kalendar ,1,0
"cooking taj a brown crispiness over a fire Or on a grill ; "" proper toasting should brown both sides of a piece of bread "" ",1,0
jedan od četiri supstanca za koji se u star i srednjevekovni kosmologija verovati da činiti fizički univerzum . ,1,0
Uložiti novac na ishod neki situacija . ,1,0
uzajaman ili recipročan akcija . ,1,0
"spaliti , sažeći nešto oganj , vatra ",1,0
kretati se žurno . ,1,0
avokado ,1,0
obratiti poseban pažnja . ,1,0
protrljati u cilj brisanje . ,1,0
osećanje zaplašenost ,1,0
"staviti u nešto , kao u kutija . ",1,0
rezonovanje koji pokazivati kako zaključak logički slediti prihvaćen premisa ,1,0
grana biotehnologija koji koristiti biološki proces za prevazilaženje problem zagađenje okolina ,1,0
"grana fizika koji proučavati svojstvo materijal u čvrst stanje : električni provodljivost u kristal poluprovodnik i metal , superprovodljivost ; fotoprovodljivost ",1,0
osoba koji se upisivati ili jesam upisati na neki obrazovni kurs ili u škola . ,1,0
privremen smeštaj u priroda za putnik ili turista . ,1,0
neki ko pokušavati da probrati drugi u drugi vera ili dkotrinu . ,1,0
Veći i jak od evropski bizon ; nemati ga slobodan u priroda . ,1,0
staviti naglasak na nešto ; izgovoriti s akcent ,1,0
čepac ,1,0
"uzrokovati da šta krenuti u određenom pravac vršenje sila , fizički ili u apstraktan smisao ",1,0
grana geologijae koji koristiti fizički princip za izučavanje osobina zemlja ,1,0
Završetak ili uništenje unija . ,1,0
Čin kada se odlučivati za nešto . ,1,0
učiniti nesrećan ,1,0
koji jesam intelektualan . ,1,0
ukupnost novčić . ,1,0
( filozofija ) filozofski doktrina prema koji sav kriterijum po koji se donositi odluka zavisiti od pojedinačan ljudi i situacija ,1,0
biti deo nešto ili biti svojstvo nešto . ,1,0
pododeljak čin u komad ,1,0
"onaj što se moći videti , ili se moći znati ili zaključiti da imati svoj fizički postojanje ( živ ili neživ ) . ",1,0
Čin promena lokacija s jedan mesto na drugi . ,1,0
zaštitni prekrivka biljka sklon truljenje koji se postavljati da biti se smanjiti isparavanje i erozija zemljište ,1,0
radnik koji zauzimati ili on jesam na raspolaganje kancelarija . ,1,0
hidra ; polip ; meduza ; ? sea anemones ; korali . ,1,0
vuga ,1,0
postati namočiti ,1,0
dokument o punomoćje koji izdavati akcionar jedan korporacija a koji daju ovlašćenje da u njihov ime postojati jedan glas na korporativan ( akcionarski ) sastanak ,1,0
TN ,1,0
ozloglašenost zbog neki poseban karakteristika ,1,0
obezbediti smeštaj za neki . ,1,0
procedura koji se preuzimati da biti se doći do medicinski dijagnoza ,1,0
podvrgnuti pretraga . ,1,0
vod za protok dim ,1,0
Nešto što hteti se uskoro desiti ili neposredno nailaziti . ,1,0
Učiniti fizički kontakt sa nešto . ,1,0
"osoba koji jesam steći diploma neki škola ( srednji škola , koledž ili fakultet ) ",1,0
osloboditi od instrukcija ili podatak ,1,0
virus koji izazivati velik boginja kod ljudi ; moći da se koristiti kao biološki oružje ,1,0
ne pridržavanje moralan princip . ,1,0
porez koji se sakupljati tako što se zahtevati kupovina markica koji se lepiti na dokument ,1,0
koji na sebe imati prljavština ili nečistoća . ,1,0
hrast . ,1,0
Prestonca Bosna i Hercegovina . ,1,0
rad koji se nešto nanositi ,1,0
pisanje koristiti neki skriti kod ili šifra ,1,0
termin za jabukovač ( cider ) koji se koristiti u sad i neki deo Kanada ,1,0
medicinski postupak koji uključivati zasecanje upotreba instrument ; obavljati se da biti se popraviti oštećenje ili zaustaviti bolest živ organizam . ,1,0
kupusara ; ? sulphur butterflies . ,1,0
biti koji činjeničan nalaz koji pomagati da se ustanoviti istinitost nešto ,1,0
odnos koji postojati kada osoba zahtevati i dobijati profesionalan pomoć iz kvalifikovan izvor . ,1,0
smanjenje u veličina organ usled bolest ili nekorišćenja . ,1,0
koji jesam od početak postojati ; u ran ili izvoran stanje ,1,0
preneti ili izraziti značenje ,1,0
"biti povaliti , biti u horizontalan položaj . ",1,0
pekidanje sednica ili sastanak ,1,0
mesto u koji se proizvoditi oružje . ,1,0
božanstvo koji se obožavati u Japan ,1,0
Mehanički proces habanje ili mlevenje nešto ( kao kada ga trunje glačati ) . ,1,0
metod ili sistem poboljšanje memorisanje ,1,0
upotreba hipnoza u psihoanalitički lečenje . svrha jesam otklanjanje otpor koji sprečavati osvešćivanje nesvestan . ,1,0
radnja u koji se muškarac šišati . ,1,0
"Čin prisustvovanje ( na sastanak , i sl . ) ",1,0
"instrument koji mera visina iznad zemlja , koristiti se u navigacija . ",1,0
čin uključivanje ,1,0
grana biologija koji pročava nasleđivanje i razlika između organizam ,1,0
Lini na karta koji povezivati tačka koji imati isti brojčan vrednost neki promenljiv ,1,0
Čin deljenje ili odvajanje tako što se prav međa koji deliti ili držati na odstojanje . ,1,0
"teorija psihoanaliza imati za cilj da dokazati da uzrok psihički oboljenje jesam nužan i jedino biološki činilac , već da oboljenje moći biti i posledica psihološki činilac ; upravo zbog činjenica da jesam psihoanaliza orijentisan na otkrivanje uzrok , ona se nazivati uzročni oblik lečenje ; cilj sam psihoterapija odnositi se ne toliko na smanjenje ili otklanjanje simptom odrediti bolest nego na otkrivanje i eliminisanje njihov uzrok ; na taj način vršiti se restrukturisanje psihički proces koji trebati da postati skladan i konstruktivan ; njen osnivač jesam Sigmund Frojd ",1,0
dati razlog za očekivanje . ,1,0
Cena se zbog lep cveće u raznovrstan lep i svetao boja . ,1,0
izražavanje ( govor ili pisma ) vaš uverenje ili mišljenje . ,1,0
mali tetreb ,1,0
"kratkotrajan grč glasnih žica u larinksu , koji izazivati napad gušenje . ",1,0
hemijski supstanca dobiti iz biljka koji jesam biološki aktivan ali nem nutritivni vrednost ,1,0
Čin udisanje ; uvlačenje vazduh ili drugi gas disanje ,1,0
način rad ili ponašanje ,1,0
osoba koji jesam ekspert u korišćenj luka i strela ,1,0
rečlacija između izabran vrednost od x i posmatran vrednost od y ( iz koji se moći predvideti verovatan vrednost od y za svaki vrednost x ) ,1,0
dovesti u stanje ravnoteža . ,1,0
visoko mesto ,1,0
čin izvođenje vokalan muzika ,1,0
Španski gitarista koji jesam klasičan gitara učiniti koncertni instrument ( @card@ ) . ,1,0
"veština ili sport borba sa mač ( naročito upotreba floret , mač ili sablja za postizanje bod u sklad sa niz pravilo ) ",1,0
European kinglet with a black-bordered yellow crown patch ,1,0
radnja u koji se prodavati cipela . ,1,0
otkloniti prolazak kroz filtar ,1,0
"u računarstvo , datoteka koji se koristiti kao verodostojan za dat posao i relativno trajan vrednost ",1,0
koji ne pokazivati dovoljno pijetet prema bog . ,1,0
filozof koji verovati da jesam univerzalan ideja stvaran i da postojati nezavisan od taj da li iko na ona misao ,1,0
stanje u koji jesam se naći . ,1,0
biti deo . ,1,0
rabarbara ,1,0
instrument koji mera atmosferski pritisak . ,1,0
zrno biljka golubiji grašak koji imati visok nutritivni vrednost ,1,0
koji se moći prebrojati ,1,0
prevući kalaj ,1,0
"brak sa osoba koji ne pripadati vaš pleme ili grupa , kao što taj zahtevati običaj ili zakon ",1,0
"Čin uklanjanje čišćenje , oslobađanje od talog ili drugi nepoželjan element . ",1,0
kreketuše ,1,0
"nastati , početi postojati ",1,0
proizvoditi buk ,1,0
ravnopravan razmena ,1,0
rezultat parcelisanje ili deljenje . ,1,0
Čin kontrolisanje ili upravljanje u sklad sa pravilo . ,1,0
koji pokazivati nedostatak briga za posledica . ,1,0
iz budan stanje preći u stanje spavanje ,1,0
zapis koji jesam u služba obožavanje božanstvo ,1,0
obilno krvarenje kao posledica povreda krvni sud ,1,0
izgovoriti ili reći nešto . ,1,0
Novoizmišljena reč ili fraza . ,1,0
jedrilica sa jedan jarbol koji jesam postavljati više unazad nego kod običan jedrilica ,1,0
Trčati preko izvestan udaljenost . ,1,0
napuniti ili natovariti . ,1,0
postati manje . ,1,0
verovanje plemenski društvo ,1,0
Važi za neljudski sisara ; stanje ili period povišen seksualan aktivnost i uzbuđenje . ,1,0
čin odvajanje ili povlačenje ,1,0
provodnik koji se koristiti da ostvariti kontakt se neki delom kolati ,1,0
politički pokret koji koristiti teror za postizanje politički cilj ,1,0
Čin veslanje kao sport . ,1,0
uzica načiniti od upleten vlakno ili žica . ,1,0
slavuj . ,1,0
prepustiti se sećanje ; ponovo preživljavati prošlost . ,1,0
ibis . ,1,0
merni instrument za težina ; pokazivati veličina masa . ,1,0
alpski kokoš ,1,0
ZW ,1,0
štampač koji koristiti električni naboj za nanošenje toner na papir ,1,0
planeta koji imati kompaktan stenovit površina kao zemlja ; činiti ona prvi četiri planeta Sunčev sistema . ,1,0
osoba koji ispoljavati pobožnost . ,1,0
Last i golub . ,1,0
metalan cilindar upakovati u metak i koristiti kao municija u vatren oružje ,1,0
albatros . ,1,0
biti koji štapičasta baterija ,1,0
"titula koji se koristiti za obraćanje važan osoba , kao što jesam ambasador ili guverner , obično se koristiti uz prisvojne zamenica , npr . njegov . ",1,0
bez nada ili skoro bez nada ,1,0
podsticati neki da počiniti zločin ili neki krivičan delo ,1,0
čin umirivanje ; ponovan zadobijanje čiji poverenje ,1,0
consonant articulated by constricting ( but Not closing ) the vocal tract ,1,0
kanta u koji stajati đubar dok se ne izbaciti ,1,0
uneti šta kao dugovanje ,1,0
"deo teren u koji jesam akutan proces klizanje , ili u koji jesam sačuvati strukturni i reljefan odlika stvoriti proces klizanje ",1,0
Utvrđena ceremonija koji propisivati vera . ,1,0
"sindrom do koji dolaziti usled izlaganje jonizujući zračenje ( izlaganje radioaktivan hemikalija ili nuklearni eksplozija ) ; nizak doza izazivati dijareja , mučnina , povraćanje i ponekad gubitak kosa , dok velik izloženost moći izazvati sterilitet , katarakta , neki oblik raka i drugi bolest ; ozbiljan izlaganje moći da dovesti do smrt u rok od sat vreme ",1,0
biti šta što se neki dugovati . ,1,0
dodavati broj ili količina . ,1,0
jedan od država koji činiti Australija ,1,0
the fruit Or seed of any of various bean Or pea plants consisting of a two-valved case that splits along both sides when ripiti and having the seeds attached taj onaj edge of the valves ,1,0
osoba koji zagovarati ekonomski teorija slobodan tržište kao glavnog regulator u ekonomija ,1,0
koji nedostajati lepota ili šarm . ,1,0
atinski zakonodavac čiji jesam zakon propisivati smrtan kazna za skoro sav prekršaj ( oko @ord@ vek p.n.e. ) ,1,0
javan prevoz koji obezbeđivati kompozicija vagon koji vući lokomotiva . ,1,0
Čin kotrljanje nešto ( kao lopta u kuglanje ) . ,1,0
biti u saglasnost . ,1,0
snabdevanje puštanje u promet ( obično u neki količina ) ,1,0
mesto na koji se obavljati posati . ,1,0
Lemuridae ; Lorisidae ; Daubentoniidae ; Indriidae ; u neki klasifikacija koristiti se umesto Prosimii ; u drugi se smatrati pododeljak Prosimii . ,1,0
upravljati ( kao mašinerija ) ,1,0
Doći do odluka . ,1,0
onaj koji postojati ili se pojavljivati u stvarnost ; imati proveren postojanje ; jesam iluzoran ; ,1,0
koale ,1,0
pročišćen puter koristiti u indijanski kuhinja ,1,0
vreća u koji se stavljati štap za golf i loptica ,1,0
sposobnost da se odbiti talas ,1,0
rešavanje problem koji uključivati broj i veličina ,1,0
am ,1,0
krasti dobra ,1,0
svaki hemijski sinteza koji se vršiti pod uticaj svetlost ,1,0
dati titula . ,1,0
"oprema ( komad nameštaj , aparat i drugi pokretan pribor koji uključivati zavesa i tepih ) koji činiti da se u kuća ili neki drugi porstoru moći živeti . ",1,0
komercijalan posao koji obezbeđivati redovan let za putnik ,1,0
deo lice iznad oči . ,1,0
"zamenjivanje nazivati osobina ili svojstvo za sam ime ( kao u "" oni jesam brojati glava "" ) ",1,0
tvrdo jako i trajno žutosmeđ drvo tik ; otporan na insekt i krivljenje ; koristiti se za izrada nameštaj i u brodogradnja . ,1,0
"mineral hemijski formula α-FeO ( OH ) , stabilan pri umeren temperatura i zbog taj vrlo rasprostraniti u priroda ",1,0
vlada jedan zemlja koji činiti njen vlastit ljudi ,1,0
"imati kraj u vremenski , prostornom ili kvantitativan smisao ; prostorno ili prenosni značenje . ",1,0
Nešto što se pokazivati publika . ,1,0
neki ko proizvoditi dragulj . ,1,0
( 18th century ) a watch with a balanca wheel having a fake pendulum attached taj it ,1,0
pucati iznenada i snažno od unutrašnji energija ,1,0
obestan i uzbudljiv poduhvat ( ne nužno zakonit ) ,1,0
igrati kiju dva taj plivač igrati u bazen pokušavati da ubaciti lopta u protivnikov gol . ,1,0
slobodan fotograf koji pratiti poznat ličnost ne biti li ona slikaokada oni taj ne žele i taj slika prodati novina . ,1,0
supstanca koji zaustavljati ili usporavati neki aktivnost ,1,0
organizacija koji formirati sam građanin u cilj potsticanja nešto . ,1,0
an Angli formed by two straight lines ( in the sam planuti ) ,1,0
glavanska abterija koji skladištiti električni energija ,1,0
koji osećati nadolazeći opasnost ,1,0
čin odstranjivanje sadržaj iz nešto ,1,0
zvaničan rezidencija neki uvaxene osoba ,1,0
neprijateljski stav ,1,0
"Karakteristični deo lice čovek : oči , nos , usta i brada . ",1,0
alatka koji se koristiti za rezanje ili sečenje ,1,0
biskupov teritorijalan jurisdikcija . ,1,0
Venčanje koji obavljati državni službenik a ne svešteni lice . ,1,0
beleženje čovekov ponašanje i analiziranje psihološki karakteristika da biti se predvideti ili proceniti njegov sposobnost u određenoj sfera ,1,0
tarkati ,1,0
koji imati određenu i visoko organizovan struktura ,1,0
povećanje gustina nešto ,1,0
krastavac i ? ,1,0
zvečarka ,1,0
podneti prijava ( dobro za carinjenje ) carinski službenik ,1,0
osloboditi konfuzija ili dvosmislenost ; učiniti jasan . ,1,0
mali prostor ograđan zid za specijalan namena ,1,0
poprimiti ili glumiti nečiji karakter . ,1,0
koji jesam kreativan . ,1,0
"nagovestiti , naslutiti , predosećati . ",1,0
srediti ili ispraviti ; o teškoća ili problem ,1,0
jova ,1,0
osoba trenirati da se nadmetati u sport . ,1,0
biti koji strana lice ispod oči . ,1,0
a portable gun ,1,0
u neki klasifikacija se definisati kao carstvo ,1,0
Prača zemlja na koji nem drveće i koji jesam obično ograditi . ,1,0
grbica koji se koristiti u zimski dan kao salata ,1,0
"energija libido trajno uložiti u neki ideja , lice ili predmet . ",1,0
tvorevina koji jesam stvoriti neki osoba ili neki proces . ,1,0
razlikovni karakteristika ili atribut ,1,0
proces kada se čovek šta prisećati ( posebno proces povraćaj informacija mentalan napor ) ,1,0
masa led koji se sporo kretati ,1,0
biti koji od dva znak interpunkcija ( ` & amp ; lt ; ' ili ` & amp ; gt ; ' ) koji se ponekad koristiti da zagrada tekst ,1,0
kristal natrijum hlorid koji se javljati u priroda ,1,0
obilovati . ,1,0
ispit koji se određivati kandidatov spremnost za neki studija . ,1,0
automatski pušak koji brzo ispaljivati metak ,1,0
motor koji pretvarati toplotni energija u mehanički rad . ,1,0
nešto što obezbeđivati pristup ,1,0
"stanje čovekov osećanje , posebno vezati za zadovoljstvo ili potištenost . ",1,0
šupljorogi preživar ,1,0
izraziti potreba ili želja za nešto . ,1,0
koji jesam određen geografija ,1,0
mali bajt ,1,0
stavak u budžetski zakon ,1,0
organ čuti sluh i ravnoteža . ,1,0
"eliminisati isplata , o dug . ",1,0
mali ili srednji velik vrećoliki kontejner za držanje ili prenos stvar . ,1,0
uz ,1,0
pokret u @ord@ vek koji se zalagati za upotreba razum u ​​ponovnoj proceniti prihvaćen ideja i društven institucija ,1,0
koji jesam potreban . ,1,0
izraditi rezbarenjem . ,1,0
polimer vinil hlorid koji se koristiti umesto guma u električni kabao ,1,0
Taikmičenje sa pravilo koji određivati pobednik . ,1,0
verovanje u postepen prelazak sa kapitalizam na socijalizam demokratski sredstvo ,1,0
