X,Predicted,Real
stanje zatočenosti ( obično za kratak vreme ) ,0,1
biti koji činjeničan nalaz koji pomagati da se ustanoviti istinitost nešto ,1,0
izazvati šteta na nešto . ,0,1
uništiti kakav raspored ili redosled ,1,0
koji trpiti atrofija ,0,1
ishod šta urediti putem prevara ,1,0
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",1,0
neprijateljski stav ,0,1
koji nemati neki izrazit kvalitet ili karakteristika . ,0,1
izuzetno uvredljiv za moral ; koji izazivati užas ,0,1
ubijati ( životinja ) obično radi hrana ,1,0
okrutno ili nehuman postupanje ,0,1
"sračunat upotreba nasilje ( ili pretnja nasilje ) protiv civil kako biti se postignuti cilj koji jesam politički ili verski ili ideološki priroda - taj se radi zastrašivanje , prinuda ili ucena ",1,0
jedan od dvanaest delovati kalendarski godina . ,1,0
koji izazivati strah ili užas ,0,1
spojiti ili vezati . ,1,0
Uložiti novac na ishod neki situacija . ,1,0
pružiti moralan ili emocionalan snaga ,1,0
"presuda ( odluka ) da optužiti jesam kriv , odluka o nepostojanje krivica , o oslobađanje od krivica ",1,0
Oružje koji ubijati ili ranjavati civil i vojni lice . ,1,0
u koji nem život . ,0,1
koji jesam moralno lož ili pogrešan . ,0,1
"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi ",0,1
priroda ili svojstvo onaj ko jesam emocionalan . ,1,0
"koji jesam okarakterisati mračan , mističan i groteska ",0,1
odbaciti neki svoj . ,1,0
onesposobiti kretanje neki tako što se smestiti unutar neki granica . ,0,1
nezakonit ubijanje s predumišljaj jedan čovek od strana drugi . ,0,1
izjava koji neki ili nešto odavati priznanje ,1,0
težak zločin ,1,0
"koji ne tražiti , ne iziskivati specijalan nutricione potreba ",0,1
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,1,0
ratobornost izazvati stvaran ili pretpostavljen nepravda ( predstaviti kao jedan od smrtan greh ) ,0,1
protivno zakon ili zakon zabraniti ,0,1
obestan i uzbudljiv poduhvat ( ne nužno zakonit ) ,0,1
koji ispoljavati pogodan ili povoljan uticaj ,1,0
"( politika ) obezbeđivati usluga , ugovor i pozicija u zamjenu za politički podrška ",0,1
"neposredno pre ili posle , kao u lanac uzrok i posledica ",1,0
ispuniti divljenje i ushićenje ,0,1
otarasiti se neki ubistvo . ,0,1
stanje ili uslov u koji jesam neki nevin za određen zločin ili uvreda . ,1,0
stanje sumoran žalost ,0,1
pojava promeniti nagore . ,0,1
ne pridržavanje moralan princip . ,1,0
Oštećenje normalan fiziološki funkcija koji pogađati deo ili ceo organizam . ,0,1
stanje u koji čovek ne moći da funkcionisati normalno i bez bol . ,0,1
okrutan čin ; namerno izazivanje bol ili patnja . ,0,1
Čin prljanje nešto . ,0,1
Osećaj koji se doživljavati u očekivanje neki određenog bol ili opsasnosti i obično ga pratiti želja da se pobeći . ,0,1
Čin oštećivanje nešto ili neki . ,0,1
stanje biti nezaposlen ili nemati posati . ,0,1
sistem metoda koji se slediti u neki disciplina ,1,0
svaki šteta proisteći iz povreda prava ,0,1
Osećanje velik žalost povezati sa gubitak ili lišavanje . ,0,1
velik ( glavobolja ) . ,0,1
koji zasluživati sažaljenje ili podsticati na sažaljenje ,0,1
onaj što jesam u suprotnost sa princip pravda ili zakon ,0,1
koji ne moći da se desiti ili ostvariti ili s koji se ne moći rukovati . ,0,1
"onaj što jesam lako , zahtevati velik fizički ili mentalan napor da biti se ostvariti . razumeti ili izdržati . ",0,1
imati neželjen ili negativan kvalitet ,0,1
proizvodnja izvestan obim . ,1,0
originalan ( audio ) snimak sa koji se moći napraviti kopija ,1,0
Uništiti ili oštetiti na nasilan način . ,0,1
nenormalan depresija i nezadovoljstvo ,0,1
osobina onaj ko jesam prihvatiti i ne upućivati on se pohvaliti . ,0,1
stanje koji još ne odgovarati zrelost . ,0,1
organizovati akcija proizvodnja roba ili usluga za prodaja . ,1,0
Osećanje averzija ili antipatija . ,0,1
izazvati povreda ili telesni oštećenje . ,0,1
proizvoditi suviše . ,1,0
povratak u originalan stanje ,1,0
kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . ,0,1
"govoriti nerazgovetno , obično tih glas . ",0,1
"smear with blood , as In a hunting initiation rit , where the faca of a person is smeared with the blood of the kill ",1,0
intenzivan ojađenost ,0,1
simptom neki fizički povreda ili poremećaj . ,0,1
osobina onaj što ne zasluživati poverenje . ,0,1
svojstvo onaj koji nedostajati živost ,0,1
neki nizak rang ili položaj ili kvalitet . ,0,1
na nizak nivo po rang ili značaj ,0,1
kvalitet neki ili nešto što jesam važan ili vredan pažnja . ,0,1
koji jesam u dobar zdravlje telo ili duh . ,0,1
Oblačiti se u crn kao znak žalost . ,0,1
sposobnost da se razumeti ; razumeti i profitirati na iskustvo . ,1,0
Završetak ili uništenje unija . ,1,0
"osobina varijabilnost , izmenljivost ili nestajanje u vreme ",0,1
