X,Predicted,Real
"ličan sloboda od ropstvo , zarobljeništvo i ugnjetavanje ",1,0
koji moći da činiti po slobodan volja ; koji jesam sputati ograničenje . ,0,1
zlonameran zadovoljstvo ,1,0
propovedati jevanđelje ,1,0
Načiniti plan za nešto . ,1,0
proceniti vrednost nešto . ,1,0
pokrenuti sila ,1,0
neki višeg rang ili položaj ili kvalitet . ,0,1
projekt od ličan interes za neki ,1,0
koji jesam u život . ,0,1
ličan zastupanje koji imati zakonski status ,1,0
američki novčić koji vrediti jedan dolar ,1,0
manjak uljudnost ; nepokazivanje poštovanje prema drugi ; povređivanje osećanje drugi . ,1,0
dati sloboda ; osloboditi od kazna ( kazna zatvor ) ,0,1
angažovati ili unajmiti za neki posao ,1,0
"promena nabolje , napredak u razvoj . ",0,1
Ličnost koji moći da proceniti vrednost ili kvalitet . ,0,1
established Or widely recognized as a model of authority Or excellence ,0,1
stanje zadovoljstvo jer nem bolest . ,0,1
"presuda ( odluka ) da optužiti jesam kriv , odluka o nepostojanje krivica , o oslobađanje od krivica ",0,1
nedostatak veza između stvar . ,1,0
"zaklanjati od opasnost , povreda , uništenje ili šteta . ",0,1
"onaj što jesam dobro , vredan ili korisno ",0,1
koji karakterisati životinja za razlika od biljka . ,0,1
proizvesti smeh . ,0,1
prijateljski narav ,0,1
visok strana šta ,1,0
"onaj koji uživati ili pokazivati radost , zadovoljstvo ili srešu . ",0,1
visoko mesto ,1,0
"koji ne predstavljati teškoća , ne iziskivati napor . ",0,1
činjenje dobra ; osećaj dobrotvornosti ,0,1
osoba sa neobičan ili čudan ličnost ,1,0
upadljiv uspeh . ,0,1
"imati želja , čežnja ili velik apetit za nešto . ",0,1
rast cena ili vrednost ,1,0
nastrojen prema nešto . ,0,1
koji motivisati briga za otklanjanje patnja drugi . ,0,1
"proširen značenje , naročito u psihološki slislu , ogledati se u jačina strast ili entuzijazam ",0,1
"saglasan zakon , prema zakon ",0,1
imati neželjen ili negativan kvalitet ,1,0
složiti po grupa ,1,0
Oruđe koji se koristiti za obavljanje neki zanat . ,1,0
Određena složiti anatomski struktura . ,1,0
nesmanjen i nenarušen celovitost ili ukupnost . ,0,1
osećati pokajanje zbog nešto ( ? ) ,1,0
koji odgovarati za svoj postupak . ,0,1
Učiniti da nešto biti pomaknuti prema napred . ,1,0
"kvalitet da čovek ne stavljati sebe prvo , već da jesam spreman da svoj vreme , novac ili trud posvetiti drugi ",0,1
sila koji jedan objekt privlačiti drugi ,1,0
Pomoć u nevolja . ,0,1
u rimski mitologija boginja sreća i sretan slučajnost ; u grčki mitologija ona odgovarati nTiha ,0,1
neki ko se angažovati osoba ili kompanija za neki predstava . ,1,0
koji nemati neki izrazit kvalitet ili karakteristika . ,1,0
kvalitet onaj što imati velik cena ,0,1
"osobina onaj na šta se moći osloniti , što jesam pouzdano ",0,1
koji jesam sklon ljubav ili ispoljavanje ljubav ,0,1
sposobnost da se razumeti ; razumeti i profitirati na iskustvo . ,0,1
koji jesam osloboditi stresati ili pogodovati mentalan opuštenost ; koji imati ili pružati duševan mir ,0,1
koji izazivati potištenost ,1,0
gajiti nežan osećanje prema neki . ,0,1
nagon za polni prisnost . ,0,1
"ustanoviti , zasnovati na zakon ili na zvanično prihvaćen pravilo ",1,0
Načiniti napet . ,0,1
koji jesam zadovoljan ; koji doživljavati ili ispoljavati nezadovoljstvo ,1,0
pomeriti s upotreba sila . ,1,0
"onaj što jesam u saglasnost s norma ili što činiti norma ( standard , socijalan norma , ird ) . ",0,1
biti šta u sklad sa princip pravda ,0,1
osobina da se radi onaj što jesam ispravan i da se izbegavati onaj što jesam ,0,1
koji koristiti intelekt ili jesam privlačan intelekt . ,0,1
umetnik nenadmašan veština . ,0,1
ispuniti divljenje i ushićenje ,1,0
kvalitet neki ili nešto što jesam važan ili vredan pažnja . ,1,0
profesor visok rang . ,0,1
biti privlačan koji ,0,1
Osećanje velik sreća . ,0,1
osoba koji jesam umreti i proglasiti za svetac proces kanonizacije ,0,1
radnja koji karakterisati dobro raspoloženje ,0,1
"kvalitet koji činiti daa jesam nešto poželjan , vredan ili korisno . ",0,1
postati stabilan ili stabilan . ,0,1
divljenje Engleska i engleski običaj ,1,0
koji jesam veseo niti izazivati veselje ,1,0
stanje biti zaposliti ili imati posati . ,0,1
crkven obred koji se nešto činiti svetiti . ,1,0
odbolovati bolest ili prevazići šok . ,0,1
