X,Predicted,Real
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",0,1
zaštitni prekrivka biljka sklon truljenje koji se postavljati da biti se smanjiti isparavanje i erozija zemljište ,1,0
"koji pokazivati ili jesam motivisan saosećanje , razumevanje i velikodušnost ",0,1
"kvalitet koji činiti daa jesam nešto poželjan , vredan ili korisno . ",0,1
osobina onaj ko jesam široko prihvatiti i čiji se društvo tražiti . ,0,1
ne pridržavanje moralan princip . ,1,0
mekan list mlad beo repa ; imati ljutkast ukus poput kupus i radič koji se termički obrada moći ublažiti ,1,0
"koji se žeti , tražiti ",0,1
profesor visok rang . ,0,1
ukloniti neželjen supstanca iz nešto . ,0,1
dati razlog za očekivanje . ,1,0
Cena se zbog lep cveće u raznovrstan lep i svetao boja . ,1,0
lepota koji jesam privlačan čulo . ,0,1
visoko mesto ,1,0
koji pokazivati nedostatak briga za posledica . ,1,0
obilno krvarenje kao posledica povreda krvni sud ,1,0
radnik koji jesam najamiti da obaviti posati . ,0,1
kvalitet koji pružati zadovoljstvo čulo . ,0,1
koji moći da se desiti ili da postojati . ,0,1
diviti se i čuditi nešto ,0,1
osoba koji se brina o ljudi i njihov svojina . ,0,1
koji osećati nadolazeći opasnost ,1,0
Oslobođen spoljašnji kontrola i ograničenje . ,0,1
Čin dodavanje spoljašnji ukras na nešto . ,0,1
veseo osećanje ,0,1
revnostan u posvećenost i privrženost ,0,1
na nizak nivo po rang ili značaj ,1,0
čin dobrovoljan davanje za neki zajednički cilj ,1,0
osećanje izazvati nešto čudan i iznenađujući ,0,1
visok vrednost nešto . ,0,1
osoba čiji jesam svetost izuzetan ,0,1
velik bogatstvo . ,0,1
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
odsustvo moralan ili duhovan vrednost ,1,0
Čin promena jedinstvo ili celovitost nešto . ,1,0
stanje biti zaposliti ili imati posati . ,1,0
koji jesam pred erupcija ili izbacivati lav ( o vulkan ) ,0,1
stvoriti mišljenje o nešto ili preneti stav . ,0,1
"koji karakterisati ili koji pokazivati prihvatanje , slaganje ili uverenost . ",0,1
biti šta u sklad sa princip pravda ,0,1
nalog ( naredba ) višeg ( višestepen ) sud nižestepenom koji se zahtevati prepuštanje spor u određenom slučaj ,1,0
"modifikacija princip zadovoljstvo nastati pod uticaj zahtev stvarnost koji primoravati ego da podnositi određen stepen nezadovoljstvo . da jesam frustracija , u duševan život odrastao neograničeno biti vladati princip zadovoljstvo . Poštovanje ovaj princip jesam mera uspešan prilagođavanje i dostignut stupanj razvoj ličnost . ",1,0
Omotač koji trebati da zaštititi nešto od oštećivanje ili povreda . ,0,1
"briga vezati za ovaj svet , nasuprot briga vezan za posthuman život . ",1,0
"Onak koji jesam produktivan , svež , neobičan ; nešto što jesam prvi put smišljeno . ",0,1
držanje do moralan princip ,1,0
nivo postojanje ili razvoj . ,1,0
koji osećati ili pokazivati dobro raspoloženje ,0,1
bez prljavština ili nečistoća ; onaj koji imati navika da biti čist ,0,1
an authoritative declaration ,1,0
koji moći da se redukovati ,0,1
koji odgovarati za svoj postupak . ,0,1
Prostorna lokacija koji definisati stvarno ili zamišljeno jednodimzenionalno širenje . ,1,0
razvijati se u pozitivan smer ,0,1
koji nastajati iz želja da se doprineti blagostanje ili sreća drugi . ,0,1
kvalitet neki ili nešto što jesam važan ili vredan pažnja . ,1,0
koji inavodi na divljenje ili odobravanje ,0,1
Osećanje pomanjkanje briga . ,1,0
