ID,POS,NEG,Lemme,Definicija
ENG30-03574555-n,0.0002639000346977838,0.0009297435214836725,ustanova,zgrada u kojoj se nalazi organizaciona jedinica neke grane javnog poslovanja
ENG30-07810907-n,0.0007296586496687851,0.00037551765273580173,začin,pripremljeni dodatak jelu za poboljšanje ukusa
ENG30-00721431-n,0.026437779050197285,0.01639755545171706,mesto,"u nečijim prilikama, mogućnostima"
ENG30-00473799-v,0.0027903670947440062,0.008897160975206653,"obnoviti,doterati,uglancati,uljuditi",Ostalo je još samo da se doteraju neke finese u igri plavih.
ENG30-00903385-v,0.038393800732961836,0.030436655161253157,oprostiti,Zapad mu je oprostio što se nekada računao u Slobine prijatelje.
ENG30-00900961-v,0.0302313723916372,0.014270991956647272,oprostiti se,"""I najposle se oprostismo: on sklapanjem ruku, ja poklonom."""
ENG30-01987160-v,0.0002357839239444104,0.000945556033929762,postaviti,Čeličnu grdosiju tešku ukupno 2160 tona postavili su na stubove i namontirali neimari Mostogradnje.
ENG30-01348174-v,0.00027660984875055306,0.00044245977283807747,"zaključati,zabraviti",Sputati pomoću brave
ENG30-01376245-v,0.0002592068901989819,0.001098529695603645,"rasuti,raštrkati,posuti,rasejati,rasturiti",Razmestiti na raštrkan način.
ENG30-01382083-v,0.001468876476732106,0.0008547996239336442,"brati,sakupljati",Tražiti i sakupljati.
ENG30-01387022-v,0.00016479451477913187,0.00044560689747719096,"oturpijati,isturpijati,strugati",uglačati turpijom
ENG30-01393996-v,0.018185328140552848,0.002479712858494132,pomesti,Očistiti metenjem.
ENG30-01421622-v,0.0003732065245678484,0.0030524800107052386,"ubaciti,umetnuti,staviti",Staviti ili ubaciti u nešto.
ENG30-01431987-v,0.0009878913199141692,0.001396481159849472,"golicati,škakljati,dražiti",Lagano dodirivati ili maziti.
ENG30-01437254-v,0.002869393001135201,0.0014242336850722737,"odaslati,izaslati,izdati","Uzrokovati ili narediti da se prenese, usmeri ili odašalje na drugo mesto."
ENG30-01441100-v,0.0005687435809704766,0.016193862790260027,probušiti,Napraviti rupu u nečemu.
ENG30-01445932-v,0.0003585398771726034,0.0019642443039380453,"ujesti,ugristi","Uhvatiti, odgristi ili otrgnuti pomoću zuba ili kao zubima."
ENG30-01446901-v,0.0003219480528864338,0.0014628703608545734,"mahnuti,mahati,vitalati",Pomerati ili ljuljati napred-nazad.
ENG30-01371756-v,0.0004897522900195739,0.0007474678728671691,"šutnuti,voditi","Terati, voditi nogom, u sportovima kao što je futbal."
ENG30-01370561-v,0.00046983283480539484,0.0017483673663987176,šutnuti,Udariti nogom
ENG30-01391280-v,0.00020042984274581954,0.0012391152837629704,"uvaljati,razviti",Poravnati ili raširiti valjkom.
ENG30-01435380-v,0.0005462563396063658,0.0006990379453268858,"preneti,sprovesti",Poslati od jedne osobe ili mesta na drugo.
ENG30-01456771-v,0.0003480701345486281,0.001584434379963362,"štipati,štipnuti,stisnuti",Čvrsto stisnuti među prstima.
ENG30-01461328-v,0.0005282441394163229,0.0008395442979169943,"smešati,pomešati",Smešati u jednu celinu.
ENG30-01487311-v,0.0003772114926974268,0.00870867423359556,"opteretiti,otežati,natovariti",Natovariti teretom.
ENG30-01488956-v,0.00033734955811492995,0.0018192253353594978,utovariti,Napuniti ili natovariti do kraja.
ENG30-01489989-v,0.0004984086571298008,0.0023776387987695102,"nakrcati,natovariti",Napuniti ili natovariti.
ENG30-01493619-v,0.006642639604343081,0.0019356906087528714,"smestiti se,zavaliti se",Čvrsto ili sigurno se smestiti.
ENG30-01528069-v,0.00036636294382486057,0.06781791450041208,"smestiti,zabiti,zariti",Zabiti ili silom uterati.
ENG30-01536168-v,0.0003040401143801219,0.05155494491288781,"proprati,isplaknuti",Isprati sapun ili preostalu prljavštinu.
ENG30-01566705-v,0.001961075407443502,0.4250224462570529,"smrskati,skršiti",Uništiti ili oštetiti na nasilan način.
ENG30-01573515-v,0.0007596380304866202,0.004901967127280749,"prekinuti se,preseći se,puknuti,rasparati",Razdvojiti ili učiniti da se nešto naglo razdvoji.
ENG30-01631534-v,0.013066061005583052,0.02708400057314897,"zamisliti,stvoriti umom","Stvoriti mentalno i apstraktno, a ne ručno."
ENG30-01634142-v,0.002569001531379733,0.004520770525711093,"smisliti,isplanirati,zasnovati",Zamisliti neku ideju.
ENG30-01691057-v,0.000399499004971382,0.0009767550884598464,"crtati,pisati",Ostavljati ili crtati po površini.
ENG30-01723690-v,0.030038144855131677,0.005770784287085107,"oličavati,oličiti",Poprimiti ili glumiti nečiji karakter.
ENG30-01747374-v,0.0020792858247968837,0.0033151583318922206,prepisati,Pisati nešto ponovo kako jeste.
ENG30-01797051-v,0.010054536503443678,0.7254585105596876,"oplakati,tugovati,jadikovati,ožaliti",Osećati tugu.
ENG30-01824532-v,0.5708835354590516,0.04541792781592413,želeti dobro,Osećati ili izražavati želju ili nadu za nečiju budućnost.
ENG30-01828405-v,0.20638843632382375,0.007897667652787987,"čeznuti,priželjkivati,žudeti",Jako ili neprekidno želeti.
ENG30-01866610-v,0.00043628655377681014,0.004524062499440262,"vrteti se,kotrljati se,valjati se",Vrteti se ili uzrokovati da se nešto vrti.
ENG30-01868370-v,0.0003320662838222077,0.0031475214821101716,"migoljiti se,uvrtati se,savijati se",Micati se uvijenim ili grčevitim pokretima (posebno u borbi).
ENG30-01876530-v,0.00030702367564039434,0.000713661463459303,ići tamo-amo,"Kretati se u jednom smeru, a zatim u suprotnom."
ENG30-01888946-v,0.0001602042083677091,0.044661166108125094,"drhtati,potresti se,treperiti,protresti se",Tresti se grčevito
ENG30-01902405-v,0.0002483782458186923,0.0006485340285182772,"odjuriti,strugnuti,kidnuti,odmagliti",Kretati se žurno.
ENG30-01902783-v,0.00042748523565450114,0.0007409609636894743,"plutati,lelujati se",Biti u pokretu zbog neke struje vazduha ili vode.
ENG30-01909397-v,0.00042807867553307233,0.00169516911532952,"prevrnuti se,iskrenuti se",Okrenuti se iz uspravnog ili normalnog položaja.
ENG30-01911888-v,0.0003019240972976789,0.04402370427822877,"ušunjati se,privući se,prikrasti se",Prići kradom ili krišom.
ENG30-01916634-v,0.005006675434795049,0.16073762328692975,"šepiriti se,šepuriti se,kerebečiti se,prsiti se,razmetati se","Hodati gordo, često pokušavajući da se impresioniraju drugi."
ENG30-01920932-v,0.027017556013374744,0.0016387178318790774,dugo pešačiti,"Ići na dugo pešačenje, iz zadovoljstva ili telesne vežbe."
ENG30-01938426-v,0.00015813813943399424,0.0004846523835135841,"skijati se,smučati se",Kretati se na skijama.
ENG30-01960911-v,0.00024069658599223942,0.0005307029851469025,plivati,Putovati kroz vodu.
ENG30-01977701-v,0.00025947146059035475,0.0012885158503150862,ispustiti,Pustiti nešto da padne na zemlju.
ENG30-01983771-v,0.00046361169575348526,0.001858256075369269,promeniti položaj,Pretrpeti promenu u položaju tela.
ENG30-01993926-v,0.22437752856374793,0.0008424825823407645,"primaknuti,prineti,približiti",Učiniti da nešto bude pomaknuto prema napred.
ENG30-02038357-v,0.0002722286055334422,0.001425161249423823,"nagnuti se,nagibati se,iskositi se,ukositi se",Nagnuti se ili saviti iz uspravnog položaja.
ENG30-02058448-v,0.007449040865324719,0.0014873991960513422,"vrpoljiti se,meškoljiti se,vrteti se",Micati se neprestano.
ENG30-02123672-v,0.004210387802841886,0.06877616558146737,mirisati,Ispuštati miris.
ENG30-02125223-v,0.02035569572261764,0.018185550210990442,"namirisati,nanjušiti",Osetiti nečiji miris.
ENG30-01887576-v,0.0012475951552675113,0.002894307577638422,"kliziti,klizati",Kretati se glatko i bez muke.
ENG30-01886488-v,0.0019368987013823613,0.0014979253937728032,"puzati,gmizati,puziti",Prolaziti ili se kretati nenametljivo ili glatko.
ENG30-01587062-v,0.07224499009265717,0.0008438410581570466,"opkoliti,obuhvatiti",Potpuno okružiti.
