,ID,Lemme,Definicija,POS,NEG
0,ENG30-03574555-n,ustanova,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,4.9748298e-05,9.195703e-05
1,ENG30-07810907-n,začin,pripremljen dodatak jela za poboljšanje ukus ,0.00012711364,9.30369e-05
2,ENG30-00721431-n,mesto,"u nečiji prilika , mogućnost ",5.524626e-05,0.0032771463
3,ENG30-00473799-v,"obnoviti,doterati,uglancati,uljuditi",ostati jesam još samo da se doterati neki finesa u igra plaviti . ,6.935658e-05,0.00019933442
4,ENG30-00903385-v,oprostiti,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,8.7796085e-05,0.00014221296
5,ENG30-00900961-v,oprostiti se,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",8.4069085e-05,0.00051995
6,ENG30-01987160-v,postaviti,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,0.00017977477,0.00010217435
7,ENG30-01348174-v,"zaključati,zabraviti",sputati pomoću brava ,0.00036295594,0.00010875414
8,ENG30-01376245-v,"rasuti,raštrkati,posuti,rasejati,rasturiti",razmestiti na raštrkan način . ,9.7667966e-05,0.00018221905
9,ENG30-01382083-v,"brati,sakupljati",Tražiti i sakupljati . ,0.0001891663,0.00038481056
10,ENG30-01387022-v,"oturpijati,isturpijati,strugati",uglačati turpija ,0.00014458311,0.13543811
11,ENG30-01393996-v,pomesti,Očistiti metenje . ,0.22317803,0.00019799673
12,ENG30-01421622-v,"ubaciti,umetnuti,staviti",staviti ili ubaciti u nešto . ,0.000103297796,0.0028136065
13,ENG30-01431987-v,"golicati,škakljati,dražiti",lagano dodirivati ili maziti . ,0.0055996357,0.00014427907
14,ENG30-01437254-v,"odaslati,izaslati,izdati","uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",9.63616e-05,0.00017605603
15,ENG30-01441100-v,probušiti,napraviti rupa u nešto . ,5.5290824e-05,0.0013537176
16,ENG30-01445932-v,"ujesti,ugristi","uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",0.00011147644,0.0001407553
17,ENG30-01446901-v,"mahnuti,mahati,vitalati",pomerati ili ljuljati napred-nazad . ,0.00016443068,0.00019048036
18,ENG30-01371756-v,"šutnuti,voditi","terati , voditi noga , u sport kao što jesam futbal . ",5.021901e-05,0.00010911163
19,ENG30-01370561-v,šutnuti,udariti noga ,6.3170315e-05,9.1231246e-05
20,ENG30-01391280-v,"uvaljati,razviti",poravnati ili raširiti valjak . ,0.08144519,0.00032437735
21,ENG30-01435380-v,"preneti,sprovesti",poslati od jedan osoba ili mesto na drugi . ,8.484455e-05,9.4688694e-05
22,ENG30-01456771-v,"štipati,štipnuti,stisnuti",Čvrsto stisnuti među prst . ,6.197704e-05,0.000118272335
23,ENG30-01461328-v,"smešati,pomešati",Smešati u jedan celina . ,5.9808688e-05,9.872161e-05
24,ENG30-01487311-v,"opteretiti,otežati,natovariti",natovariti teret . ,5.8320373e-05,0.00018890396
25,ENG30-01488956-v,utovariti,napuniti ili natovariti do kraj . ,0.0013950404,0.00013520959
26,ENG30-01489989-v,"nakrcati,natovariti",napuniti ili natovariti . ,0.119103566,0.00013034679
27,ENG30-01493619-v,"smestiti se,zavaliti se",Čvrsto ili sigurno se smestiti . ,0.0032205875,0.00015083095
28,ENG30-01528069-v,"smestiti,zabiti,zariti",zabiti ili silom uterati . ,0.08922517,0.009350604
29,ENG30-01536168-v,"proprati,isplaknuti",ispratiti sapun ili preostali prljavština . ,0.20347214,0.3332098
30,ENG30-01566705-v,"smrskati,skršiti",Uništiti ili oštetiti na nasilan način . ,4.4805845e-05,0.95880866
31,ENG30-01573515-v,"prekinuti se,preseći se,puknuti,rasparati",razdvojiti ili učiniti da se nešto naglo razdvojiti . ,0.00019629666,0.000104075574
32,ENG30-01631534-v,"zamisliti,stvoriti umom","stvoriti mentalno i apstraktan , a ne ručno . ",4.9925442e-05,0.27333096
33,ENG30-01634142-v,"smisliti,isplanirati,zasnovati",zamisliti neki ideja . ,0.03579408,0.002710611
34,ENG30-01691057-v,"crtati,pisati",ostavljati ili crtati po površina . ,0.00010154834,0.00014017208
35,ENG30-01723690-v,"oličavati,oličiti",poprimiti ili glumiti nečiji karakter . ,0.0007407162,0.0008145073
36,ENG30-01747374-v,prepisati,pisati nešto ponovo kako jesam . ,5.328893e-05,0.0001014695
37,ENG30-01797051-v,"oplakati,tugovati,jadikovati,ožaliti",Osećati tuga . ,1.8988343e-06,0.9667971
38,ENG30-01824532-v,želeti dobro,Osećati ili izražavati želja ili nada za nečiji budućnost . ,0.18222103,0.23707616
39,ENG30-01828405-v,"čeznuti,priželjkivati,žudeti",jako ili neprekidno želeti . ,0.22941613,0.23208143
40,ENG30-01866610-v,"vrteti se,kotrljati se,valjati se",vrteti se ili uzrokovati da se nešto vrtiti . ,0.00036526393,0.004596307
41,ENG30-01868370-v,"migoljiti se,uvrtati se,savijati se",micati se uvijen ili grčevit pokret ( posebno u borba ) . ,0.00010272167,0.00010246593
