X,Predicted,Real
"ručni alat sa tankim fleksibilnim sečivom, koji se koristi za mešanje ili širenje mekih supstanci",1,0
"naziv cifre 4, znak koji obeležava broj četiri",1,0
bivša osnovna novčana jedinica Portugala,1,0
standardni protokol za komunikaciju između elektronskih muzičkih instrumenata i računara,1,0
pokrivati tečnošću; sipati tečnost na,1,0
UY,1,0
kiselina koja sadrži bro i kiseonik,1,0
pokrivač napravljen od tkanine,1,0
novčana jedinica Indije,1,0
pričvrstiti šivanjem; syiti,1,0
naziv pod kojim je poznata kakva geografska lokacija,1,0
žensko rublje i noćna odeća,1,0
način rada ili ponašanja,1,0
Britanski pisac (rođen u Irskoj) (1856-1950).,1,0
čin odlaska,1,0
naneti nekome nepravdu,1,0
ponavljanje posle umetnutih reči,1,0
GH,1,0
pripremiti i izdati za javnu distribuciju ili prodaju,1,0
novčana jedinica Sijera Leonea,1,0
membrana u uvetu koja vibrira na zvuke,1,0
kostruisati ili strukturisati iznova,1,0
trivalentan metal grupe retke zemlje; obični se javlja u zajedno sa itrijumom,1,0
smrznuta voda u čvrstom stanju,1,0
ući u formalni dogovor ili dati svečano obećanje,1,0
teški automatski top koji izpaljuje iz aviona,1,0
novčana jedinica Svazilenda,1,0
vodarica,1,0
opaliti ili se isprazniti,1,0
italijanska usoljena i sušena šunka koja se seče veoma tanko,1,0
Otkazati ili poništiti radnju ili njenu posledicu,1,0
izraziti zahvalnost ili pokazati poštovanje,1,0
"točak oko koga može da se namota vlakno, traka, film ili drugi fleksibilan materijal",1,0
duž koja spaja dve tačke na kružnici i prolazi kroz njen centar,1,0
drvena struktura koja se sastoji od uspravne grede sa poprečnom letvom,1,0
"udica na kojoj su pričvršćeni kanap, plovak, visak i kuka",1,0
osećanje intezivne nesreće,1,0
Nestašno ponašanje sa namerom da pobudi seksualno zanimanje.,0,1
penutski jezik kojim govori narod Cimši,1,0
napraviti fonetsku transkripciju,1,0
prednja strana mesnatog dela,1,0
podesiti razmake između reči,1,0
nalog za izvršenje smrtne kazne,1,0
tvar koja trpi brzu hemijsku promenu (uz proizvodnju gasa) kada se zagreje ili udari,1,0
proučavanje upotrebe jezika,1,0
"komercijalni proces koji je na snazi u toku promocije, prodaje i distribucije kakvog proizvoda ili usluge",1,0
porodica jezika kojom govore Karibljani,1,0
tekst koji prethodi glavni tekst knjige,1,0
indonezijski jezik kojim se govori na Malim Sundskim ostrvima,1,0
"Kvalitet koji čini daa je nešto poželjno, vredno ili korisno.",0,1
osoba čija je svetost izuzetna,1,0
"dozvoliti ulaz, dati ulaz u nešto",1,0
nedovoljno poznati paraziti mišića kičmenjaka,1,0
"Čvrsto istkana tkanina, koristi se za stolice, jedra, šatore).",1,0
osobina onoga što je povezano ili stepen nečega što je povezano,1,0
označiti mustrom ukrštenih linija,1,0
knjiga koja sadrži zbirku pesama,1,0
neko ko piše novi zakon ili plan,1,0
novčana jedinica Bugarske,1,0
određen po značenju (čovek u sintagmi 'visok čovek'),1,0
novčana jedinica Nikaragve,1,0
uspostaviti mapiranje elemenata skupa,1,0
listovi bilo koje biljke iz porodice Lactuca sativa,1,0
posmatrati kao okom,1,0
dokaz koji ukazuje na moguće rešenje,1,0
ruska reka u Sibiru; teče na sever i uliva se u Severno ledeno more,1,0
najmanji sadržalac koji je deljiv svakim brojem iz datog skupa,1,0
sprovesti kaznu nad nekim,1,0
Visoka vrednost nečega.,0,1
naterati nekog da napusti službu,1,0
beli mineral; ruda cinka,1,0
program koji daje računaru instrukcije pomoću kojih korisnik dobija alat za izvršenje nekog zadatka,1,0
najmanji moguć,1,0
rekreativni objekat koji uključuje bazen za vodene sportove,1,0
pričvrščivaač za zatvaranje vrata ili prozora,1,0
obezbediti računarima,1,0
humanističko izučavanje srži književnosti,1,0
Slova upisana na nečemu (posebno izrezbarena ili ugravirana).,1,0
održavati konverzaciju,1,0
upotrebiti moć ili uticaj,1,0
teška okeanska ptica kratkog repa,1,0
higrometar koji pokazuje varijacije relativne vlažnosti atmosfere,1,0
Posvetiti iznova nakon oskvrnjenja,1,0
Nešto što ljudi rade ili što se zbog ljudi dogodi,1,0
pokušavati da se spreči otkrivanje (posebno od strane policije),1,0
kulinarski naziv za krabe koje su skoro presvukle svoj egzoskelet,1,0
usoljen i sušen zid stomaka sa boka svinje,1,0
"zadati niz koraka, deo većeg računarskog programa",1,0
Brod sa ravnim dnom za prenos teškog tereta (posebno na kanalima).,1,0
novčana jedinica Poljske,1,0
prenos informacija širokoj publici,1,0
prirediti interlinearni prevod reči ili izraza,1,0
bitka između pomorskih flota,1,0
grbica koja raste u čistim barama i potocima,1,0
viski ilegalno destilovan iz kukuruzne smeše,1,0
podnevni obrok,1,0
skočimiši Starog sveta.,1,0
Godišnja ili višegodišnja biljka iz tropske Azije koja ima klasove malih belih cvetova i aromatično lišće; jedna od najčešće korišćenih trava u kulinarstvu.,1,0
kamen koji nastaje stvrdnjavanjem mineralnih soli; nalazi se u šupljim organima ili kanalima tela,1,0
posuda u kojoj se jelo služi ili iz koje se jede,1,0
koji može ponovo da se koristi,0,1
"funkcionalna reč koja se kombinuje sa imenicom, zamenicom ili imeničkom sintagmom dajući tako predloško-padežnu konstrukciju koja može imati pridevsku ili prilošku funkciju",1,0
koristiti računarskog miša za pomeranje ikonica na ekranu i biranje komandi iz menija,1,0
rečenica u indikativu kojom se nešto izjavljuje,1,0
ločina,1,0
"posebno označiti, istaći",1,0
virus koji je parazit u bakterijama; koristi bakterijski mehanizam i energiju da proizvodi više faga sve dok ne uništi bakteriju a zatim se fag oslobađa da bi napao okolne bakterije,1,0
