X,Predicted,Real
uzrokovati da se nešto prevrnuti ,1,0
"biti uplašiti , plašiti se ",0,1
koji osećati ili izazivati radost ,1,0
blagonaklon procena ,1,0
koji jesam otrovati ili proizvoditi otrov . ,0,1
"koji jesam okarakterisati mračan , mističan i groteska ",0,1
slab sposobnost da se razumeti iskustvo ili profitirati iz on . ,0,1
proces i funkcija organizam . ,1,0
fistularija ,1,0
na prljav i nečist način ,0,1
kompatibilnost opservacija ,1,0
liver Or meat Or fowl finely minced Or ground and variously seasoned ,1,0
svojstvo onaj koji nedostajati živost ,0,1
Jasen . ,1,0
odbaciti ( dokument ) kao nevažeci ,0,1
koji lako žaliti i sažaljevati ,1,0
staviti na kocka u nada za povoljan ishod . ,0,1
stanje kada jesam neki prosperitetan i uspešan . ,1,0
mržnja usmeriti prema promena ili prema sav što jesam nov ,1,0
stanje telo ili telesni funkcija . ,1,0
postati psihološki ili fizički naviknut ( na nešto ) . ,1,0
Položaj delovati ili element . ,1,0
neki nizak rang ili položaj ili kvalitet . ,0,1
patiti od nešto ; bolovati od nešto . ,0,1
KZ ,1,0
koji jesam spojiti ili vezati . ,0,1
zgrada u koji se vršiti likvidacija životinja radi proizvodnja meso ,0,1
Ispuštati vonj . ,0,1
"smear with blood , as In a hunting initiation rit , where the faca of a person is smeared with the blood of the kill ",0,1
Not standard ; Not accepted as a model of excellence ,0,1
Spanać . ,1,0
Myrtaceae ; Combretaceae ; Elaeagnaceae ; Haloragidaceae ; Melastomaceae ; Lečthidaceae ; Lythraceae ; Rhizophoraceae ; Onagraceae ; Lečthidaceae ; Punicaceae ,1,0
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,1,0
Najviši moguć nivo ili stepen . ,1,0
"pojmiti mentalno , kao ideja . ",1,0
koji pokazivati ili izazivati veselje i zadovoljstvo ,1,0
Dakiri bez alkohol ,1,0
osećati zadovoljstvo zbog nešto ,1,0
Čin konstruisanje nešto ( kao masšinskog delo ) . ,1,0
osobina onaj ko jesam prihvatiti i ne upućivati on se pohvaliti . ,0,1
Čin oštećivanje nešto ili neki . ,1,0
koji jesam u dobar zdravlje telo ili duh . ,0,1
Medvedtka . ,1,0
okarakterisan zloba ,0,1
biti podvrgnuti ( emocionalan bol ) . ,0,1
postati ukočiti ili krut . ,1,0
vrteti se ili uzrokovati da se nešto vrtiti . ,1,0
osoba koji ne raditi . ,1,0
stanje promena ,1,0
ispoljavanje rastuženosti ,0,1
"koji jesam normalan , tipičan , uobičajen , regularan ili jesam u saglasnost sa norma . ",0,1
stanje nečiji finansije . ,1,0
pogrešno predstaviti ,1,0
kotinge ; kolibar lofornis ,1,0
Pokušaj da se za sebe dobiti ličan priznanje ( posebno neprihvatljiv sredstvo ) . ,0,1
izazvati otvaranje ili da nešto postati otvoreno . ,1,0
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",1,0
u koji nem život . ,0,1
ispuniti ili anulirati dug ,1,0
nastrojen prema nešto . ,1,0
ljudski biti . ,1,0
ljudski biti . ,1,0
"dodirnuti , dotaknuti , očešati . ",1,0
ne pridržavanje moralan princip . ,0,1
Oštećenje normalan fiziološki funkcija koji pogađati deo ili ceo organizam . ,1,0
kužnjak ,1,0
prihvatati . ,1,0
neki ko birati prema eklektičan metoda ,1,0
postati manje . ,1,0
"Milava , šašuljica . ",1,0
nezakonit ubijanje s predumišljaj jedan čovek od strana drugi . ,0,1
"brojanje glas ( na primer , na izbor ) ",1,0
"odgovor telesni tkivo na povreda ili nadržaj ; karakterisati ga bol , otok , crvenilo i pečenje . ",0,1
Prestonca Bosna i Hercegovina . ,1,0
stanje u koji jesam osoba krepak i nem telesni i duševan bolest . ,1,0
ubijanje životinja ( za hrana ) ,0,1
koji trpiti atrofija ,1,0
koji jesam intelektualan . ,0,1
Oružani sukob protiv neprijatelj . ,0,1
"učiniti da nešto postati sanitarni ( bez bacil ) , replaced-dns ",1,0
"stanje kada osoba stalno žmirkati , treptati . ",1,0
Spuštanje padobran . ,1,0
strastan poljubac ,1,0
Osećanja proživeti kada jesam neki u zadovoljan stanje . ,1,0
razgnevxlen nešto nepravedan ili pogrešan ,0,1
biti jako tužan ,0,1
postati dug ili dug ,1,0
koji jesam zadovoljan ; koji doživljavati ili ispoljavati nezadovoljstvo ,0,1
Nešto što jesam zapoveđen . ,1,0
"Nemogućnost da se odmoriti , opustiti ili biti miran . ",0,1
raspodeliti naširoko . ,1,0
koji nemati neki izrazit kvalitet ili karakteristika . ,1,0
"GXivasti korali , gljivač . ",1,0
Žena-domaćin . ,1,0
sav koji ne pripadati sveštenstvo . ,1,0
čin nameran odstupanje od istina ,0,1
nešto što izazivati osećanje čuđenje ,1,0
podsticati neki da počiniti zločin ili neki krivičan delo ,0,1
"brutalan , varvarski i divljački čin ",1,0
Započeti ili voditi rat . ,0,1
koji obezbeđivati ili osećati fizički udbnost ili opuštanje . ,1,0
Čin fizički bežanje . ,1,0
tražiti ili tragati ,1,0
stanje zatočenosti ( obično za kratak vreme ) ,1,0
koji jesam moralno lož ili pogrešan . ,0,1
Frojdov termin za seksulanu potreba ili želja ,1,0
svaki racionalan ili iracionalan broj ,1,0
bivati bolje . ,1,0
kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . ,0,1
"kriv , na primer kružnica , koji nemati krajnje tačka . ",1,0
koji se protiviti pravilo ili usvojen praksa . ,0,1
"koji jesam popustljiv , koji se teško upravljati . ",0,1
