X,Predicted,Real
stupiti u brak . ,1,0
Štampane stvar u oblik novina ili časopis . ,1,0
koji tek što jesam zaspati ,1,0
"osoba ili komitet , departman , i sl . koji činiti telo čiji jesam cilj upravljnja nešto . ",1,0
termin za jabukovač ( cider ) koji se koristiti u sad i neki deo Kanada ,1,0
GH ,1,0
biljka iz rod Solidago koji cvetati uglavnom u leto i jesen . ,1,0
Dikotiledonske voden biljka . ,1,0
vodarica ,1,0
čin neprikladan intimnost ,1,0
osećanje intezivne nesreća ,1,0
Nestašno ponašanje sa namera da pobuditi seksualan zanimanje . ,0,1
koji jesam veseo niti izazivati veselje ,1,0
list biti koji biljka iz porodica Lactuca sativa ,1,0
visok vrednost nešto . ,0,1
humanistički izučavanje srž književnost ,1,0
posvetiti iznova nakon oskvrnjenja ,1,0
u rimski mitologija obg ljubav ; u grčki mitologija on odgovarati Eros ,1,0
kvalitet nešto što jesam adekvatno ili perfektno . ,1,0
Čin poman razgledanje da biti se naći nešto ili neki . ,1,0
red koji se poklapati sa porodica Plantaginaceae . ,1,0
koji moći ponovo da se koristiti ,0,1
duhovan vođ u nehrišćanski religija ,1,0
o Mediteran ili koji se ticati Mediteran ili jesam krakatersitično za Mediteran ili se nalaziti blizu Mediteran ,1,0
oblikovati krivina . ,1,0
otresti se ( nešto ) . ,1,0
carić ,1,0
stanje bez oštećenje ili propadanje ,0,1
jedan vrsta : tila . ,1,0
"biti povaliti , biti u horizontalan položaj . ",1,0
proizvesti smeh . ,0,1
priroda ili svojstvo onaj ko jesam emocionalan . ,0,1
knjigovodstveni dnevnik kao fizički objekt . ,1,0
jezik Kečua koji jesam govoriti Inka ,1,0
"brutalan , varvarski i divljački čin ",1,0
grčki jezik onakav kakav se govoriti i pisati danas ,1,0
svaki odstupanje od zdrav ili normanog stanje ,1,0
"Anturium , filodendron , ? ? ",1,0
rod porodica Perdicinae . ,1,0
"standardan teleprinterska tastatura ; taster za Q , W , E , R , T , i Y jesam prvi šest s levi strana u gornji red slovni taster ",1,0
dopustiti da moneta fluktuirati . ,1,0
paprikaš sa ćuretina ,1,0
biti prihvatljiv ili pristati . ,0,1
tukan ,1,0
koji činiti živahan i veseo ,0,1
"naučnik sa neki srednjovekovan univerzitet , vičan sholasticizmu ",1,0
( za naglašavanje značenje ) izuzetno dobro ,0,1
zbir vrednost podeljen broj vrednost ,1,0
neki od mnogi paprat koji rasti na stenovit zemljište iz rod Asplenium . ,1,0
obaj koji neposredno slediti po vreme ili red ,1,0
konj riđ dlaka . ,1,0
"naljutiti , posebno nevažan uzrok . ",1,0
Rogač ,1,0
Muškarac koji jesam aristokrata . ,1,0
čerkeski jezik koji govoriti Abhazi ,1,0
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
a portable gun ,1,0
u grčki mitologija grupa od @card@ ( do @card@ ) nimfa koji jesam čuvati jabuka koji jesam Gej dati Hera kao svadbeni dar ,1,0
ispoljavanje rastuženosti ,1,0
"obožavanje idol , slika koji jesam od bog ",1,0
učiniti nešto prav i ispravan ,1,0
rod familija Pelecanidae . ,1,0
Ericaceae ; Clethraceae ; Diapensiaceae ; Epacridaceae ; Lennoaceae ; Pyrolaceae ; Monotropaceae ,1,0
odnositi se na čovečanstvo odnosno na vreme postojanje ljudski rod ,1,0
rod paprat koji pripadati porodica Polypodiaceae ( u neki klasifikacioni sistem uključivati i rod Asplenium ) ,1,0
posuda u koji se ulivati tečnost da se stvoriti dati oblik kada se stvrdnuti . ,1,0
Načiniti neki besniti . ,1,0
AF ,1,0
upadljiv uspeh . ,0,1
dati prvenstvo kandidat ili mera ili odluka . ,1,0
Treća planeta od sunce ; planeta na koji ja živiti . ,1,0
cifra od @card@ do @card@ u oktalnoj notacija ,1,0
sudski dokument koji se lice pozivati na sud da odgovoriti na optužnica ( optužba ) ,1,0
Uobičajeni kućni i poljski popac . ,1,0
licenca koji se omogućavati bavljenje određenom profesija ,1,0
pekidanje sednica ili sastanak ,1,0
gavke ,1,0
čin umirivanje ; ponovan zadobijanje čiji poverenje ,1,0
šta nedvosmisleno tvrditi ili kakav dvoznačnost razrešiti ,1,0
biljka iz rod Nigella ,1,0
formirati u brežuljak ,1,0
tamnosiv oblak koji donositi kihati ,1,0
"babica , služnjače ",1,0
koale ,1,0
