X,Predicted,Real
preširok odeća od materijal za peškir koji se nositi nakon kupanje ili plivanje ,1,0
potpodela neki vrsta stvar ,1,0
posoliti i glazirati kreker uglavnom u oblik olabavljen čvor . ,1,0
GH ,1,0
osećati zadovoljstvo zbog nešto ,1,0
zaokružen podela telesni organ ,1,0
čin kojimse sakrivati postojanje nešto tako što se taj sakrivati od pogled ,1,0
"mesto gde nešto počiniti , gde nastajati . ",1,0
imovina koji imati ekonomski upotrebljivost : novčan ili razmenjiv vrednost . ,1,0
proizvoditi zvuk lajanje . ,1,0
"odgovor telesni tkivo na povreda ili nadržaj ; karakterisati ga bol , otok , crvenilo i pečenje . ",0,1
revolucija u Francuska kada jesam srušiti monarhija @card@ ,1,0
MY ,1,0
poklapati se sa red Pholidota . ,1,0
an authoritative declaration ,1,0
osoba koji ne prihvatati nov ideja ,0,1
veoma odbojan ,0,1
koji se odnositi na rekurziju ,1,0
izneti optužujući tvrdnja ,1,0
tresti se kao od hladnoća ili strah . ,1,0
koji se ticati ili se odnositi na etiologija ,1,0
osoba koji jesam roditi na neki određenom mesto ; osoba koji jesam taj mesto zavičaj . ,1,0
"koji jesam originalan ; jesam produktivan , ne donositi ništa neobično niti sveže . ",0,1
utensils made with copper ,1,0
koji jesam sklon ljubav ili ispoljavanje ljubav ,1,0
TZ ,1,0
božji ovčica ,1,0
smanjenje u veličina organ usled bolest ili nekorišćenja . ,0,1
intenzivan ojađenost ,0,1
biljka iz rod Trifolium . ,1,0
osnova na koji se nešto temeljiti . ,1,0
svojstvo onaj koji nedostajati živost ,0,1
rod familija Fasciolidae . ,1,0
posramiti neki ; povrediti nečiji ponos . ,0,1
"koji izazivati iznenađenje , čuđenje ili zadivljenost ",0,1
član socijalistički ili komunistički inetrnacionale ,1,0
rod familija Tuberaceae : gljiva čiji jesam telo tiplično ? truffles ,1,0
zastareo naziv za Čanophyceae ,1,0
"biti uplašiti , plašiti se ",0,1
lingvistički element koji se pridodavati reč kako biti se stvoriti biti njen flektivni ili izveden oblik ,1,0
o granulocitima ili koji se odnositi na granulocite ,1,0
Ericaceae ; Clethraceae ; Diapensiaceae ; Epacridaceae ; Lennoaceae ; Pyrolaceae ; Monotropaceae ,1,0
nešto što izazivati osećanje čuđenje ,1,0
Čin kradenja . ,1,0
porodica gljiva iz razred Lichenes . ,1,0
pretvaranje iz jedan jedinica ili obilika u drugi ,1,0
kvalitet onaj ko jesam brižljiv . ,0,1
umetnik iz perioda romantizam ili koji jesam pod uticaj romantizam . ,1,0
pita u mali gutljaj . ,1,0
koji zasluživati sažaljenje ili podsticati na sažaljenje ,0,1
biljka iz rod Veronica . ,1,0
Načiniti neki besniti . ,1,0
nenormalan depresija i nezadovoljstvo ,0,1
biti izračunat ,1,0
"onaj koji se ne moći ukazati poverenje , u koji se ne moći pouzdati ",0,1
onaj koji prav apstrakt ili sažimati informacija ,1,0
predočiti dokaz za kakav tvrdnja ,1,0
"prvi mleko dan dva posle teljenje ( jagnjenje , koženja ) ",1,0
