X,Predicted,Real
lokomotorni organ koji jesam u vida meridionalnih traka koji se pružati duž čitav telo . na taj traka se nalaziti niz pločica koji nositi trepljati ( cilije ) i imati izgled češalj . Pločica nastajati stapanje treplja ćelija epidermisa . ,1,0
"koji karakterisati ili koji pokazivati prihvatanje , slaganje ili uverenost . ",1,0
okrutan poslodavac koji od zaposlen tražiti da prekomeran raditi . ,0,1
formirati u brežuljak ,1,0
"izazvati ljutnja , bes . ",1,0
kukac iz porodica Psychodidae . ,1,0
stanje sumoran žalost ,0,1
Jezička jedinica po koji jesam poznat osoba ili stvar . ,1,0
Čin proveravanje ili potvrđivanje . ,1,0
Muškarac koji jesam aristokrata . ,1,0
pavlaka koji imati dovoljno mastiti da moći da se tući ( @card@ % do @card@ % ) ,1,0
turkijski jezik koji govoriti Karakalpaci ,1,0
Čin koji se neki ili nešto remetiti ; pokretati nešto . ,1,0
"koji se lako upravljati , koji ustupati . ",1,0
sastojati se od sav živ glavonožac osim porodica Nautilidae : red Octopoda ( hobotnica ) i Decapoda ( lignja ) ,1,0
sposoban za korektan i validan rezonovanje ,1,0
pokušati uzavreti javno mnjenje ,1,0
neki ko pokušavati da probrati drugi u drugi vera ili dkotrinu . ,1,0
trka izmeđo obično veoma moćan automobil ,1,0
čin usporavanje ili zaostajanje ,1,0
slediti u potera ili kao u potera . ,1,0
"koji jesam povezati sa trgovina , koji jesam uključiti u trgovina ili ga sponzorisati trgovina . ",1,0
neučestvovanje u spor ili rat ,1,0
"of summer nights in northern latitudes where the sun barely sets ; "" white nights "" ",1,0
ispustiti iznenadan glasan krik . ,1,0
Čin prljanje nešto . ,0,1
imati neželjen ili negativan kvalitet ,0,1
osoba ili firma koji zapošljavati radnik ,0,1
an abundance of material possessions and resources ,1,0
"Karakteristično stanje osećanje , uobičajen ili relativno privremeno . ",1,0
rod familija Pelecanidae . ,1,0
koji slediti prihvaćen običaj i pristojnost . ,0,1
onaj koji jesam stalan ili postojan ,0,1
Otić uzletanje sa zemlja . ,1,0
kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . ,0,1
koji nedostajati dobar raspoloženje ,0,1
granica koji označavati krajnost nešto . ,1,0
čin koji se neki iskorišćavati ili maltretirati ,1,0
sisara koji imati posteljica . ,1,0
odbacivanje čin zabrana ,1,0
monarhija na čiji jesam čela gralj ili kraljica ,1,0
koji se odnositi na sabat i njegov očuvanje ,1,0
koji jesam otrovati ili proizvoditi otrov . ,0,1
slika nag telo . ,1,0
kretati se gladak i bez muka . ,1,0
biti koji neprijateljski grupa ljudi ,1,0
zagovornik princip humanizam ,1,0
ploča koji jesam izgravirana ,1,0
ispuniti očekivanje . ,1,0
dati verbalan ili drugi izraz svoj osećanje . ,1,0
učiniti da šta osećati ; učiniti osetljiv ,1,0
pređen put u jedinica vreme ,1,0
nabasati na neki nespreman . ,1,0
koji jesam vezati za infinitiv ili koji jesam formirati od infinitiv ,1,0
ukuvati zgnječiti voće . ,1,0
koji ne pripadati snaga sopstven zemlja ili snaga saveznik ,0,1
"u skolastika , jedan od četiri vrlina koji dolaziti od priroda . ",1,0
radnja u koji raditi frizer i drugi ulepšivači . ,1,0
jezik Apača ,1,0
four o'clocks ,1,0
rod porodica Phalangeridae . ,1,0
životinja iz red averova koji se hraniti strvina i zudara . ,1,0
imanje gde se prodajni kultura gajiti na velik ( posebno u tropski kraj ) . ,1,0
"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi ",0,1
opšte prihvatiti i uvažiti ,1,0
Učiniti nestabilan . ,1,0
kada nem jednakost ,0,1
zeljast biljka iz rod Cardamine . ,1,0
koji ne moći da se desiti ili ostvariti ili s koji se ne moći rukovati . ,0,1
sposobnost onaj što jesam stabilan i na siguran i nepomično fiksirati na jedan mesto ,1,0
vuga ,1,0
teorija u psilogiji po koji jesam asocijacija osnovni princip mentalan aktivnost ,1,0
Površina koji predstavljati deo spoljašnjost neki objekt . ,1,0
nešto što izazivati osećanje čuđenje ,1,0
dijalekt engleski koji se govoriti na Oksfordskom univerzitet i koji mnogi smatrati izveštačen i visokoparan ,1,0
stupiti u brak . ,1,0
dati prvenstvo kandidat ili mera ili odluka . ,1,0
preslica i slčne vrsta . ,1,0
Često se gajiti kao salata ili saksijska biljka ; često korov . ,1,0
Čin isplaćivanje novac . ,1,0
koji jesam veseo niti izazivati veselje ,0,1
sob u koji se ručavati . ,1,0
ljubazan i blag stav prema ljudi ,1,0
utvrditi tako da rezultat jesam više sumnjiv ni upitan ; definitivno poznat ,1,0
"biti uplašiti , plašiti se ",0,1
