X,Predicted,Real
a flour mixture stiff enough taj knead Or roll ,1,0
osećanje dubok ljubav i divljenje ,0,1
"biti povaliti , biti u horizontalan položaj . ",1,0
prilika za poseban veselje da obeležiti neki srećan događaj ,1,0
od velik značaj ili važnost . ,0,1
lisnat mahivone ; uključivati rdove : Andreaeales ; Bryales ; Dicranales ; Eubryales ; Sphagnales . ,1,0
koji se odnositi ili jesam oboleti od hemofilija ,1,0
drugi ime za jedan od mnogi porodica u koji se deliti porodica Polypodiaceae u neki kasifikacijama . ,1,0
uglavnom primorski evroazijski zeljast biljka : koleničica . ,1,0
koji se odnositi na ili koristiti dijalektika ,1,0
formalno predložiti ; na debata ili na skupštinski sastanak ,1,0
razmisliti duboko o neki tema . ,1,0
obaj koji neposredno slediti po vreme ili red ,1,0
označiti zvezdica ,1,0
šta poručivati udaranje ( npr . prst ili palica ) ,1,0
preterano velik ,1,0
evroazijski sadža sa crn fleka na stomak ,1,0
Oruga po koji se kretati tramvaj . ,1,0
izazvati šteta na nešto . ,1,0
osoba koji voliti ili jesam voljen ,0,1
koji se odnositi na drevan aramejske jezik ,1,0
velik mišični vrećast organ koji pripadati gastrintestinalno trakt ; važan organ za varenje . ,1,0
vodnica ,1,0
okeanijski jezik koji se govoriti na Tahiti ,1,0
kravajac ,1,0
švajcerski matematičar ( @card@ ) ,1,0
turkijski jezik koji govoriti Turkmeni ,1,0
koristiti se za proizvodnja fruktoza ,1,0
velik bogatstvo . ,0,1
ostanak na neki mesto ,1,0
Značeća reč koji se koristiti za indeksiranje i katalogiziranje . ,1,0
posati koji komercijalan firma obezbeđivati njen kupac . ,1,0
koji narušavati princip dobra i zlo . ,1,0
tuja ,1,0
secretary birds ,1,0
angažovati ili unajmiti za neki posao ,0,1
dijalekt engleski koji se govoriti na Oksfordskom univerzitet i koji mnogi smatrati izveštačen i visokoparan ,1,0
pozitivno naelektrisati jon ,1,0
suglasnik koji se artikulisati korišćenje oba usna ; / p / ili / b / ,1,0
koji činiti ili donositi dobro ,0,1
sputati pomoću brava ,1,0
preslica i slčne vrsta . ,1,0
romanski jezik koji se govoriti u Fancuskoj i u zemlja koji jesam biti Francuska kolonija ,1,0
čin pristajanje ( kao što jesam pristupanje čiji zahtev ) ,1,0
Bizamko goveče ,1,0
Očišćenje telo korišćenje purgativa koji stimulisati pražnjenje crevo . ,1,0
preparat koji se koristiti za čišćenje nešto ,0,1
gajiti osećanje dubok poštovanje i strah pred autoritet . ,0,1
ET ,1,0
bolest koji karakterisati neki zapaljenski proces ,1,0
runolist ,1,0
čin neprikladan intimnost ,1,0
"koji se ticati jemena , njegov ljudi i kultura ",1,0
"škripnuti , ? ? ? ",1,0
koji se odnositi na termodinamika ,1,0
"koji pokazivati ili jesam motivisan saosećanje , razumevanje i velikodušnost ",0,1
Osećati bol . ,1,0
dodatak koji produživati glavnu zgrada ,1,0
Događaj koji se pribojavati . ,1,0
ukrasiti ili namestiti pomoću nešto okačen ,1,0
tresti brzo i nevoljno . ,1,0
Ublažavanje patnja ; pokazivanje velik dobrota prema izmučen . ,0,1
"nov obraćenik , posebno u jevrejski vera ",1,0
Čin ili proces merenje . ,0,1
koji jesam u sklad sa metoda ili princip nauka . ,1,0
moreuz Engleskog kanal između obala Hempšir i ostreva Vajt ,1,0
Leminzi ,1,0
posmatrati s pažnja ; upraviti nečiji pogled . ,1,0
biljka iz porodica Portulacaceae koji imati mesnat sočan lišće i obiyno se gajiti kao začinski biljka ; u neki kraj jesam korov . ,1,0
