X,Predicted,Real
"(politika) obezbeđivati usluge, ugovore i pozicije u zamjenu za političku podršku",0,1
Nesposobnost osobe da se seti ili uradi ono što obično može; često uzrokovana emoionalnom napetošću.,0,1
podsticati nekog da počini zločin ili neko krivično delo,0,1
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",1,0
Neko ko proizvodi nešto.,0,1
ispuniti slutnjom ili uznemirenošću; izazvati neprijatnu iznenađenost,1,0
not standard; not accepted as a model of excellence,0,1
promena u niže stanje (manje poštovano),0,1
U kome nema života.,0,1
uništen ili veoma oštećen vatrom,0,1
Prošireno značenje; posebno se odnosi na psihološku hladnoću; bez ljudske topline i emocija.,0,1
"Stanje čovekovih osećanja, posebno vezano za zadovoljstvo ili potištenost.",1,0
Stanje kada je učinjen prekršaj.,0,1
povući se,0,1
Koji više nema životne funkcije (ili bar tako izgleda).,0,1
proglasiti krivim (utvrditi krivicu),0,1
nesposoban da deluje: bez pomoći,0,1
Postati gori.,0,1
Pričati na besposlen ili neobavezan način sa elementom sumnje ili bez dovoljno razloga da se dođe do zaključka.,0,1
poseban oblik sagrešenja,0,1
Emocionalna poremećenost; osnovno osećanje koje ljudi pokušavaju da izbegnu.,0,1
"Govoriti nerazgovetno, obično tihim glasom.",0,1
Duboko dirnuti.,0,1
Čin oštećivanja nečega ili nekoga.,0,1
na nižem nivou po rangu ili značaju,0,1
Postati lošije.,0,1
Postati nestabilan.,0,1
obestan i uzbudljiv poduhvat (ne nužno zakonit),0,1
"Izazvati ljutnju, bes.",1,0
Koji raskida sa tradicijom i opšte prihvaćenim.,0,1
"Nemogućnost da se odmori, opusti ili bude miran.",0,1
naneti nekome nepravdu,0,1
Sastavljati od komponenata ili delova.,0,1
Koji nema neke izrazite kvalitete ili karakteristike.,1,0
Pokušaj da se za sebe dobije lično priznanje (posebno neprihvatljivim sredstvima).,0,1
"Napraviti nered, uništiti.",0,1
Čin konstruisanja nečega (kao masšinskog dela).,0,1
"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost.",1,0
Izazvati štetu na nečemu.,0,1
odbiti s gnušanjem,0,1
Čin prevare.,0,1
Čin prljanja nečega.,0,1
Učiniti ružnim.,0,1
Ukloniti posvećenost sa osobe ili objekta.,0,1
koji oseća nadolazeću opasnost,0,1
onaj kojeg niko ne želi ili ne priželjkuje,0,1
loše mirisati,0,1
biti odbojan; izazivati averziju,0,1
kada nema jednakosti,0,1
Čin kojim se sloboda neke osobe ograniči tako što se ona zatoči,0,1
koga odrati (po pitanju cene); za šta nerazumnu cenu tražiti,0,1
okoristiti se kakvim mogućnostima bez obzira na posledice za druge,0,1
Odsustvo kvaliteta koji bi činili nešto vrednim ili korisnim.,0,1
Koji ne može da se desi ili ostvari ili s kojim se ne može rukovati.,0,1
Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.,0,1
stvari ponuđene na prodaju,0,1
Čin nanošenja rane.,0,1
"Biti lažljiv, neiskrene prema nekome.",0,1
Stanje koje još ne odgovara zrelosti.,0,1
Koga motiviše briga za otklanjanje patnji drugih.,1,0
Kvalitet onoga što ne može da postoji ili radi u usklađenoj kombinaciji.,0,1
stanje opuštenosti i neosećanja bola,1,0
"koji misli najgore o ljudskoj prirodi i motivima; koji ima podrugljivu nevericu u, npr. u nesebičnost drugih",0,1
