X,Predicted,Real
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",0,1
Osobina onog ko je široko prihvaćen i čije se društvo traži.,0,1
Ne pridržavanje moralnim principima.,1,0
"koji se želi, traži",0,1
Profesor najvišeg ranga.,0,1
Ukloniti neželjene supstance iz nečega.,0,1
zapis koji je u službi obožavanja božanstva,1,0
koji proizvodi ili je sposoban da proizvodi (posebno u velikim količinama),0,1
Radnik koji je najamljen da obavi posao.,0,1
Osoba koja ispoljava pobožnost.,1,0
čin umirivanja; ponovno zadobijanje čijeg poverenja,1,0
Koji može da se desi ili da postoji.,0,1
diviti se i čuditi nečemu,0,1
Osoba koja se brina o ljudima i njihovoj svojini.,0,1
obestan i uzbudljiv poduhvat (ne nužno zakonit),1,0
"Stanje čovekovih osećanja, posebno vezano za zadovoljstvo ili potištenost.",1,0
Oslobođen spoljašnje kontrole i ograničenja.,0,1
na visokom nivou po rangu ili značaju,0,1
Čin dodavanja spoljašnjih ukrasa na nešto.,0,1
veselo osećanje,0,1
osećanje izazvano nečim čudnim i iznenađujućim,0,1
osoba čija je svetost izuzetna,0,1
Stanje biti zaposlen ili imati posao.,1,0
Koji je pred erupcijom ili izbacuje lavu (o vulkanima),0,1
Stvoriti mišljenje o nečemu ili preneti stav.,0,1
"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost.",0,1
Omotač koji treba da zaštiti nešto od oštećivanja ili povrede.,0,1
"Onak koji je produktivan, svež, neobičan; nešto što je prvi put smišljeno.",0,1
držanje do moralnih principa,1,0
an authoritative declaration,1,0
koji može da se redukuje,0,1
Učiniti ponovo.,1,0
razvijati se u pozitivnom smeru,0,1
Postati demokratičniji (za naciju).,1,0
koji zaslužuje sažaljenje ili podstiče na sažaljenje,1,0
može se koristiti i u vremenskom smislu,0,1
veseo i ozaren,0,1
angažovati ili unajmiti za neki posao,0,1
onaj koji je po moralnim kvalitetima ili izgledu nalik na anđela ili sveca,0,1
Proceniti vrednost nečega.,0,1
Crkveni obred kojim se nešto čini svetim.,1,0
"lična sloboda od ropstva, zarobljeništva i ugnjetavanja",0,1
Pristajanje uz ono što je opšte prihvaćeno.,0,1
"odgovornost advokata da čini najbolje za svog klijenta, da najbolje štiti interese svog klijenta",1,0
Nešto što ima veličinu i može da se predstavi matematičkim izrazom pomoću konstane ili promenljive.,0,1
koji nešto potvrđuje,0,1
"Ono što je u saglasnosti s normom ili što čini normu (standard, socijalnu normu, ird).",0,1
"U skolastici, jedna od četiri vrline koje dolaze od prirode.",0,1
iskreno moliti ili tražiti nešto,1,0
Aktivnost štićenja nekoga ili nečega.,0,1
"osobina onoga koje je konstantno, postojano",0,1
Proizvesti smeh.,0,1
Stanje u kome je nešto važno ili preko potrebno.,1,0
biti pažljiv ili siguran da se nešto učini; uveriti se u nešto,1,0
priznaš svoju veru u šta ili privrženost čemu,1,0
"Imati težinu; imati važnost, nositi težinu.",1,0
"Učiniti atraktivnijim dodavanjem ukrasa, boje, i sl.",0,1
Učiniti svetlijim ili sjajnijim.,1,0
osoba koja je umrla i proglašena za sveca procesom kanonizacije,0,1
Velik po stepenu ili intenzitetu ili broju ili količini.,0,1
