X,Predicted,Real
Nesmanjena i nenarušena celovitost ili ukupnost.,0,1
general najvišeg ranga,1,0
osoba sa neobičnom ili čudnom ličnošću,1,0
Biti veoma primetan.,0,1
Apolutno važno.,0,1
Neko nižeg ranga ili položaja ili kvaliteta.,1,0
koji može ponovo da se koristi,0,1
"koji se želi, traži",0,1
Umetnik nenadmašnih veština.,0,1
Kvalitet onog ko nije brižljiv.,1,0
Zaokupiti na prijatan ili zabavan način.,0,1
Psihološko stanje nekoga ko funkcioniše na zadovoljavajućem nivou emocionalnog prilagođavanja i ponašanja.,1,0
osoba koja veruje u jednakost svih ljudi,1,0
Koji izražava ili propoveda obožavanje božanstva.,0,1
Izraz neke želje ili naklonosti.,1,0
blagonaklona procena,0,1
"učiniti da nešto postane sanitarno (bez bacila), npr.sterilizacijom",0,1
Oporavak ili način čuvanja od gubitka ili opasnosti.,0,1
"U skolastici, jedna od četiri vrline koje dolaze od prirode.",0,1
izraziti zahvalnost ili pokazati poštovanje,1,0
Voditi ili doprinositi uspehu.,1,0
