X,Predicted,Real
Bizamko goveče ,1,0
stanje zatočenosti ( obično za kratak vreme ) ,0,1
potpodela neki vrsta stvar ,1,0
Brgljez . ,1,0
čin umirivanje ; ponovan zadobijanje čiji poverenje ,1,0
porodica iz red Parietales koji uključivati rod Viola ; Hybanthus ; Hymenanthera ; Meličtus . ,1,0
koji moći da povezati nov percepcija sa prethodan iskustvo ,1,0
onaj koji prav apstrakt ili sažimati informacija ,1,0
izazvati šteta na nešto . ,0,1
onaj što jesam čulo oktriveno ,1,0
jedinjenje telurijuma sa još jedan elektropozitivnim element ,1,0
Make larger ,1,0
koji trpiti atrofija ,0,1
jedinica kapacitet koji jesam jednak 10^ { @card@ } jedan farada ,1,0
rod porodica Dracunculidae . ,1,0
bitak tokom Američkog rat za nezavisnots ( @card@ ) ; Britanac pod rukovodstvo Burgojna jesam biti poražen ,1,0
proizvoditi zvuk lajanje . ,1,0
dati prvenstvo kandidat ili mera ili odluka . ,1,0
koji se odnositi na biti koji grupa jezik sotho ,1,0
Pristupni put koji se sastojati od stepenik . ,1,0
kretati se brže . ,1,0
"Nešto što se saopštavati ljudi , što oni saopštavati . ",1,0
nametnut porez na nešto . ,1,0
the social science that studies the origins and social relationships of human beings ,1,0
"standard , model ili obrazac koji se smatrati tipičan ",1,0
Najgvirc ,1,0
kormoran . ,1,0
koji nemati neki izrazit kvalitet ili karakteristika . ,0,1
koji jesam nesposoban da se jesam snaći ,0,1
relativno mali životinja koji glodati i koji imati samo jedan par sekutić koji stalno rasti i koji jesam specijalizovati za glodanje . ,1,0
"osoba ili komitet , departman , i sl . koji činiti telo čiji jesam cilj upravljnja nešto . ",1,0
Roid porodica Laniidae : tipičan svračak . ,1,0
izuzetno uvredljiv za moral ; koji izazivati užas ,0,1
imanje gde se prodajni kultura gajiti na velik ( posebno u tropski kraj ) . ,1,0
preširok odeća od materijal za peškir koji se nositi nakon kupanje ili plivanje ,1,0
majmun drekavac . ,1,0
a low area where the Land is saturated with water ,1,0
govorni čin koji se saopštavati informacija . ,1,0
Članak u koji se saopštavati vesta . ,1,0
ploča koji jesam izgravirana ,1,0
Najduži deo kanal za varenje u koji se zavšava varenje . ,1,0
AO ,1,0
o zvuk koji se glasno razlegati . ,1,0
utvrditi autentičnost šta ,1,0
porodica ptica koji se poklapati sa red Rheiformes . ,1,0
"način koji se radnja ili stanje predstavljati ne kao činjenica , već kao nešto neizvesno ili moguće ",1,0
Čin izumljavanja . ,1,0
tamnosiv oblak koji donositi kihati ,1,0
uređaj koji uklanjati nešto iz nećega što kroz on prolaziti ,1,0
koji se odnositi na ekološki nauka ,1,0
ruzmarin . ,1,0
hrbat i velik deo korica jesam od jedan vrsta materijal a ostatak korica od drugi ,1,0
koji izazivati strah ili užas ,0,1
koji se odnositi na jezik drevan Got ,1,0
pobeda Amerikanac nad Meksikanac u Američko-meksičkom rat ( @card@ ) ,1,0
koji osećati ili izazivati radost ,1,0
učiniti da šta osećati ; učiniti osetljiv ,1,0
Estri jesam organski jedinjenje koji nastajati proces esterifikacije ,1,0
neki od mali biljka iz rod Lathyrus . ,1,0
modni elita ,1,0
Muškarac koji jesam aristokrata . ,1,0
čin podvrgavanje nešto eksperimentalan test kako biti se utvrditi koliko dobro nešto funkcionisati ,1,0
pečen jahnjeća rebro ,1,0
deo Tirenskog morati kod Napulj ,1,0
povesti rasprava na neki tema . ,1,0
neki biljka iz rod Astrantia . ,1,0
postepeno iščezavanje sa vidik . ,1,0
biti uslovljen nešto . ,1,0
Početi plakata . ,1,0
sredstvo napraviti da ulepšati telo ,1,0
Nezvanična asocijacija ljudi ili grupa . ,1,0
tesan ženski odeća ,1,0
o granulocitima ili koji se odnositi na granulocite ,1,0
stav koji prirodno slediti iz već dokazan postavka ,1,0
biljka iz rod Valerianella . ,1,0
sporazum koji prestajati neprijateljstvo . ,1,0
rod Zygophyllum ; Tribulus ; Guaiacum : Larrea ,1,0
"prvi mleko dan dva posle teljenje ( jagnjenje , koženja ) ",1,0
o streptokokama ili koji se odnositi na streptokok ili jesam izazivan streptokokama ,1,0
"Sočan , začinjen kolač sa pire od jabuka . ",1,0
muški valdar imperija ,1,0
u koji nem život . ,0,1
Događaj koji se pribojavati . ,1,0
"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi ",0,1
koji se odnositi na filozofski doktrina relativizam ,1,0
suhoperka ,1,0
koji se odnositi na drevan Teutonce i njihov jezik ,1,0
"koji jesam okarakterisati mračan , mističan i groteska ",0,1
odbaciti neki svoj . ,1,0
jedinica za kapacitet koji jesam jedanka hiljaditi delo jedan farada ,1,0
onesposobiti kretanje neki tako što se smestiti unutar neki granica . ,0,1
konj riđ dlaka . ,1,0
nezakonit ubijanje s predumišljaj jedan čovek od strana drugi . ,0,1
Ožiljak gde jesam biti privezati pupčani vrpca . ,1,0
stanje pripadanje neki nacija po rođenje ili naturalizacija . ,1,0
umetnik iz perioda romantizam ili koji jesam pod uticaj romantizam . ,1,0
koji se odnositi na particip ili koji jesam formirati od participa ,1,0
tvrdokrilac iz rod Calosoma . ,1,0
Čin koji se neki ili nešto remetiti ; pokretati nešto . ,1,0
okrutan poslodavac koji od zaposlen tražiti da prekomeran raditi . ,0,1
imati sastanak da biti se o nešto razgovarati ,1,0
"koji jesam popustljiv , koji se teško upravljati . ",0,1
"koji ne tražiti , ne iziskivati specijalan nutricione potreba ",0,1
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,1,0
koji se odnositi na anjone ,1,0
dati izvedba nešto . ,1,0
"koji se ticati Irak , nexgovih ljudi i kulure ",1,0
neki od raznovrstan biljka iz rod Lamium koji imati grupa mali obično purpurastih cvet sa dva usna . ,1,0
turkijski jezik koji govoriti Jakuti ,1,0
ispuniti očekivanje . ,1,0
secretary birds ,1,0
"brak sa osoba koji ne pripadati vaš pleme ili grupa , kao što taj zahtevati običaj ili zakon ",1,0
obestan i uzbudljiv poduhvat ( ne nužno zakonit ) ,0,1
u pozadina šta biti ,1,0
"( politika ) obezbeđivati usluga , ugovor i pozicija u zamjenu za politički podrška ",0,1
ispuniti divljenje i ushićenje ,0,1
flounders with both eyes on the right sida of the head ,1,0
stanje zadovoljstvo jer nem bolest . ,1,0
osećati se veselo i biti ispuniti dobar raspoloženje ,1,0
Osećanja proživeti kada jesam neki u zadovoljan stanje . ,1,0
učiniti nesrećan ,1,0
osnivač Rim ; on i njegov brata Rem jesam othraniti vučica pošto jesam ona roditelj ( Mars i Rej Silvija ) odmah po rođenje pustiti niz Tibar ; kasnije jesam ubiti brata Rem zbog svađa oko izgradnja rima ,1,0
ruj ,1,0
rod iz porodica Teredinidae . ,1,0
LR ,1,0
"u skolastika , jedan od četiri vrlina koji dolaziti od priroda . ",1,0
brak unutar sopstven pleme ili grupa kako taj zahtevati običaj ili zakon ,1,0
muntjak ,1,0
veseo i ozaren ,1,0
stanje sumoran žalost ,0,1
TZ ,1,0
"engleski pesnik , najoznatije on jesam delo "" Kenterberijske priča "" ( @card@ ) ",1,0
halofile u slan sredina kao što jesam Mrtvo mora ili slan zemljište ,1,0
pojava promeniti nagore . ,0,1
onaj koji jesam potreban ,0,1
Oštećenje normalan fiziološki funkcija koji pogađati deo ili ceo organizam . ,0,1
nabasati na neki nespreman . ,1,0
Dikotiledonske voden biljka . ,1,0
stanje u koji čovek ne moći da funkcionisati normalno i bez bol . ,0,1
"biti povaliti , biti u horizontalan položaj . ",1,0
Instrumentalisi ne uključivati gudač . ,1,0
okrutan čin ; namerno izazivanje bol ili patnja . ,0,1
Čin prljanje nešto . ,0,1
liver Or meat Or fowl finely minced Or ground and variously seasoned ,1,0
Čulni i kontrolni aparat koji se sastojati od mreža nervni ćelija . ,1,0
piroplazme i patogen stoka ,1,0
"ustanoviti , zasnovati na zakon ili na zvanično prihvaćen pravilo ",1,0
Osećaj koji se doživljavati u očekivanje neki određenog bol ili opsasnosti i obično ga pratiti želja da se pobeći . ,0,1
Čin oštećivanje nešto ili neki . ,0,1
unripe beans removed from the pod before cooking ,1,0
gorešnik ,1,0
stanje biti nezaposlen ili nemati posati . ,0,1
pipkati ili dodirivati u potraga za nešto ,1,0
napraviti nered u nešto ,1,0
revolucija u Francuska kada jesam srušiti monarhija @card@ ,1,0
svaki šteta proisteći iz povreda prava ,0,1
"koji se ticati Brazil , njen ljudi i kultrue ",1,0
vodarica ,1,0
napuniti suza ili prolivati suza ,1,0
pita u mali gutljaj . ,1,0
nastrojen prema nešto . ,1,0
"odvojiv brava koji imati šarnir sa šarka koji se moći provući kroz alka u lanac , posle šta se zatvarati ",1,0
izumro porodica : mastodont . ,1,0
Osećanje velik žalost povezati sa gubitak ili lišavanje . ,0,1
velik ( glavobolja ) . ,0,1
koji zasluživati sažaljenje ili podsticati na sažaljenje ,0,1
suma isplaćen novac . ,1,0
onaj što jesam u suprotnost sa princip pravda ili zakon ,0,1
manifestovati nešto ili izneti na videlo . ,1,0
