X,Predicted,Real
biti uslovljen nešto . ,1,0
Osećanje pomanjkanje briga . ,1,0
rod familija Pelecanidae . ,1,0
nesmanjen i nenarušen celovitost ili ukupnost . ,0,1
Velka i rasprostranjen porodica biljka iz red Myrtales . ,1,0
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,0,1
proizvesti deflacija . ,1,0
biti zaokupiti crtanje ,1,0
osećanje naklonost prema neki ili nećemu dobar ,0,1
Dvoredac ,1,0
Ožiljak gde jesam biti privezati pupčani vrpca . ,1,0
ispustiti iznenadan glasan krik . ,1,0
Jezička jedinica po koji jesam poznat osoba ili stvar . ,1,0
ubiti razapinjanje na krst ,1,0
turkijski jezik koji govoriti Jakuti ,1,0
krasuljak ,1,0
GH ,1,0
deo osoba se koristiti da označiti osoba ( sinegdoha ) . ,1,0
rod familija Fasciolidae . ,1,0
koji imati vviše izvod ,1,0
slovenski jezik koji govoriti Čeh ,1,0
turkijski jezik koji govoriti Uzbeci ,1,0
Leminzi ,1,0
a diacritical Mark ( an inverted circumflex ) placed above certain letters ( such as c ) taj indicate pronunciation ,1,0
Vrapčarka koji imati aparat za pevanje . ,1,0
majmun drekavac . ,1,0
Raspoloživi radnik . ,1,0
kompilacija poznat činjenica o neki ili nešto . ,1,0
ulješura ,1,0
crn odora koji dosegnuti do članak koji nositi sveštenik . ,1,0
severnokavkaski jezik koji govoriti Čerkezi ,1,0
ostanak na neki mesto ,1,0
"zaprljati , onečistiti . ",1,0
Treća planeta od sunce ; planeta na koji ja živiti . ,1,0
sisara koji imati posteljica . ,1,0
časovnik sa displej na koji se brojka prikazivati vreme ,1,0
keks sa đumbir u oblik čovečuljak . ,1,0
okarakterisan prijateljstvo i dobar volja ,0,1
dati prvenstvo kandidat ili mera ili odluka . ,1,0
romanski jezik koji se govoriti u velik delo Španija i u zemlja koji jesam biti Španske kolonija ,1,0
deo tanak crevo između dvanaestopalačni crevo i ileuma ,1,0
crkven obred koji se nešto činiti svetiti . ,1,0
slika nag telo . ,1,0
koji se odnositi na bradavica ,1,0
koji činiti ili donositi dobro ,0,1
nakratko zatvoriti oči . ,1,0
a portable gun ,1,0
postupak vezati za seksualan opštenje . ,1,0
način sagledavanje situacija ili tema itd . ,1,0
zagovornik princip humanizam ,1,0
turkijski jezik koji govoriti Turkmeni ,1,0
vuga ,1,0
from @card@ million taj @card@ million years aga ; first air-breathing animals ,1,0
NP ,1,0
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
tresti brzo i nevoljno . ,1,0
Gas koji izazivati suzenje oči ali ona ne oštećivati ; koristiti se u borba protiv semonstranata . ,1,0
varijantni forma grafema - kao ' m ' i ' M ' ,1,0
obaj koji neposredno slediti po vreme ili red ,1,0
tabinje ,1,0
mali vodotok ,1,0
koncizan i sažet ,1,0
koji inavodi na divljenje ili odobravanje ,0,1
pozitivan ili negativan kvalitet nešto što ga činiti poželjan ili vredan . ,0,1
Apolutno važno . ,0,1
izazvati šteta na nešto . ,1,0
kvalitet nešto što jesam adekvatno ili perfektno . ,1,0
čin podela na kvant ili izražavanje na način kvantni teorija ,1,0
biljka iz rod Trifolium . ,1,0
vodnica ,1,0
moruzge ,1,0
parazitski ameba koji izazivati amebnu dizenterija kod ljudi ,1,0
koale ,1,0
bonito ,1,0
rožac ,1,0
"Anturium , filodendron , ? ? ",1,0
slovni lik kod koji jesam slovo nakriviti udesno ,1,0
neki ko verovati u postojanje stvarnost izva ljudski poimanje ,1,0
neki mali kukac koji gristi : ? midges ; ? biting midges ; black flies ; papadaći . ,1,0
elektromagnetski zračenje koji moći da proizvesti fotohemijske reakcija ,1,0
nametnut porez na nešto . ,1,0
ispuniti ili anulirati dug ,1,0
Čin konstruisanje ili građenje nešto . ,1,0
revnostan u posvećenost i privrženost ,0,1
koji moći ponovo da se koristiti ,0,1
