X,Predicted,Real
turkijski jezik koji govoriti Jakuti ,1,0
jedan vrsta : nar . ,1,0
koji osećati ili izazivati radost ,1,0
konj riđ dlaka . ,1,0
"( politika ) obezbeđivati usluga , ugovor i pozicija u zamjenu za politički podrška ",0,1
suhoperka ,1,0
nesposobnost osoba da se setiti ili uraditi onaj što obično moći ; često uzrokovati emoionalnom napetost . ,0,1
ZW ,1,0
"Sprečiti da se pokvariti , o hrana . ",1,0
Oruga po koji se kretati tramvaj . ,1,0
prisilan potčinjenje kontrola drugi . ,1,0
proces očvršćavanje magmatski rastopa . ,1,0
podsticati neki da počiniti zločin ili neki krivičan delo ,0,1
javno ili službeno najaviti ,1,0
koji izazivati strah ili užas ,0,1
unripe beans removed from the pod before cooking ,1,0
"koji se odnositi na antistrofu , ili o ona ",1,0
"nov obraćenik , posebno u jevrejski vera ",1,0
šafranika ,1,0
"mali crv koji inficirati čovekov crevo i rektum , posebno kod deca . ",1,0
Ericaceae ; Clethraceae ; Diapensiaceae ; Epacridaceae ; Lennoaceae ; Pyrolaceae ; Monotropaceae ,1,0
Sekvoja ; do nedavno se smatrati rod poseban porodica Taxodiaceae . ,1,0
neki ko proizvoditi nešto . ,0,1
ispuniti slutnja ili uznemirenost ; izazvati neprijatan iznenađenost ,1,0
politički teorija koji se zalagati za autoritaran hijerarhijski vladanje ( suprotno od demokratija ) ,1,0
the organic process of synthesizing and releasing som substance ,1,0
Not standard ; Not accepted as a model of excellence ,0,1
koji jesam klonuo duh ,0,1
Čin izumljavanja . ,1,0
grbav kit ,1,0
čin podvrgavanje nešto eksperimentalan test kako biti se utvrditi koliko dobro nešto funkcionisati ,1,0
osoba koji držati straža nad nešto ili neki . ,1,0
promena u nizak stanje ( manje poštovati ) ,0,1
u koji nem život . ,0,1
Učiniti da neki postati državljanin . ,1,0
činjenje dobra ; osećaj dobrotvornosti ,1,0
Manić ,1,0
neki od mali biljka iz rod Lathyrus . ,1,0
"Lišiti se , okaniti se šta , odbaciti . ",1,0
the social science that studies the origins and social relationships of human beings ,1,0
"škripnuti , ? ? ? ",1,0
gavke ,1,0
najmanji moguć ,1,0
Pristupni put koji se sastojati od stepenik . ,1,0
akcija uprava koji odbijati zahtev zaposlen ; zaposlen se sprečavati pristup radnom mesto dok se ne saglasiti sa uslov . ,1,0
radnja koji karakterisati dobro raspoloženje ,1,0
ubijanje odsecanje glava ,1,0
common European Bird with a shrieking call that nests chiefly about eaves of buildings Or on cliffs ,1,0
lirorepe i ? scrubbirds ,1,0
forzicija ,1,0
sudski dokument koji se lice pozivati na sud da odgovoriti na optužnica ( optužba ) ,1,0
suma isplaćen novac . ,1,0
"stanje čovekov osećanje , posebno vezati za zadovoljstvo ili potištenost . ",1,0
umetnik koji jesam privržen ekspresionizam . ,1,0
Događaj koji se pribojavati . ,1,0
radnik koji jesam najamiti da obaviti posati . ,1,0
čin umirivanje ; ponovan zadobijanje čiji poverenje ,1,0
stanje kada jesam učiniti prekršaj . ,0,1
povući se ,0,1
biljka iz rod Nigella ,1,0
mali ili srednji velik vrećoliki kontejner za držanje ili prenos stvar . ,1,0
pridat značenje nešto . ,1,0
posmatrati s pažnja ; upraviti nečiji pogled . ,1,0
koji se odnositi na metorite ili jesam izazvno ona ,1,0
ubijanje čovek od strana drugi čovek . ,1,0
koji više nemati životan funkcija ( ili bar tako izgledati ) . ,0,1
stanje dobar od ranijeg . ,1,0
proglasiti kriv ( utvrditi krivica ) ,0,1
gljiva iz rod Lepiota . ,1,0
the people of France ,1,0
nesposoban da delovati : bez pomoć ,0,1
GM ,1,0
koji pokazivati ili izazivati veselje i zadovoljstvo ,1,0
neki biljka iz rod Astrantia . ,1,0
pomerati ili ljuljati napred-nazad . ,1,0
postati gora . ,0,1
biti slomiti ,1,0
Pričati na besposlen ili neobavezan način sa element sumnja ili bez dovoljno razlog da se doći do zaključak . ,0,1
"ustanoviti , zasnovati na zakon ili na zvanično prihvaćen pravilo ",1,0
rezonovati i zaključivati dedukcija ,1,0
"ispariti mleko , na primer ",1,0
proizvoditi zvuk lajanje . ,1,0
"kombinacija doručak i ručak , uglavnom servirati u prepodnevni čas ",1,0
Načiniti neki besniti . ,1,0
strastan poljubac ,1,0
rod porodica Bothidae ,1,0
paleontologija mikrofosila ,1,0
tresti brzo i nevoljno . ,1,0
biti koji živiti ili izumreti član porodica Hominidae . ,1,0
osećati zadovoljstvo zbog nešto ,1,0
poseban oblik sagrešenje ,0,1
Čin proveravanje ili potvrđivanje . ,1,0
emocionalan poremećenost ; osnovni osećanje koji ljudi pokušavati da izbegnuti . ,0,1
koji drugi žeti zlo ; koji nastajati iz velik zloba ili mržnja . ,0,1
rod iz porodica Umbelliferae ; uključivati paškanat . ,1,0
drugi ime za jedan od mnogi porodica u koji se deliti porodica Polypodiaceae u neki kasifikacijama . ,1,0
koji se odnositi na ili jesam karakteričan za fašizam ,1,0
zabraniti zakon ili zvanično usvojen pravilo ,1,0
biti u saglasnost . ,1,0
imati sastanak da biti se o nešto razgovarati ,1,0
iznenadno stanje žestok emocionalan uznemirenost ,0,1
crn odora koji dosegnuti do članak koji nositi sveštenik . ,1,0
"kobra , mamba , ? ? ? ",1,0
"deo nameštaj sa stolnjak , servis i pribor za jela . ",1,0
BT ,1,0
osobina stečen kao posledica način na koji jesam biti tretirati kao dijeta ,1,0
reverzibilan hemijski reakcija kod koji jesam jedan reakcija oksidacija a obrunuta jesam redukcija ,1,0
knjiga ili dokument ispisan ruka ,1,0
predložiti zakon zakonodavnom telo ,1,0
koji imati vviše izvod ,1,0
Mužjak iz vrsta Equus caballus . ,1,0
kravajac ,1,0
gepard ,1,0
Lečiti ili oporaviti se . ,1,0
oji se odnositi na logograme ili logografe ,1,0
Najduži deo kanal za varenje u koji se zavšava varenje . ,1,0
