X,Predicted,Real
moreuz u Njujork koji odvajati Menheten i Bronks od Kvinsa i Bruklin ,1,0
koji se odnositi na particip ili koji jesam formirati od participa ,1,0
"kobra , mamba , ? ? ? ",1,0
osoba koji ispoljavati pobožnost . ,1,0
"Završiti pre kraj , kao računarski proces , misija itd . ",0,1
"Učiniti jednak , ravnomeran , odgovarajući ili saglasan . ",1,0
koji se odnositi na sabat i njegov očuvanje ,1,0
koji drugi žeti zlo ; koji nastajati iz velik zloba ili mržnja . ,0,1
turkijski jezik koji govoriti Jakuti ,1,0
sumnjati ili izražavati sumnjičav spekulacija . ,1,0
Bizamko goveče ,1,0
"tražiti nešto od neki u vida učtiv molba , kao pomoć ili zaštita ",1,0
izazvati da postati otkačiti ili odvojiti . ,1,0
Šuplji doboć koji imati jedan glava i metalan disk sa strana . ,1,0
tresti brzo i nevoljno . ,1,0
Ožiljak gde jesam biti privezati pupčani vrpca . ,1,0
o streptokokama ili koji se odnositi na streptokok ili jesam izazivan streptokokama ,1,0
osoba koji jesam roditi na neki određenom mesto ; osoba koji jesam taj mesto zavičaj . ,1,0
AF ,1,0
biti u stanje mirovanje ; biti u situacija koji se ne menjati ,1,0
politički teorija koji se zalagati za autoritaran hijerarhijski vladanje ( suprotno od demokratija ) ,1,0
Crvenotrbi mukač ,1,0
hipotetički računar sa beskonačno dug memorijski traka ,1,0
"Lišiti se , okaniti se šta , odbaciti . ",1,0
osoba koji prav bakrorez . ,1,0
tabinje ,1,0
onaj koji jesam po moralan kvalitet ili izgled nalik na anđeo ili svetac ,1,0
koji se moći modelirati ,1,0
trljati da biti se odklonio svrab . ,1,0
"način koji se radnja ili stanje predstavljati ne kao činjenica , već kao nešto neizvesno ili moguće ",1,0
"koji jesam originalan ; jesam produktivan , ne donositi ništa neobično niti sveže . ",0,1
veseo i ozaren ,1,0
proces očvršćavanje magmatski rastopa . ,1,0
rožac ,1,0
koji jesam spojiti ili vezati . ,0,1
transkribovati šta Brajevim pisma ,1,0
misaon proces uključiti u rešavanje neki problem ,1,0
kljunorošci ,1,0
"postatio zreti , dostignuti pun razvoj ",1,0
taj neprekidan nerazumljiv zvuk ; obično ga pratiti kretanje usna koji ne proivodi artikulisan govor . ,0,1
vojni jedinica koji jesam dovoljno velik da izdržati borba . ,1,0
Korisna ili vredan osobina ,1,0
Oblikovayi u zavoj . ,1,0
"koji se odnositi na aluvijum , rečni nanos ",1,0
izazvati iznenadan strah u koji ili ispuniti koji iznenadan panika ,1,0
kiji se ticati Kuba ili njen ljudi ,1,0
vest koji jesam upravo pristignuti ,1,0
gladiola . ,1,0
volujac ,1,0
vojni ustanova gde jesam stacioniran trupa ,1,0
gavez . ,1,0
rod Chamaečparis . ,1,0
"prolivati suza zbog tuga , bes ili bol . ",0,1
preširok odeća od materijal za peškir koji se nositi nakon kupanje ili plivanje ,1,0
koale ,1,0
"brinuti se o biljka , tao da rasti i daju plodov . ",1,0
ne biti podložan nešto . ,0,1
nešto ponoviti iyraditi unositi izmena ,1,0
velik luksuzan kola ; često ona voziti šofer . ,1,0
stanje kada jesam učiniti prekršaj . ,0,1
Oruga po koji se kretati tramvaj . ,1,0
posluženje koji se sastojati od sendvič i garnirung ,1,0
pređen put u jedinica vreme ,1,0
ubiti razapinjanje na krst ,1,0
popraviti ili snabdeti zakrpa . ,1,0
koji se odnositi na padež ablativ ,1,0
žirafa ,1,0
oblik veoma tanak zlatan folija . ,1,0
"zadovoljan stanje sreća , zdravlje i prosperitet . ",1,0
prisilan potčinjenje kontrola drugi . ,1,0
koji se odnositi na genealogija ,1,0
predmet koji se istresati prašina iz tepih . ,1,0
kada nem jednakost ,0,1
a sizeable hol ( usually in the ground ) ,1,0
nedostatak briga za dobrobit drugi ,0,1
Pobeda dobiti na poen kada nem nokaut ( boks ) . ,1,0
folija napraviti od aluminijum ,1,0
MY ,1,0
ZM ,1,0
rod porodica Soricidae . ,1,0
rod porodica Monodontidae . ,1,0
"Braska biljka , vrsta vragolića . ",1,0
naziv koji označavati plemstvo . ,1,0
umetnik koji jesam privržen ekspresionizam . ,1,0
"kontejner obično oblik kvadar , moći imati i poklopac . ",1,0
politički usmerenje reakcionar ,1,0
porodica lišaj koji uključivati rod Usnea ; Evernia ; Ramalina ; Alectoria ,1,0
o kraniometriji ili koji se odnositi na kraniometriju ,1,0
rod porodica Lophiidae . ,1,0
ruj ,1,0
pasaž odabrati iz dug delo ,1,0
( 18th century ) a watch with a balanca wheel having a fake pendulum attached taj it ,1,0
imanje gde se prodajni kultura gajiti na velik ( posebno u tropski kraj ) . ,1,0
koji ići naniže ili se smanjivati ,1,0
rod iz porodica Umbelliferae ; uključivati paškanat . ,1,0
nesposobnost osoba da se setiti ili uraditi onaj što obično moći ; često uzrokovati emoionalnom napetost . ,0,1
granica koji označavati krajnost nešto . ,1,0
otarasiti se neki ubistvo . ,0,1
ispit koji se sprovoditi pri sredina univerzitetski semestar ,1,0
stepen zagrejanost ili hladnoća telo ili sredina . ,1,0
lokomotorni organ koji jesam u vida meridionalnih traka koji se pružati duž čitav telo . na taj traka se nalaziti niz pločica koji nositi trepljati ( cilije ) i imati izgled češalj . Pločica nastajati stapanje treplja ćelija epidermisa . ,1,0
čin usporavanje ili zaostajanje ,1,0
poslovno odelo koji se sastojati od jakna i prsluk i pantalone ,1,0
upotreba termografije za detekcija tumor gruda . ,1,0
crn odora koji dosegnuti do članak koji nositi sveštenik . ,1,0
licenca koji se omogućavati bavljenje određenom profesija ,1,0
"paprat : velik porodica koji jesam u neki klasifikacija podeljana u više porodica koji uključivati : Aspleniaceae , Blechnaceae , Davalliaceae , Dennstaedtiaceae , Dryopteridaceae , Oleandraceae i Pteridacea . ",1,0
"koji karakterisati ili koji pokazivati prihvatanje , slaganje ili uverenost . ",1,0
"jedan vrsta : rosopas , rus . ",1,0
nakupljanje ćelija koža koji orožavaju u vida veće ili manje količina ljuspica . ,1,0
imati sastanak da biti se o nešto razgovarati ,1,0
jezik koji govoriti Aleuti ,1,0
Osećanja koji se javljati kada osoba jesam u srećan stanje . ,0,1
Instrumentalisi ne uključivati gudač . ,1,0
činjenje dobra ; osećaj dobrotvornosti ,1,0
oblikovati krivina . ,1,0
Početi plakata . ,1,0
materijal od germanijum ili silicijum čiji jesam električni provodnost između provodnosti metal i izolator ,1,0
poseban oblik sagrešenje ,1,0
"mesto gde nešto počiniti , gde nastajati . ",1,0
ispuniti divljenje i ushićenje ,0,1
engleski autor koji se stvoriti Šerloka Holms ( @card@ ) ,1,0
akcija uprava koji odbijati zahtev zaposlen ; zaposlen se sprečavati pristup radnom mesto dok se ne saglasiti sa uslov . ,1,0
lingvistički element koji se pridodavati reč kako biti se stvoriti biti njen flektivni ili izveden oblik ,1,0
a diacritical Mark ( an inverted circumflex ) placed above certain letters ( such as c ) taj indicate pronunciation ,1,0
Odveni predmet koji se nositi na gornji delo telo . ,1,0
secretary birds ,1,0
dati razlog za očekivanje . ,1,0
blagonaklon procena ,1,0
stanje u koji se malo novac i materijalan dobro . ,0,1
student koji nastavljati studija nakon diplomiranje ,1,0
prostirati se u krivina i zavoj ,1,0
"onaj koji se ne moći ukazati poverenje , u koji se ne moći pouzdati ",0,1
kardamon ,1,0
