X,Predicted,Real
"Čin ometanje , sprečavanje ili zadržavanje . ",1,0
osoba koji voliti ili jesam voljen ,0,1
biti prihvatljiv ili pristati . ,0,1
koji moći da činiti po slobodan volja ; koji jesam sputati ograničenje . ,0,1
koji se ticati Fidžijam negovih ljudi i kultura ,1,0
sastanak šefovati vlada . ,1,0
zlonameran zadovoljstvo ,1,0
propovedati jevanđelje ,1,0
ameba iz rod Endoameba ,1,0
biti uslovljen nešto . ,1,0
čerkeski jezik koji govoriti Abhazi ,1,0
proizvoditi ga mlečan žlezda ženski sisara za ishrana mladunčad . ,1,0
kultno mesto koji se sastojati od zgrada namenjen obožavanje neki božanstvo ,1,0
"negodovati , kao protiv politika ; takođe i metaforički . ",1,0
urediti po abecedni red ,1,0
"koji se odnositi na ciganin , na njihov jezik ili na njihov kultura ",1,0
proceniti vrednost nešto . ,1,0
Nezvanična asocijacija ljudi ili grupa . ,1,0
konj belac ,1,0
nedoličan ili nemoralan ponašanje ,1,0
ljepljiva traka koji se koristiti za oblaganje rana ,1,0
Učiniti zakon i pravilo liberalan ili liberalan . ,1,0
gladiola . ,1,0
"udisati i izdisati dim iz cigareta , cigara i lula . ",1,0
naziv koji označavati plemstvo . ,1,0
preširok odeća od materijal za peškir koji se nositi nakon kupanje ili plivanje ,1,0
stanje u koji jesam nešto važno ili preko potrebno . ,1,0
trka izmđe ljudi koji voziti bicikl ,1,0
bivši osnovni novčan jedinica Surinam ,1,0
stanje degeneracija mentalan ili moralan kvalitet ,1,0
izazvati da postati otkačiti ili odvojiti . ,1,0
način sagledavanje situacija ili tema itd . ,1,0
božji ovčica ,1,0
"Nešto što se saopštavati ljudi , što oni saopštavati . ",1,0
koji jesam u život . ,0,1
Učiniti ili prisiliti da se prihvatiti nacizam ili nacistički karakter . ,1,0
žirafa ,1,0
materijal od germanijum ili silicijum čiji jesam električni provodnost između provodnosti metal i izolator ,1,0
o svadba ili koji se odnositi na svadba . ,1,0
koji imati i mške i ženski karakteristika . ,1,0
koji se odnositi na bradavica ,1,0
manjak uljudnost ; nepokazivanje poštovanje prema drugi ; povređivanje osećanje drugi . ,1,0
dati sloboda ; osloboditi od kazna ( kazna zatvor ) ,0,1
sumnjati ili izražavati sumnjičav spekulacija . ,1,0
zavijen deo ,1,0
osnovni nočana jedinica u mnogi zemlja ; vrednost ona jesam @card@ centa ,1,0
"ogoliti zid od tapeta , na primer . ",1,0
nepojavljivanje ( posebno na sud ) ,1,0
govorni čin koji se saopštavati informacija . ,1,0
mali digitalan račnar zasnovati na mikroporcesorima konstrisan tako da moći da ga nositi samo jedan osoba ,1,0
velik i impozantan kuća . ,1,0
švajcerski matematičar ( @card@ ) ,1,0
velik luksuzan kola ; često ona voziti šofer . ,1,0
biljka sa olovnoplavim cvet . ,1,0
čin plaćanje za korišćenje nešto ( kao stan ili kuća ili auto ) ,1,0
pečen jahnjeća rebro ,1,0
uglačati turpija ,1,0
zagovornik federalizam ,1,0
o biološki nauka entomologiji ili koji se odnositi na biološki nauka entomologiju ,1,0
Čin verbalan obaveštavanje . ,1,0
član socijalistički ili komunistički inetrnacionale ,1,0
osobina onaj što jesam permeabilno ( npr . u proces osmoza ) ,1,0
volujac ,1,0
humanistički izučavanje srž književnost ,1,0
koji se odnositi na gramatički paradigma ,1,0
EC ,1,0
rod familija Tuberaceae : gljiva čiji jesam telo tiplično ? truffles ,1,0
angažovati ili unajmiti za neki posao ,1,0
o Mediteran ili koji se ticati Mediteran ili jesam krakatersitično za Mediteran ili se nalaziti blizu Mediteran ,1,0
rod iz familija Phytolaccaceae : ? pokeweed . ,1,0
osoba koji posedovati mnogo materijalan dobro i novac ,1,0
rod familija Čprinidae : šaran . ,1,0
biti koji politički teorija kojapočiva na nemerenim i beskompromisan ​​stavovima ,1,0
odlučujuće uticati ,1,0
established Or widely recognized as a model of authority Or excellence ,0,1
stanje izuzetan sreća . ,0,1
biljka iz rod Valerianella . ,1,0
u paleografija spajanje dva ili više slovo u jedan ,1,0
tukan ,1,0
javno ili službeno najaviti ,1,0
koji se odnositi ili jesam oboleti od hemofilija ,1,0
"presuda ( odluka ) da optužiti jesam kriv , odluka o nepostojanje krivica , o oslobađanje od krivica ",0,1
"zaklanjati od opasnost , povreda , uništenje ili šteta . ",0,1
"onaj što jesam dobro , vredan ili korisno ",0,1
transkribovati šta Brajevim pisma ,1,0
"Sočan , začinjen kolač sa pire od jabuka . ",1,0
neki od mali biljka iz rod Lathyrus . ,1,0
čin usporavanje ili zaostajanje ,1,0
šiber koji se mera mali razdaljina ,1,0
koji karakterisati životinja za razlika od biljka . ,0,1
