X,Predicted,Real
onaj koji niko ne žeti ili ne priželjkivati ,0,1
"biti uplašiti , plašiti se ",0,1
"koji jesam originalan ; jesam produktivan , ne donositi ništa neobično niti sveže . ",0,1
uništiti kakav raspored ili redosled ,1,0
koji osećati ili izazivati radost ,1,0
"Severnoamerički medved , smeđ ili crn dlaka ; manjiti i manje okrutan od smeđ medved . ",1,0
serijski izvršavanje računarski program ,1,0
koji jesam otrovati ili proizvoditi otrov . ,0,1
"koji jesam okarakterisati mračan , mističan i groteska ",0,1
slab sposobnost da se razumeti iskustvo ili profitirati iz on . ,0,1
na prljav i nečist način ,0,1
Osećanje zabrinutost . ,0,1
liver Or meat Or fowl finely minced Or ground and variously seasoned ,1,0
zanimljiv ili šaren ukras koji se dodavati da umanjiti jednoličnost . ,1,0
odbaciti ( dokument ) kao nevažeci ,0,1
pružiti potreban podstrek za šta ,1,0
mesto na koji nem ljudi ,1,0
stanje oštećenosti ili raspad . ,0,1
stanje u koji jesam neki zatvoren ( ako u zatvor ) . ,1,0
staviti na kocka u nada za povoljan ishod . ,0,1
tkivo koji se neki mekušac prihvatati za stena . ,1,0
droga koji brzo izazivati zavisnost ,1,0
neki nizak rang ili položaj ili kvalitet . ,0,1
patiti od nešto ; bolovati od nešto . ,0,1
koji jesam spojiti ili vezati . ,0,1
zgrada u koji se vršiti likvidacija životinja radi proizvodnja meso ,0,1
Ispuštati vonj . ,0,1
Završetak ili uništenje unija . ,1,0
"smear with blood , as In a hunting initiation rit , where the faca of a person is smeared with the blood of the kill ",0,1
Not standard ; Not accepted as a model of excellence ,0,1
na visok nivo po rang ili značaj ,1,0
Učiniti da postati suv usled izlaganje toplota . ,1,0
Čin konstruisanje nešto ( kao masšinskog delo ) . ,1,0
osobina onaj ko jesam prihvatiti i ne upućivati on se pohvaliti . ,0,1
Čin ili proces razdvajanje . ,1,0
Čin oštećivanje nešto ili neki . ,1,0
koji jesam u dobar zdravlje telo ili duh . ,0,1
Čičkovac . ,0,1
okarakterisan zloba ,0,1
ne biti podložan nešto . ,0,1
Učiniti nestabilan . ,1,0
ispoljavanje rastuženosti ,0,1
stanje biti nezaposlen ili nemati posati . ,0,1
smatrati se da izazivati dijareja kod ljudi ,1,0
"koji jesam normalan , tipičan , uobičajen , regularan ili jesam u saglasnost sa norma . ",0,1
koji moći da odgovoriti na fizički stimulans ,1,0
osobina onaj što ne zasluživati poverenje . ,0,1
Pokušaj da se za sebe dobiti ličan priznanje ( posebno neprihvatljiv sredstvo ) . ,0,1
"žalovati , tugovati , ili osećati gubitak zbog nešto što jesam učiniti ili jesam učiniti ",0,1
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",1,0
lak i humorističan drama sa srećan kraj ,1,0
"koji postojati u stvarnost , uzeti iz život ",1,0
ne pridržavanje moralan princip . ,0,1
Oštećenje normalan fiziološki funkcija koji pogađati deo ili ceo organizam . ,1,0
osećanje velik utučenost i melanholija ,0,1
onaj koji posedovati moralan kvalitet ; ,1,0
Osećanje velik žalost povezati sa gubitak ili lišavanje . ,0,1
nanošenje telesni povreda lice koji jesam osuditi za izvršen zločin ,0,1
prihvatati . ,1,0
tako strašno da izazivati groza i jeza ,0,1
škrtost koji proizilaziti iz briga za sopstven dobrobit i nepoštovanje drugi ,0,1
"odgovor telesni tkivo na povreda ili nadržaj ; karakterisati ga bol , otok , crvenilo i pečenje . ",0,1
"koji izazivati iznenađenje , čuđenje ili zadivljenost ",0,1
ubijanje životinja ( za hrana ) ,0,1
koji trpiti atrofija ,1,0
žalostan zbog gubitak ili uskraćenosti ,0,1
koji jesam intelektualan . ,0,1
Oružani sukob protiv neprijatelj . ,0,1
koji jesam označen beznadežnost ili ispoljavati beznadežnost ,0,1
razgnevxlen nešto nepravedan ili pogrešan ,0,1
"koji osećati ili ispoljavati žalost , naročito zbog nepovratan gubitak ",0,1
biti podvrgnuti nešto neprijatan . ,1,0
organizovati akcija proizvodnja roba ili usluga za prodaja . ,1,0
biti jako tužan ,0,1
"Nemogućnost da se odmoriti , opustiti ili biti miran . ",0,1
koji dovoditi ( pričinjavati ) fizički neudobnost . ,0,1
umeti nešto uraditi ili imati potreban znanje . ,1,0
koji nemati neki izrazit kvalitet ili karakteristika . ,1,0
Osećanje mržnja . ,0,1
stanje u koji jesam neki tužan . ,0,1
koji jesam moralno odbojan ili neugodan za čulo . ,0,1
čin nameran odstupanje od istina ,0,1
nešto što izazivati osećanje čuđenje ,1,0
podsticati neki da počiniti zločin ili neki krivičan delo ,0,1
Započeti ili voditi rat . ,0,1
"zaprljati , onečistiti . ",0,1
preparat koji se nanositi na koža kako biti zakloniti neprijatan miris ,1,0
Osećanje averzija ili antipatija . ,0,1
Sloboda od kontrola ili uticaj drugi ili drugi . ,1,0
stanje zatočenosti ( obično za kratak vreme ) ,1,0
koji jesam moralno lož ili pogrešan . ,0,1
kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . ,0,1
koji se protiviti pravilo ili usvojen praksa . ,0,1
"koji jesam popustljiv , koji se teško upravljati . ",0,1
