X,Predicted,Real
Nestašno ponašanje sa namera da pobuditi seksualan zanimanje . ,0,1
"kvalitet koji činiti daa jesam nešto poželjan , vredan ili korisno . ",0,1
osoba čiji jesam svetost izuzetan ,1,0
koji jesam veseo niti izazivati veselje ,1,0
visok vrednost nešto . ,0,1
koji moći ponovo da se koristiti ,0,1
"koji imati ili ukazivati na dobro zdravlje telo ili duh , kod koji nem upala ili bolest . ",0,1
stanje bez oštećenje ili propadanje ,0,1
proizvesti smeh . ,0,1
priroda ili svojstvo onaj ko jesam emocionalan . ,0,1
osećati se veselo i biti ispuniti dobar raspoloženje ,0,1
svaki odstupanje od zdrav ili normanog stanje ,1,0
kvalitet onaj što imati velik cena ,0,1
( za naglašavanje značenje ) izuzetno dobro ,0,1
odsustvo moralan ili duhovan vrednost ,1,0
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
"onaj koji uživati ili pokazivati radost , zadovoljstvo ili srešu . ",0,1
upadljiv uspeh . ,0,1
biti veoma primetati . ,0,1
Čin koji se odustajati i napuštati broba ili zadatak . ,1,0
propovedati jevanđelje ,1,0
činjenje dobra ; osećaj dobrotvornosti ,0,1
osobina onaj ko jesam široko prihvatiti i čiji se društvo tražiti . ,0,1
neki čiji jesam zaduženje da propovedati jevanđelje ,1,0
koji jesam osloboditi stresati ili pogodovati mentalan opuštenost ; koji imati ili pružati duševan mir ,0,1
biti zaljubiti ili u ljubav s neki ,0,1
nagon za polni prisnost . ,0,1
postati stabilan ili stabilan . ,0,1
sklonost obavljanje dobrovoljan ili dobrotvoran posao ,0,1
usrećiti ili zadovoljiti ,0,1
stanje kada jesam neki prosperitetan i uspešan . ,0,1
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,0,1
prilika za poseban veselje da obeležiti neki srećan događaj ,1,0
sposoban za korektan i validan rezonovanje ,0,1
gledati neki sa divljenje . ,0,1
dati prednost jedan kreditor u odnos na drugi ,1,0
zaokupiti na prijatan ili zabavan način . ,0,1
Čin ukrašavanje nešto ( u nada da hteti od taj privlačan izgledati ) . ,1,0
Korisna ili vredan osobina ,0,1
koji jesam u dobar zdravlje telo ili duh . ,1,0
australijski drvo sa prijatno kiseo plod koji podsećati na tikva ,1,0
