X,Predicted,Real
"koji karakterisati ili koji pokazivati prihvatanje , slaganje ili uverenost . ",1,0
okrutan poslodavac koji od zaposlen tražiti da prekomeran raditi . ,0,1
Prošireno značenje ; posebno se odnositi na psihološki hladnoća ; bez ljudski toplina i emocija . ,0,1
Započeti ili voditi rat . ,1,0
"izazvati ljutnja , bes . ",1,0
lišiti neki nešto zahvaljivati obmanuti ,1,0
uzeti kao neželjen posledica neki događaj ili stanje stvar . ,1,0
Čin prljanje nešto . ,0,1
osoba ili firma koji zapošljavati radnik ,0,1
proizvesti ili stvoriti proizvod stvoren ljudski ruka . ,1,0
koji slediti prihvaćen običaj i pristojnost . ,0,1
onaj koji jesam stalan ili postojan ,0,1
u regularan korak bez prekid ,1,0
odbolovati bolest ili prevazići šok . ,1,0
kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . ,0,1
koji nedostajati dobar raspoloženje ,0,1
koji osećati nadolazeći opasnost ,0,1
okarakterisan zloba ,0,1
osobina onaj što zasluživati poverenje . ,1,0
koji jesam otrovati ili proizvoditi otrov . ,0,1
osoba koji jesam aktivan u politika . ,1,0
"osoba koji uzgajati , praviti ili smišljati stvar . ",1,0
stanje konflikt između osoba . ,1,0
( poetski ) muka ,0,1
ispuniti očekivanje . ,1,0
koji ne pripadati snaga sopstven zemlja ili snaga saveznik ,0,1
neki ko prav ugovor i nadgledati gradnja zgrada . ,1,0
"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi ",0,1
Učiniti nestabilan . ,1,0
kada nem jednakost ,0,1
žalostan zbog gubitak ili uskraćenosti ,0,1
koji ne moći da se desiti ili ostvariti ili s koji se ne moći rukovati . ,0,1
nešto što izazivati osećanje čuđenje ,1,0
koji jesam veseo niti izazivati veselje ,0,1
Oružani sukob protiv neprijatelj . ,0,1
"biti uplašiti , plašiti se ",0,1
koji dovoditi ( pričinjavati ) fizički neudobnost . ,0,1
ukloniti posvećenost sa osoba ili objekt . ,1,0
"sračunat upotreba nasilje ( ili pretnja nasilje ) protiv civil kako biti se postignuti cilj koji jesam politički ili verski ili ideološki priroda - taj se radi zastrašivanje , prinuda ili ucena ",1,0
stanje biti nezaposlen ili nemati posati . ,0,1
razmena dobro za dogovoren suma novac . ,1,0
osoba koji ne prihvatati nov ideja ,0,1
koji nemati ili ne obavljati funkcija . ,0,1
"stanje pozitivan osećanje , od zadovoljstvo do jak ushićenje . ",1,0
Osećanje averzija ili antipatija . ,0,1
iznenadno stanje žestok emocionalan uznemirenost ,0,1
nepravedan postupanje prema neki osoba ili grupa na osnova predrasuda . ,0,1
držanje do moralan princip ,0,1
osećanje velik ( obićno preteran ) ushićenje ,1,0
"onaj koji se ne moći ukazati poverenje , u koji se ne moći pouzdati ",0,1
koji jesam nezavisan . ,0,1
koji jesam označen beznadežnost ili ispoljavati beznadežnost ,0,1
dati razlog za očekivanje . ,1,0
onesposobiti kretanje neki tako što se smestiti unutar neki granica . ,0,1
"( krivičan prava ) pravnosnažan , osuđujući presuda u krivičan postupak sa dosuđen kazna ",0,1
sastavljati od komponenta ili delovati . ,1,0
na prljav i nečist način ,0,1
sposobnost da se razumeti ; razumeti i profitirati na iskustvo . ,1,0
stanje duh u koji jesam nešto preokupirati . ,1,0
Učiniti da postati suv usled izlaganje toplota . ,1,0
Osećanje velik žalost povezati sa gubitak ili lišavanje . ,0,1
svojstvo onaj koji nedostajati živost ,0,1
bez nada ili skoro bez nada ,0,1
"zaprljati , onečistiti . ",0,1
koji na sebe imati prljavština ili nečistoća . ,0,1
koji jesam u sklad sa metoda ili princip nauka . ,0,1
tvorevina koji jesam stvoriti neki osoba ili neki proces . ,1,0
velik ( glavobolja ) . ,0,1
velik tuga uzrokovati gubitak voljen osoba ( posebno smrt ) . ,0,1
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,1,0
Čin oštećivanje nešto ili neki . ,1,0
koji jesam savršen ; defektan ili neadekvatan . ,0,1
Uništiti ili oštetiti na nasilan način . ,0,1
biti posledica nešto . ,1,0
koji jesam intelektualan . ,0,1
"baviti se kreativan aktivnost , kao slikanje , pisanje ili ples . ",1,0
"smear with blood , as In a hunting initiation rit , where the faca of a person is smeared with the blood of the kill ",1,0
Čin konstruisanje nešto ( kao masšinskog delo ) . ,0,1
zgrada u koji se vršiti likvidacija životinja radi proizvodnja meso ,0,1
sastavljati rima ,1,0
odsustvo kvalitet koji biti činiti nešto vredan ili korisnim . ,0,1
Čin konstruisanje ili građenje nešto . ,0,1
promena u nizak stanje ( manje poštovati ) ,0,1
dati oblik ili forma nešto . ,1,0
"zaklanjati od opasnost , povreda , uništenje ili šteta . ",1,0
škrtost koji proizilaziti iz briga za sopstven dobrobit i nepoštovanje drugi ,0,1
preuveličan osećanje blagostanje ili ushićenje ,1,0
napraviti nešto kombinovati materijal ili deo . ,0,1
"neraspoznatljiv , nejasan obris ",0,1
zanimljiv ili šaren ukras koji se dodavati da umanjiti jednoličnost . ,1,0
Oštećenje normalan fiziološki funkcija koji pogađati deo ili ceo organizam . ,0,1
Osećati snažan antipatija i odbojnost prema neki . ,0,1
koji raskidati sa tradicija i opšti prihvaćen . ,0,1
sjediniti ili spojiti ,1,0
kvalitet koji ne pružati zadovoljstvo čulo . ,0,1
koji se protiviti pravilo ili usvojen praksa . ,0,1
biti zabrinuti i prestrašiti zbog nešto ,0,1
Čin okončanje nečiji zaposlenje . ,0,1
povući se ,0,1
uzrokovati probadanje ,0,1
"Nemogućnost da se odmoriti , opustiti ili biti miran . ",0,1
zlonameran zadovoljstvo ,0,1
smatrati da jesam nešto loše ili pogrešno . ,0,1
odbiti s gnušanje ,0,1
Nešto što neki zadržavati . ,0,1
koji jesam pred erupcija ili izbacivati lav ( o vulkan ) ,1,0
uzrokovati strah ,0,1
nedoličan ili nemoralan ponašanje ,0,1
proglasiti kriv ( utvrditi krivica ) ,1,0
