X,Predicted,Real
"Učiniti jednak , ravnomeran , odgovarajući ili saglasan . ",1,0
sposoban za korektan i validan rezonovanje ,0,1
ispuniti divljenje i ushićenje ,1,0
osećanje sklonost prema osoba ili institucija ,1,0
onaj što se na kraj proizvesti . ,1,0
dobiti nazad ili ponovo zadobiti . ,1,0
Čin ili proces merenje . ,0,1
učiniti zadovoljan ,1,0
koji jesam neki uveseliti ,0,1
osoba koji voliti ili jesam voljen ,1,0
koji pokazivati ili izazivati veselje i zadovoljstvo ,0,1
koji jesam zadovoljan ; koji doživljavati ili ispoljavati nezadovoljstvo ,1,0
rad koji se obavljati sa drugi radi zajednički ciljati ili koristiti ,1,0
"prema hrišćanski etika jedan od tri vrlina - vera , nada i ljubav dat od bog da zaokružiti prirodan vrlina ",1,0
sputati pomoću brava ,1,0
"učiniti da nešto postati sanitarni ( bez bacil ) , replaced-dns ",0,1
imati izvestan dimenzija . ,0,1
"koji privremeno jesam aktivan , o vulkan ",0,1
Čin koji se nešto činiti čistiti . ,0,1
koji se tič princip dobra i zlo ; koji se uklapati u standard ponašanje i karakter koji jesam zasnovati na ovaj princip . ,0,1
Čin ukrašavanje nešto ( u nada da hteti od taj privlačan izgledati ) . ,1,0
Pomoć u nevolja . ,0,1
"koji imati ili ukazivati na dobro zdravlje telo ili duh , kod koji nem upala ili bolest . ",0,1
"promena nabolje , napredak u razvoj . ",0,1
Čin koji se neki odobravati da preduzeti odrediti funkcija . ,1,0
dati razlog za očekivanje . ,1,0
pozitivno naelektrisati jon ,1,0
Nešto što imati veličina i moći da se predstaviti matematički izraz pomoću konstane ili promenljiv . ,0,1
koji jesam sklon ljubav ili ispoljavanje ljubav ,0,1
"Očistiti nečiji telo , reći pranje . ",1,0
Osećanje velik sreća . ,0,1
koji zasluživati uvažavanje i poštovanje ,0,1
osobina onaj što ne zasluživati poverenje . ,1,0
onaj koji jesam po moralan kvalitet ili izgled nalik na anđeo ili svetac ,0,1
izjaviti za neki da jesam kriv po krivičan optužba . ,0,1
koji nastajati iz želja da se doprineti blagostanje ili sreća drugi . ,0,1
osećati sreća ,0,1
nalaziti da jesam nešto zabavno ili prijatno . ,0,1
"koji karakterisati ili koji pokazivati prihvatanje , slaganje ili uverenost . ",0,1
nastrojen prema nešto . ,0,1
onaj koji jesam običan ; jesam konevencionalan ili konformist . ,0,1
koji raditi uz minimalan intervencija čovek ; nezavistan od spoljašnji kontrola ,1,0
Omotač koji trebati da zaštititi nešto od oštećivanje ili povreda . ,0,1
stvoriti mišljenje o nešto ili preneti stav . ,0,1
koji nedostajati dobar raspoloženje ,1,0
inherentan kompleks atribut koji određivati moralan i etički akcija i reakcija osoba . ,0,1
"imati poželjan ili pozitivan kvalitet , posebno onaj koji jesam pogodan za određenu stvar ",0,1
Čin procenjivanje ili prosuđivanje . ,0,1
okrutan čin ; namerno izazivanje bol ili patnja . ,1,0
divljenje Engleska i engleski običaj ,1,0
izraziti dobar želja pri susret sa neki ,1,0
"onaj koji se moći ukazati poverenje , u koji se moći pouzdati ",0,1
ukloniti neželjen supstanca iz nešto . ,1,0
Mog se izmeriti . ,1,0
energičan i oduševljen uživanje ,0,1
"na primer , o vukanima ; koji trajno jesam aktivan . ",1,0
ponašanje koji jesam u sklad sa prihvaćen standard ,1,0
pokazivati poštovanje . ,0,1
kvalitet koji pružati zadovoljstvo čulo . ,0,1
Načiniti napet . ,0,1
Oosba koji imati i baviti se neki specijalan zanimanje . ,1,0
Učiniti čistiti uklanjanje prljavština ili neželjen supstanca . ,0,1
i u metaforički značenje ,0,1
gajiti osećanje dubok poštovanje i strah pred autoritet . ,0,1
Izreći sud o neki . ,0,1
Čin koji se nešto poboljšavati . ,1,0
naklonjenost prema nešto ,1,0
osoba koji jesam umreti i proglasiti za svetac proces kanonizacije ,0,1
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,0,1
stvoriti mišljenje o nešto ; suditi oprezno ; napraviti procena . ,0,1
osećati zadovoljstvo zbog nešto ,0,1
religijski obrok koji se deliti kao znak ljubav ili prijateljstvo ,1,0
koji se kretati . ,0,1
Sloboda od sumnja ; vera u sebe i svoj sposobnost . ,1,0
Učiniti lep . ,0,1
zabava koji držati pažnja . ,0,1
procena vrednost poslovanje . ,1,0
spojiti ili vezati . ,0,1
onaj koji imati velik moć ili sila ili snaga ili uticaj . ,0,1
"koji jesam u sklad sa fiksiran redosled , procedura ili princip . ",0,1
prijatno i površno uzbuđivati ,0,1
specijalan grupa koji jesam delegirati da razmotriti neki stvar . ,0,1
pisan procena književan rad ,1,0
"koji se lako upravljati , koji ustupati . ",0,1
gajiti nežan osećanje prema neki . ,0,1
"sos koji se praviti od nezaslađen čokolada ili kakao prah , šećer i voda ",1,0
pružiti moralan ili emocionalan snaga ,0,1
preparat koji se koristiti za čišćenje nešto ,0,1
izraz neki želja ili naklonost . ,1,0
kvalitet onaj što imati velik cena ,0,1
