X,Predicted,Real
Tvorevina koju je stvorila neka osoba ili neki proces.,0,1
poduhvat koji se preduzima bez obzira na mogući gubitak ili povredu,0,1
"Odbijanje vere, da se veruje u nešto.",1,0
Ubijanje čoveka od strane drugog čoveka.,1,0
Ne ostvariti ni profit ni gubitak.,1,0
Koji nema neke izrazite kvalitete ili karakteristike.,1,0
Neko ko Vas navodi da poverujete u nešto što nije tačno.,1,0
Postati gori.,0,1
Podvrgnuti nedobronamernom smehu.,1,0
"Lišiti se, okaniti se čega, odbaciti.",1,0
čin kojim se neko iskorišćava ili maltretira,1,0
Koji je pred erupcijom ili izbacuje lavu (o vulkanima),0,1
Koji s ne pokreće.,0,1
"Događaj, ili rezultat događaja, koji nešto potpuno uništava.",1,0
osećanje naklonjenosti,1,0
zabranjeno zakonom ili zvanično usvojenim pravilima,1,0
"Ponašati se osiono, raditi naglo, bez dozvole.",1,0
(pravo) nedozvoljeno (zabranjeno) hvatanje i odvođenje lica protiv njegove volje; nezakonito hapšenje,1,0
Dati oblik ili formu nečemu.,0,1
"Stanje u kome su ljudi, ideje ili interesi suprotstavljeni.",1,0
namerni čin oduzimanja,1,0
"Postati bled, na primer, od straha.",1,0
Abnormalno stanje krvi,1,0
uneti nered,1,0
Postati umoran od nekoga ili nečega.,1,0
Kvalitet onoga što ne može da postoji ili radi u usklađenoj kombinaciji.,0,1
Pokušaj da se za sebe dobije lično priznanje (posebno neprihvatljivim sredstvima).,0,1
sistematsko uništavanje kakve rasne ili kulturne grupe,1,0
objaviti sudsku presudu (nekome),0,1
stimulans sa nepoželjnim posledicama,0,1
držanje do moralnih principa,0,1
ispuniti slutnjom ili uznemirenošću; izazvati neprijatnu iznenađenost,1,0
Učiniti gorim.,0,1
Razmena dobara za dogovorenu sumu novca.,0,1
izgubiti svaku nadu,1,0
"Koji nije vlik po količini, broju ili stepenu.",0,1
preterano velik,1,0
Sastavljati od komponenata ili delova.,0,1
Postepeno iščezavanje sa vidika.,1,0
obestan i uzbudljiv poduhvat (ne nužno zakonit),0,1
okoristiti se kakvim mogućnostima bez obzira na posledice za druge,0,1
"Pokrenuti krivom putanjom, obično s namerom da se nešto udari.",1,0
na nižem nivou po rangu ili značaju,0,1
Ukloniti posvećenost sa osobe ili objekta.,0,1
Velika (glavobolja).,0,1
Stanje u kome se malo novca i materijalnih dobara.,0,1
Smanjenje ekonomskih aktivnosti što ima za rezultat pad cena.,1,0
Čičkovac.,0,1
"Imati želju, čežnju ili veliki apetit za nešto.",1,0
Sumnjati ili izražavati sumnjičave spekulacije.,1,0
koji ne pripada snagama sopstvene zemlje ili snagama saveznika,0,1
Prisilno potčinjenje kontroli drugih.,1,0
