X,Predicted,Real
"Koji ima potrebne sposobnosti, veštinu ili znanje da nešto uradi.",0,1
Omotač koji treba da zaštiti nešto od oštećivanja ili povrede.,0,1
Ne pridržavanje moralnim principima.,1,0
Proceniti da je nešto dobro; misliti pozitivno o nečemu.,0,1
koji ispoljava žalost,1,0
Istrajati ili uspevati.,1,0
"osobina onoga koji ne odustaje od svoje ideje, osećanja ili namere",0,1
Postati stabilan ili stabilniji.,0,1
Koji proizvodi ili je sposoban da proizvede nameravani rezultat ili koji proizvodi izuzetan efekat.,0,1
"U skolastici, jedna od četiri vrline koje dolaze od prirode.",0,1
na nižem nivou po rangu ili značaju,1,0
Oosba koja pokušava da se dopadne ili da zabavi.,0,1
"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva.",1,0
sposobnost postojanja ili delovanja u harmoničnoj ili usklađenoj kombijaciji,0,1
Učiniti čistim uklanjanjem prljavštine ili neželjenih supstanci.,0,1
Visoka vrednost nečega.,0,1
angažovati ili unajmiti za neki posao,0,1
učiniti čistim ili slobodnim od greha ili krivice,0,1
Osnovno osećanje koje se teško definiše ali koje ljudi žele da osete.,0,1
Koji nije u dobrom zdravlju tela ili duha.,1,0
Koji može da se desi ili da postoji.,0,1
Osećanja proživljena kada je neko u zadovoljnom stanju.,0,1
koji izražava posedovanje,1,0
"presuda(odluka) da optuženi nije kriv, odluka o nepostojanju krivice,o oslobađanju od krivice",0,1
Čin dodavanja spoljašnjih ukrasa na nešto.,0,1
Koga se tič principi dobra i zla; koji se uklapa u standarde ponašanja i karaktera koji su zasnovani na ovim principima.,0,1
Bez prljavštine ili nečistoće; onaj koji ima naviku da bude čist,0,1
Stanje kada je neko prosperitetan i uspešan.,0,1
Učiniti da nešto bude pomaknuto prema napred.,0,1
rad koji se obavlja sa drugima radi zajedničkog cilja ili koristi,0,1
Radnik koji je najamljen da obavi posao.,0,1
Proizvesti smeh.,0,1
Stanje biti zaposlen ili imati posao.,0,1
osećati zadovoljstvo zbog nečega,0,1
izuzetno dobar; ove reči se koriste za naglašavanje značenja drugih reči,0,1
Biti prihvatljiv ili pristao.,0,1
Osoba koja se brina o ljudima i njihovoj svojini.,0,1
može se koristiti i u vremenskom smislu,0,1
Biti nekome prihvatljiv ili odgovarajući.,0,1
koji oseća ili ispoljava žalost i tugu,1,0
Čin procenjivanja ili prosuđivanja.,0,1
Ublažavanje patnje; pokazivanje velike dobrote prema izmučenima.,0,1
"lična sloboda od ropstva, zarobljeništva i ugnjetavanja",0,1
Pomoć u nevolji.,0,1
Koji nastaje iz želje da se doprinese blagostanju ili sreći drugih.,0,1
Učiniti boljim.,0,1
Profesor najvišeg ranga.,0,1
Oporavak ili način čuvanja od gubitka ili opasnosti.,0,1
"ustanovljeno,zasnovano na zakonu ili na zvanično prihvaćenim pravilima",0,1
Izraziti hvalu za nešto,1,0
uznemiriti i izazvati gađenje,1,0
Biti prihvatljiv ili odgovarajući.,0,1
osećanje velike utučenosti i melanholije,1,0
briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje,0,1
držanje do moralnih principa,0,1
