X,Predicted,Real
"(politika) obezbeđivati usluge, ugovore i pozicije u zamjenu za političku podršku",0,1
Nesposobnost osobe da se seti ili uradi ono što obično može; često uzrokovana emoionalnom napetošću.,0,1
Neko ko proizvodi nešto.,0,1
"nešto što nije sigurno, što je pod sumnjom",1,0
ispuniti slutnjom ili uznemirenošću; izazvati neprijatnu iznenađenost,1,0
promena u niže stanje (manje poštovano),0,1
Prošireno značenje; posebno se odnosi na psihološku hladnoću; bez ljudske topline i emocija.,0,1
Stanje kada je učinjen prekršaj.,0,1
povući se,0,1
Ubijanje čoveka od strane drugog čoveka.,1,0
Stanje bolje od ranijeg.,1,0
Osoba koje ne radi.,1,0
Postati gori.,0,1
Pričati na besposlen ili neobavezan način sa elementom sumnje ili bez dovoljno razloga da se dođe do zaključka.,0,1
"Govoriti nerazgovetno, obično tihim glasom.",0,1
koji je umoran od sveta i života,1,0
na nižem nivou po rangu ili značaju,0,1
Postati nestabilan.,0,1
"Izazvati ljutnju, bes.",1,0
Sastavljati od komponenata ili delova.,0,1
Koji nema neke izrazite kvalitete ili karakteristike.,1,0
Pokušaj da se za sebe dobije lično priznanje (posebno neprihvatljivim sredstvima).,0,1
Čin konstruisanja nečega (kao masšinskog dela).,0,1
Čin prljanja nečega.,0,1
Prekinuti nečije zaposlenje.,1,0
Ukloniti posvećenost sa osobe ili objekta.,0,1
svako ko veruje da nije u stanju da promeni svoju sudbinu,1,0
Čin kojim se sloboda neke osobe ograniči tako što se ona zatoči,0,1
okoristiti se kakvim mogućnostima bez obzira na posledice za druge,0,1
grozničnica,1,0
stvari ponuđene na prodaju,0,1
"Na primer, o vukanima; koji trajno nije aktivan.",1,0
stanje opuštenosti i neosećanja bola,1,0
