X,Predicted,Real
Nesmanjena i nenarušena celovitost ili ukupnost.,0,1
"Biti u skladu, harmoniji.",1,0
Intenzivno ili preterano loš ili neprijatan po kvalitetu ili stepenu.,1,0
Apolutno važno.,0,1
Područje znanja ili interesovanja.,1,0
Kvalitet nečega što nije adekvatno ili perfektno.,1,0
Neko nižeg ranga ili položaja ili kvaliteta.,1,0
koji može ponovo da se koristi,0,1
izraziti čestitke,1,0
"koji se želi, traži",0,1
Moderan čovek i neposredni prethodnici čoveka.,1,0
prilika za posebna veselja da obeleži neki srećan događaj,1,0
Kvalitet onog ko nije brižljiv.,1,0
ispuniti slutnjom ili uznemirenošću; izazvati neprijatnu iznenađenost,1,0
Psihološko stanje nekoga ko funkcioniše na zadovoljavajućem nivou emocionalnog prilagođavanja i ponašanja.,1,0
osoba koja veruje u jednakost svih ljudi,1,0
Koji izražava ili propoveda obožavanje božanstva.,0,1
Izraz neke želje ili naklonosti.,1,0
"učiniti da nešto postane sanitarno (bez bacila), npr.sterilizacijom",0,1
Kvalitet koji ne pruža zadovoljstvo čulima.,1,0
kome stranu držati; uz koga stati; za koga snažnu podršku izraziti,1,0
političko usmerenje koja podržava napredak i reformu,1,0
Čin pružanja odobravanja i podrške.,1,0
Koji je moralno odbojan ili neugodan za čula.,1,0
Oporavak ili način čuvanja od gubitka ili opasnosti.,0,1
"U skolastici, jedna od četiri vrline koje dolaze od prirode.",0,1
izraziti zahvalnost ili pokazati poštovanje,1,0
Voditi ili doprinositi uspehu.,1,0
Osećati snažnu antipatiju i odbojnost prema nekome.,1,0
