X,Predicted,Real
"Završiti pre kraja, kao računarski proces, misiju itd.",0,1
Sumnjati ili izražavati sumnjičave spekulacije.,1,0
"Lišiti se, okaniti se čega, odbaciti.",1,0
Simbol sramote i nečasti.,1,0
Tih neprekidan nerazumljiv zvuk; obično ga prati kretanje usana koje ne proivodi artikulisani govor.,0,1
izazvati iznenadni strah u kome ili ispuniti koga iznenadnom panikom,1,0
loše mirisati,0,1
čin namernog odstupanja od istine,0,1
Patiti od nečega; bolovati od nečega.,0,1
Ne biti podložan nečemu.,0,1
Ne ostvariti ni profit ni gubitak.,1,0
u stanju kada ne funkcioniše,1,0
stanje bez oštećenja ili propadanja,1,0
Otarasiti se nekoga ubistvom.,0,1
Osećanja koja se javljaju kada osoba nije u srećnom stanju.,0,1
ispunjen divljenjem i ushićenjem,0,1
Stanje u kome se malo novca i materijalnih dobara.,0,1
okoristiti se kakvim mogućnostima bez obzira na posledice za druge,0,1
koga odrati (po pitanju cene); za šta nerazumnu cenu tražiti,0,1
Bolest krvi ili narušavanje funkcionisanja krvnih ćelija.,0,1
svako ko veruje da nije u stanju da promeni svoju sudbinu,1,0
ponašanje koje nije u skladu sa prihvaćenim standardima,1,0
prolivanje krvi koje za posledicu ima ubistvo,0,1
Pokušaj da se za sebe dobije lično priznanje (posebno neprihvatljivim sredstvima).,0,1
smanjiti bol ili neprijatnosti ; ublažiti,1,0
"Ono što nije lako, zahteva veliki fizički ili mentalni napor da bi se ostvarilo. razumelo ili izdržalo.",0,1
Opovrgavanje ili povlačenje prethodne tvrdnje.,0,1
