X,Predicted,Real
studentkinja na koledžu ili fakultetu,1,0
briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje,1,0
penutski jezik kojim govori narod Sahapti,1,0
optužnica koju odobrava velika porota,1,0
čin uvođenja u svešteni čin,1,0
sredstvo za čišćenje metenjem; snop slamki ili grančica prikačenih na dugačku ručku,1,0
supstanca ili jedinjenje koje se dodaje da bi se izazvala hemijska reakcija,1,0
meso sabljarke obično se služi kao odrezak,1,0
promena ka nečemu manjem ili nižem,1,0
koristiti točkić za izbor broja telefona,1,0
sportska grana koja razvija dobru vožnu biciklom ili motociklom,1,0
novčana jedinica Bocvane,1,0
zemljouz koji povezuje Centralnu i Južnu Ameriku,1,0
nalog kojim se ovlašćuje policija da uhapsi osumnjičenog i izvede ga pred sud,1,0
sudbina koja prede nit života,1,0
Radnik koji je najamljen da obavi posao.,0,1
indijski jezik kojim govore stanovnici Gudžarata u zapadnoj Indiji,1,0
"smeđa forma mike koja se sastoji od vodonik silikata kalijuma, magnezijuma i aluminijuma",1,0
predgrađa koja se smatraju kulturnom klasom ili subkulturom,1,0
određena količina eksploziva koja je spremljena tako da eksplodira u tačnom trenutku,1,0
desna strana broda ili aviona onome ko gleda prema krmi ili pramcu,1,0
utvrđen broj stihova koji formira jedinicu pesme,1,0
Slova upisana na nečemu (posebno izrezbarena ili ugravirana).,1,0
"Koji nije popustljiv, kojim se teško upravlja.",0,1
peto slovo grčkog alfabeta,1,0
oduzeti ili ukloniti,1,0
"karakteristika sistema čije izlazne veličine ne zavise samo od ulaznih veličina, već i od istorije sistema; posebno, pojava pri kojoj namagnetisanost feromagnetnog tela ne zavisi samo od aktuelne vrednosti magnetnog polja, već i od prthodnih magnetnih stanja",1,0
poseban splet okolnosti,1,0
racers,1,0
mišić koji približava deo tela ka centralnoj osi,1,0
lay eggs,1,0
način rada ili ponašanja,1,0
redak srebrnkast obično trivalentan metal; tečan na temperaturi iznad sobne,1,0
deo ili odeljak putovanja,1,0
tipski rod porodice Cotingidae: kotinge,1,0
pripadnik naroda tamne kože koji su živeli U Australiji pre nego što su stigli Evropljani,1,0
Grupa ptica.,1,0
"tečnost koja se koristi ya štampanje, pisanje ili crtanje",1,0
Društveni čin okupljanja u određenu svrhu,1,0
odbiti da se nešto preda ili podeli,1,0
krompir koji se peče i služi sa ljuskom,1,0
zrno pasulja crne boje koji potiče iz Južne Amerike; uglavnom se koristi osušen,1,0
buba iz južne Evrope,1,0
Osećati tugu.,0,1
Višegodišnja zeljasta biljka čiji rizom miriše slično kao đumbir,1,0
uticajni nemački idealistički filozof (1724-1804),1,0
osnovna novčana jedinica Jermenije,1,0
najstariji bog; predstavlja beskonačnost prostora koji je prethodio nastanku sveta,1,0
"šesti od sedam kanonskih časova molitve, pada predveče, danas je to javna služba nedeljom",1,0
kvadratna matrica kod koje su sve elementi koji nisu na glavnoj dijagonali jednaki 0,1,0
komunikacija putem računara,1,0
uskladištena informacija koja se koristi da da identifikuje neku stavku u sistemu za skladištenje i pronalaženje informacija,1,0
osobina ljudi da veruju u poštenje i pouzdanost drugih,1,0
postupak podizanja čina ili položaja,1,0
podnevni obrok,1,0
Republika Sudan,1,0
Čin predaje (pod dogovorenim uslovima).,1,0
žestok rani pristalica kakvog principa ili reforme,1,0
zamišljena linija koja povezuje tačke koje imaju istu temperaturu u datom trenutku,1,0
bukavci,1,0
kome stranu držati; uz koga stati; za koga snažnu podršku izraziti,1,0
traženje informacija,1,0
Ne osecati se dobro ili udobno.,0,1
opredeljenje koje karakteriše mišljenje grupe ili nacije,1,0
mandast tokom kojeg se drži određena pozicija,1,0
stanovnik Holandije ili poreklom iz Holandije,1,0
mrski zec,1,0
anatolski jezik,1,0
u pravu; teritorija unutar koje se može vršiti vlast,1,0
imitatorsko ponašanje,1,0
dull-colored moth whose larvae have tufts of hair on the bodž and feed on the leaves of many deciduous trees,1,0
jedinica za učestalost; jedan herc ima periodu ponavljanja od jedne sekunde,1,0
modrozelene alge,1,0
Čin zagađivanja.,1,0
Čin ubeđivanja (ili pokušaj ubeđivanja).,1,0
obuća za plivanje; prednji deo poput ploče pomaže pri plivanju posebno pod vodom,1,0
"interfejs koji se obično koristi za modeme, miševe i neke štampavye koji dozvoljava transmisiju bit po bit",1,0
Drveni duvački instrument koji ima dva jezička od trske,1,0
podzemna površina ispod koje je tlo potpuno zasićeno vodom,1,0
sprečiti donošenje odluke porote,1,0
novčana jedinica Malavija,1,0
jedinica koja određuje cenu plaćanja,1,0
šupljina u kojoj počinje debelo crevo a u koju se otvara ileum,1,0
umetnost oblikovanja ili modelovanja (rezbarije i skulptura),1,0
koji pripada ili je nasleđen od čijeg oca,1,0
kozice,1,0
ručno kolo koje se koristi za upravljanje,1,0
iyučavanje literature,1,0
stanovnik ili poreklom iz Afrike,1,0
pročišćen puter bojen polako braon bojom i začinjen sirćetom ili limunovim sokom i kaparom,1,0
Takva matematička relacija koja jednom element jednog skupa pridružuje bar jedan element drugog sk,1,0
bučni nemir,1,0
ublažavanje kazne ili oslobađanje od kakve neprijatne dužnosti od strane sudije ili roditelja ili nastavnika,1,0
posuda za kuvanje koja se sastoji od ravnog pravouganog metala koji se koristi za pečenje kolača,1,0
"Beli prah od kalcijum sulfata od koga se sa vodom pravi semsa koja se brzo stvrdnjava; koristi se u građevini, za skulpture, u medicini kod preloma, itd.",1,0
"odvojiva brava koja ima šarnir sa šarkama koji se može provući kroz alke u lancu, posle čega se zatvara",1,0
reč koja je nastala iz dve ili više reči izostavljanjem ili kombinovanjem nekih zvukova,1,0
glavni i najveći grad Jemena,1,0
švajcerski matematičar (1707-1783),1,0
novčana jedinica Sirije,1,0
"redak element u prirodi, a pojavljuje se u malim koncentracijama u silikatnim mineralima",1,0
koji izaziva strah ili užas,0,1
"zadati niz koraka, deo većeg računarskog programa",1,0
Germanski karakter koji vodi poreklo od runa,1,0
mašina koja simulira neko okruženje radi obuke ili istraživanja,1,0
uništiti kakav raspored ili redosled,1,0
poluprovodnik koji se sastoji od p-n junkcije,1,0
supa sa von ton knedlama,1,0
rekviziti koji se koriste za ribolov,1,0
"Čin prisustvovanja (na sastanku, i sl.)",1,0
mineral koji se sastoji od cirkonijum oksida,1,0
usvojene reči nekog govornika jezika,1,0
knjiga ili brošura koja sadrži popis stvari,1,0
sušeno grožđe bez semena,1,0
bonito,1,0
unutar molekula; dešava se usled reakcije između različiti delova istog molekula,1,0
božanstvo koje se obožavali u drevnom Rimu,1,0
nastaviti nakon prekida,1,0
indikator koji uspostavlja da je pozicija horizontalna kada je mehurić centriran u cevi koja sadrži tečnost,1,0
"pratiti, otkriti ili utvrditi tok razvoja čega",1,0
"Čvrsto istkana tkanina, koristi se za stolice, jedra, šatore).",1,0
srazmerno velika neuroglijalna ćelija,1,0
pun ili označen ozlojeđenošću ili zlovoljom,0,1
kukuruzar,1,0
jedinica govornog jezika veća od foneme,1,0
u kome su slojevi jedan preko drugog,1,0
"gubiti dlaku, kožu, rogove ili perje; za životinje",1,0
"međusobno inkorporiranje materija, upijanje materija jednu uz drugu",1,0
reprezentacija koja se sastoji od scenografije i drugih sredstava koja se koriste za identifikaciju lokacije kakve dramske produkcije,1,0
novčana jedinica Norveške,1,0
okluzivni konstant koji nastaje usled usisavanja vazduha u usta (kao u Bantu),1,0
"Skandinavski punč napravljen od Klareta i akvavita sa začinima, grožđicama, pomorandžinom korom i šećerom",1,0
drvena ili plastična ploča na kojoj se mesi testo za hleb,1,0
društveni sistem koji manjinske grupe odvaja u separatne ustanove,1,0
motor koji pokreće avione,1,0
Koji nije naklonjen prea nečemu.,0,1
onaj koji nije stalan ili postojan,0,1
tekst koji sledi posle glavnog teksta knjige,1,0
"Najrasprostranjenija nedozvoljana droga, smatra se lakom drogom; sastoji se od suvog lišća idijske konplje; puši se i žvaće,.",1,0
testiranje ideje,1,0
gliste,1,0
"gust paprikaš napravljen od pirinča, piletine i male divljači; južne Sjedinjene države",1,0
"način na koji vesti predstavljaju novinari novina, radija i televizije",1,0
glavni i najveći grad Madagaskara,1,0
"tikva glatke površine obično dugačkog, pravog vrata i slatkog narandžastog mesa",1,0
žblja trava,1,0
nalog za izvršenje smrtne kazne,1,0
parazitske sporozoe koje formiraju spore koje sadrže jednu ili više infektivnih sporozoa,1,0
dozvola za prodavanje pića i njegovo konzumiranje u objektu,1,0
najduža reka u Aziji; teče na istok od Tibeta i uliva se u Istočno kinesko more blizu Šangaja,1,0
prikupiti i zapaliti materijal za,1,0
nauka o kriminalitetu i počiniocima kriminalnih dela,1,0
prekrstiti nekoga (učiniti znak krsta preko nekoga) da bi se nad tom osobom prizvala Božija zaštitila,1,0
dozvola da privatno lice konfiskuje imovinu građanina druge nacije (države),1,0
svaki racionalan ili iracionalan broj,1,0
Britanski pisac (rođen u Irskoj) (1856-1950).,1,0
posuda u koju se odlalje smeće,1,0
"Umanjiti po vrednosti, karakteru itd.",0,1
novčana jedinica Papue Nove Gvineje,1,0
iz bivše klasifikacije,1,0
oklopnik miš,1,0
Zapadno indijsko voće koje podseća na mango; često ukiseljeno,1,0
stepen izloženosti pažnji javnosti,1,0
čadski jezik kojim se govori u severnoj Nigeriji,1,0
koji nije raspoložen da sarađuje,0,1
niz brojeva kod kofga je svaki broj zbir prethodna dva,1,0
gospodar države koji to postaje nasleđivanjem,1,0
tibetsko-burmanski jezik kojim se govori u severnoj Burmi i u Junanu,1,0
Britanski tajni agent 007 iz romana Jana Fleminga,1,0
promeniti zagrevanjem,1,0
jedrenjak sa dva jarbola,1,0
Ženka labuda,1,0
zadatak dodeljen za pojedinačne studije,1,0
afiks koji se nalazi unutar reči,1,0
nagnuti jedan prema drugom kako bi formirali korito,1,0
proučavanje geografske rasprostranjenosti životinja ili biljaka,1,0
metoda za analiziranje ili predstavljanje statističkih podataka,1,0
političar koji vodi kampanju da bude izabran na javnu funkciju,1,0
mek srebrnkast metal; redak u zemlji,1,0
obična čigra Evrope i Azije koja ima sivo i crno perje,1,0
pomešan škotski viski i soda,1,0
znakovni jezik koji se koristi u Sjedinjenim Državama,1,0
suspenzija radijskog ili TV prenosa,1,0
klavijatura sa žicama koje se trzaju trzalicom,1,0
"upadljivo sazvežđe južne hemisfere, blizu Južnog krsta",1,0
Polemoniaceae; Solanaceae; Boraginaceae; Labiatae; Lentibulariaceae; Pedaliaceae; u nekim klasifikacijama uključuje red Scrophulariales,1,0
"naziv cifre 6, znak koji obeležava broj šest",1,0
administrativna jedinica u kojoj je sedište savezne vlade,1,0
novčana jedinica Gvatemale,1,0
izmišljeni detektiv iy romana A. K. Dojla,1,0
pokušavati da se spreči otkrivanje (posebno od strane policije),1,0
izumrla grana indoevropskih jezika koju neki smatraju srodnom sa jermenskim,1,0
Stabljike se jedu kao celer ili se kandiraju; seme se koristi kao začin ili se kiseli.,1,0
Rezultat razvijanja.,1,0
Stanje u kome je neko tužan.,0,1
jezik australijskih starosedelaca,1,0
"ruska reka u Sibiru; izvire blizu granice sa Mongolijom, teče na sever i uliva se u Karsko more",1,0
Predstava koja uključuje umetnički ples,1,0
"Koji nije vlik po količini, broju ili stepenu.",0,1
lantanoide - srebrnobeli feromagnetni trivalentan metal,1,0
mrežna topologija čije su komponenet povezane na glavni računar,1,0
fabrička mešavina sastojaka za pravljenje kolača braunis,1,0
bivša osnovna novčana jedinica Estonije,1,0
čiji domaćin biti,1,0
slatko mesnato tropsko voće sa debelom ljuskavom korom i sjajnim crnim semenkama,1,0
supruga koja se stara o kući dok joj muž zarađuje za porodicu,1,0
novčana jedinica Dominikanske republike,1,0
osoba koja zabavlja druge blesavim ponašanjem,1,0
pekidanje sednice ili sastanka,1,0
Vršiti vlast nad nekim; npr. o narodima.,1,0
hodati određenim korakom,1,0
jedan zahtev,1,0
raznovrsnost biljnog i životinjskog sveta na nekom staništu,1,0
oblik komunizma za koji se zalagao Lav Trocki; zalaže se za svetsku revoluciju proleterijata,1,0
majmuni hvatači,1,0
sledbenik luteranstva,1,0
kockice mesa ili morskih plodova prženih uvrelom ulju i potom umočenih u neki sos,1,0
raketa koja je napravljena da iz aviona gađa neki cilj na zemlji,1,0
prozračni optički uređaj koji se koristi da sakuplja ili rasejava svetlo i formira slike,1,0
novčana jedinica Makaoa,1,0
"Svernoamerička držva koju čine 50 država, od koji su 48 s središnjem delu Severne Amerike, Aljaska je na severozapadu Severne Amerike, Havaji su ostrava u Tihom okeanu",1,0
izjava koja objašnjava,1,0
pozorište u kome se izvode opere,1,0
neformalni obrok koji se kuva i jede napolju,1,0
liturgijski jezik koptske crkve koji se koristi u Egiptu i Etiopiji; piše se grčkim alfabetom,1,0
(računarstvo) aktuator koji pomera glavu za čitanje/pisanje na odgovarajuću stazu sa podacima,1,0
prirodni otac ili majka,1,0
osoba koja ima nadležnost nad građanskim poslovima,1,0
tropsko žbunje i trave od kojih se pravi krotonovo ulje,1,0
zamena za benzin koja se sastoji od 90% benzina i 10% žitarskog alkohola od kukuruza,1,0
"glavni i najveći grad moderne države Izrael; sveti grad Jevreja, Hrišćana i Muslimana; bio je prestonica starog carstva",1,0
"promeniti nečiju poziciju ili lokaciju, iz poslovnih, pravnih, prosvetnih ili vojnih razloga",1,0
prozna priča kraća od romana,1,0
uređaj koji uklanja nešto iz nećega što kroz njega prolazi,1,0
pavpav,1,0
usoljena masnoća s leđa i obe strane trbuha svinje,1,0
ostvarenje cilja,1,0
prenos toplote ili elektriciteta ili zvuka,1,0
rukopis za film koji uključuje dijaloge i opise likova i scenografije,1,0
božanstvo koje su obožavali drevni Grci,1,0
"nezakonito uplitanje u čiji tuđi posed (lična imovina kao i nekretnine), ili postupak pokrenut za povraćaj štete",1,0
prost protein koji se nalazi u rožastima tkivima i sočivu oka,1,0
"prekršajna prijava koja se izdaje prekršiocu (na licu mesta),posebno onome ko je načinio prekršaj u saobraćaju",1,0
Višeodišnja aromatična trava koja često formira pokrivač; iz severnih umerenih područja; stolistak,1,0
Sveta tajna kojom se krštenoj osobi daje potpuno uključenje u crkvu,1,0
Postati demokratičniji (za naciju).,1,0
italijanska usoljena i sušena šunka koja se seče veoma tanko,1,0
odeća za ruke: pokriva ruku i zglob,1,0
novčana jedinica koja se koristi u Kirgistanu,1,0
knjiga sastavljena od karata koje se mogu iscepati i upotrebiti,1,0
Uništiti ili oštetiti na nasilan način.,0,1
ukrštanje biljaka i životinja različitih urođenih osobina,1,0
tvrditi ili potvrditi,1,0
koji odstupa od opšteg ili uobičajenog poretka ili vrste,1,0
sijuski jezik kojim govori narod Tutelo,1,0
sendvič,1,0
ugovor potpisan između dve ili više strana (država) koje su se sporazumele da nešto učine (da preduzmu neku radnju),1,0
osvetljenje u prozračnom,1,0
izgradnja reči iz komponentnih morfema koje zadržavaju svoj oblik i značenje u procesu kombinovanja,1,0
"mekana hrana dobijena kuvanjem ovsene kaše, drugog jela ili mahunarki u vodi ili mleku dok se ne zgusne",1,0
mali otvor između nečega,1,0
niz tačaka (najčešće tri) koji ukazuje na to da je deo teksta izostavljen ili da je rečenica nezavrsena,1,0
"Turčin, pripadnik plemena Osmana I",1,0
prestati opirati se; prestati boriti se,1,0
aktivna snaga tela ili duha,1,0
osoba koja ima opštu vlast nad drugima,1,0
